,Married,Separated,Divorced,Widowed,Never married,Married (%),Separated (%),Divorced (%),Widowed (%),Never married (%),SSC_CODE
Taree South,154.0,20.0,22.0,12.0,81.0,53.3,6.9,7.6,4.2,28.0,13765
Pampoolah,202.0,10.0,37.0,14.0,81.0,58.7,2.9,10.8,4.1,23.5,13142
Glenthorne,100.0,12.0,18.0,10.0,53.0,51.8,6.2,9.3,5.2,27.5,11680
Tinonee,449.0,36.0,108.0,54.0,255.0,49.8,4.0,12.0,6.0,28.3,13876
Harrington,1594.0,110.0,295.0,236.0,509.0,58.1,4.0,10.8,8.6,18.5,11858
Wherrol Flat,139.0,10.0,23.0,13.0,81.0,52.3,3.8,8.6,4.9,30.5,14271
Coopernook,223.0,16.0,64.0,34.0,109.0,50.0,3.6,14.3,7.6,24.4,11047
Moto,61.0,7.0,10.0,8.0,25.0,55.0,6.3,9.0,7.2,22.5,12742
Moorland (NSW),174.0,28.0,58.0,29.0,123.0,42.2,6.8,14.1,7.0,29.9,12714
Hannam Vale,92.0,0.0,18.0,3.0,37.0,61.3,0.0,12.0,2.0,24.7,11849
Stewarts River,58.0,6.0,11.0,0.0,32.0,54.2,5.6,10.3,0.0,29.9,13659
Upper Lansdowne,242.0,12.0,54.0,13.0,141.0,52.4,2.6,11.7,2.8,30.5,14033
Lansdowne (Mid-Coast - NSW),236.0,26.0,65.0,39.0,123.0,48.3,5.3,13.3,8.0,25.2,12273
Kundle Kundle,95.0,0.0,6.0,0.0,36.0,69.3,0.0,4.4,0.0,26.3,12211
Killabakh,131.0,11.0,18.0,7.0,61.0,57.5,4.8,7.9,3.1,26.8,12128
Cedar Party,170.0,9.0,33.0,26.0,59.0,57.2,3.0,11.1,8.8,19.9,10870
Marlee,88.0,6.0,23.0,0.0,52.0,52.1,3.6,13.6,0.0,30.8,12494
Elands,44.0,7.0,43.0,13.0,58.0,26.7,4.2,26.1,7.9,35.2,11388
Bobin,65.0,4.0,20.0,7.0,48.0,45.1,2.8,13.9,4.9,33.3,10427
Mount George (NSW),93.0,18.0,32.0,16.0,75.0,39.7,7.7,13.7,6.8,32.1,12761
Killawarra (NSW),85.0,0.0,7.0,9.0,32.0,63.9,0.0,5.3,6.8,24.1,12132
Burrell Creek,125.0,7.0,15.0,5.0,37.0,66.1,3.7,7.9,2.6,19.6,10709
Bootawa,86.0,0.0,24.0,10.0,31.0,57.0,0.0,15.9,6.6,20.5,10504
Mondrook,80.0,4.0,16.0,6.0,41.0,54.4,2.7,10.9,4.1,27.9,12676
Hillville,148.0,6.0,26.0,10.0,55.0,60.4,2.4,10.6,4.1,22.4,11913
Kimbriki,58.0,0.0,10.0,12.0,32.0,51.8,0.0,8.9,10.7,28.6,12139
Belbora,54.0,7.0,10.0,0.0,33.0,51.9,6.7,9.6,0.0,31.7,10256
Krambach,148.0,14.0,58.0,22.0,92.0,44.3,4.2,17.4,6.6,27.5,12202
Possum Brush,68.0,9.0,10.0,3.0,29.0,57.1,7.6,8.4,2.5,24.4,13251
Dyers Crossing,140.0,13.0,35.0,17.0,81.0,49.0,4.5,12.2,5.9,28.3,11338
Firefly,109.0,0.0,29.0,27.0,67.0,47.0,0.0,12.5,11.6,28.9,11521
Coralville,60.0,13.0,20.0,3.0,35.0,45.8,9.9,15.3,2.3,26.7,11064
Wingham,1968.0,194.0,517.0,418.0,1326.0,44.5,4.4,11.7,9.5,30.0,14332
Thurgoona,3434.0,164.0,445.0,231.0,2309.0,52.2,2.5,6.8,3.5,35.1,13856
East Albury,2284.0,148.0,462.0,375.0,1742.0,45.6,3.0,9.2,7.5,34.8,11344
Wirlinga,64.0,0.0,8.0,3.0,15.0,71.1,0.0,8.9,3.3,16.7,14337
North Albury,1852.0,212.0,558.0,353.0,1919.0,37.8,4.3,11.4,7.2,39.2,12977
Lavington,4418.0,468.0,1157.0,702.0,3565.0,42.9,4.5,11.2,6.8,34.6,12287
Glenroy (Albury - NSW),1412.0,84.0,230.0,170.0,838.0,51.6,3.1,8.4,6.2,30.7,11678
Hamilton Valley,220.0,9.0,35.0,6.0,176.0,49.3,2.0,7.8,1.3,39.5,11842
Albury,1802.0,147.0,434.0,261.0,1405.0,44.5,3.6,10.7,6.4,34.7,10027
South Albury,356.0,51.0,148.0,75.0,550.0,30.2,4.3,12.5,6.4,46.6,13573
West Albury,1498.0,106.0,298.0,345.0,1004.0,46.1,3.3,9.2,10.6,30.9,14239
Splitters Creek,162.0,3.0,7.0,4.0,44.0,73.6,1.4,3.2,1.8,20.0,13610
Jindera,982.0,30.0,113.0,68.0,456.0,59.6,1.8,6.9,4.1,27.7,12032
Holbrook,704.0,42.0,139.0,147.0,351.0,50.9,3.0,10.1,10.6,25.4,11920
Table Top,730.0,16.0,44.0,15.0,272.0,67.8,1.5,4.1,1.4,25.3,13722
Little Billabong,49.0,0.0,8.0,0.0,25.0,59.8,0.0,9.8,0.0,30.5,12350
Gerogery,248.0,20.0,48.0,22.0,95.0,57.3,4.6,11.1,5.1,21.9,11605
Brocklesby,76.0,5.0,9.0,0.0,39.0,58.9,3.9,7.0,0.0,30.2,10584
Walla Walla,348.0,12.0,52.0,34.0,209.0,53.1,1.8,7.9,5.2,31.9,14097
Glenellen,69.0,0.0,5.0,0.0,24.0,70.4,0.0,5.1,0.0,24.5,11663
Burrumbuttock,170.0,5.0,27.0,10.0,67.0,60.9,1.8,9.7,3.6,24.0,10716
Walbundrie,66.0,3.0,15.0,7.0,33.0,53.2,2.4,12.1,5.6,26.6,14092
Morven (Greater Hume Shire - NSW),59.0,3.0,12.0,9.0,35.0,50.0,2.5,10.2,7.6,29.7,12737
Culcairn,583.0,54.0,129.0,73.0,313.0,50.6,4.7,11.2,6.3,27.2,11147
Henty (NSW),491.0,33.0,86.0,101.0,246.0,51.3,3.4,9.0,10.6,25.7,11892
Mullengandra,57.0,0.0,8.0,6.0,20.0,62.6,0.0,8.8,6.6,22.0,12823
Bowna,57.0,0.0,11.0,0.0,17.0,67.1,0.0,12.9,0.0,20.0,10534
Bungowannah,94.0,0.0,7.0,3.0,25.0,72.9,0.0,5.4,2.3,19.4,10686
Woomargama,69.0,4.0,12.0,7.0,39.0,52.7,3.1,9.2,5.3,29.8,14413
Springdale Heights,692.0,73.0,187.0,92.0,574.0,42.8,4.5,11.6,5.7,35.5,13622
Hay (NSW),948.0,75.0,161.0,155.0,648.0,47.7,3.8,8.1,7.8,32.6,11874
Hay South,173.0,7.0,18.0,14.0,86.0,58.1,2.3,6.0,4.7,28.9,11875
Gol Gol,716.0,24.0,57.0,46.0,303.0,62.5,2.1,5.0,4.0,26.4,11693
Buronga,497.0,35.0,83.0,28.0,309.0,52.2,3.7,8.7,2.9,32.5,10696
Wentworth (NSW),563.0,60.0,137.0,149.0,336.0,45.2,4.8,11.0,12.0,27.0,14225
Coomealla,336.0,30.0,45.0,24.0,232.0,50.4,4.5,6.7,3.6,34.8,11041
Dareton,156.0,12.0,42.0,30.0,185.0,36.7,2.8,9.9,7.1,43.5,11206
Curlwaa,180.0,5.0,21.0,6.0,110.0,55.9,1.6,6.5,1.9,34.2,11170
Euston,329.0,12.0,44.0,25.0,207.0,53.3,1.9,7.1,4.1,33.5,11468
Pomona (NSW),65.0,6.0,15.0,3.0,25.0,57.0,5.3,13.2,2.6,21.9,13240
Tooleybuc,138.0,13.0,15.0,21.0,64.0,55.0,5.2,6.0,8.4,25.5,13902
Balranald,515.0,36.0,88.0,87.0,361.0,47.4,3.3,8.1,8.0,33.2,10168
Corowa,2312.0,190.0,437.0,413.0,1239.0,50.4,4.1,9.5,9.0,27.0,11080
Mulwala,1021.0,57.0,187.0,166.0,406.0,55.6,3.1,10.2,9.0,22.1,12830
Balldale,79.0,6.0,7.0,3.0,33.0,61.7,4.7,5.5,2.3,25.8,10159
Rand,83.0,7.0,10.0,7.0,48.0,53.5,4.5,6.5,4.5,31.0,13311
Oaklands,143.0,7.0,26.0,18.0,79.0,52.4,2.6,9.5,6.6,28.9,13059
Howlong,1224.0,88.0,196.0,156.0,600.0,54.1,3.9,8.7,6.9,26.5,11950
Urana,163.0,13.0,17.0,43.0,93.0,49.5,4.0,5.2,13.1,28.3,14052
Deniliquin,2974.0,227.0,669.0,555.0,2078.0,45.7,3.5,10.3,8.5,32.0,11237
Mayrung,62.0,3.0,4.0,7.0,29.0,59.0,2.9,3.8,6.7,27.6,12537
Mathoura,381.0,35.0,98.0,64.0,209.0,48.4,4.4,12.5,8.1,26.6,12522
Barham,673.0,51.0,132.0,163.0,273.0,52.1,3.9,10.2,12.6,21.1,10199
Wakool,128.0,16.0,21.0,16.0,67.0,51.6,6.5,8.5,6.5,27.0,14090
Moulamein,203.0,16.0,34.0,50.0,84.0,52.5,4.1,8.8,12.9,21.7,12743
Koraleigh,150.0,14.0,26.0,14.0,86.0,51.7,4.8,9.0,4.8,29.7,12195
Conargo,53.0,0.0,20.0,0.0,20.0,57.0,0.0,21.5,0.0,21.5,10998
Murray Downs,162.0,0.0,11.0,3.0,51.0,71.4,0.0,4.8,1.3,22.5,12852
Moama,2845.0,150.0,436.0,400.0,1247.0,56.0,3.0,8.6,7.9,24.6,12654
Warragoon,59.0,0.0,0.0,0.0,33.0,64.1,0.0,0.0,0.0,35.9,14159
Blighty,56.0,4.0,7.0,8.0,30.0,53.3,3.8,6.7,7.6,28.6,10412
Barooga,797.0,62.0,123.0,96.0,405.0,53.7,4.2,8.3,6.5,27.3,10205
Tocumwal,1250.0,79.0,225.0,232.0,459.0,55.7,3.5,10.0,10.3,20.4,13886
Finley,1029.0,77.0,210.0,196.0,572.0,49.4,3.7,10.1,9.4,27.4,11520
Berrigan,521.0,35.0,124.0,95.0,300.0,48.5,3.3,11.5,8.8,27.9,10318
Jerilderie,431.0,32.0,70.0,61.0,254.0,50.8,3.8,8.3,7.2,30.0,12014
Armidale,7781.0,609.0,1488.0,1134.0,8214.0,40.5,3.2,7.7,5.9,42.7,10085
Guyra,783.0,43.0,128.0,146.0,495.0,49.1,2.7,8.0,9.2,31.0,11822
South Guyra,123.0,9.0,24.0,16.0,102.0,44.9,3.3,8.8,5.8,37.2,13586
Llangothlin,55.0,6.0,9.0,4.0,31.0,52.4,5.7,8.6,3.8,29.5,12364
Ben Lomond (NSW),77.0,3.0,14.0,11.0,32.0,56.2,2.2,10.2,8.0,23.4,10286
Black Mountain (NSW),151.0,4.0,18.0,11.0,62.0,61.4,1.6,7.3,4.5,25.2,10387
Thalgarrah,92.0,7.0,5.0,0.0,32.0,67.6,5.1,3.7,0.0,23.5,13810
Hillgrove (Armidale Regional - NSW),85.0,3.0,14.0,5.0,33.0,60.7,2.1,10.0,3.6,23.6,11907
Ebor,65.0,7.0,10.0,11.0,50.0,45.5,4.9,7.0,7.7,35.0,11372
Uralla (NSW),1090.0,78.0,230.0,174.0,672.0,48.6,3.5,10.2,7.8,29.9,14051
Saumarez Ponds,218.0,7.0,24.0,9.0,80.0,64.5,2.1,7.1,2.7,23.7,13495
Invergowrie,339.0,16.0,47.0,23.0,158.0,58.1,2.7,8.1,3.9,27.1,11983
Arding,106.0,12.0,12.0,6.0,28.0,64.6,7.3,7.3,3.7,17.1,10075
Castle Doyle,86.0,3.0,6.0,0.0,31.0,68.3,2.4,4.8,0.0,24.6,10846
Dangarsleigh,80.0,0.0,7.0,3.0,34.0,64.5,0.0,5.6,2.4,27.4,11200
Kellys Plains,83.0,6.0,7.0,6.0,27.0,64.3,4.7,5.4,4.7,20.9,12087
Yarrowyck,61.0,6.0,8.0,0.0,24.0,61.6,6.1,8.1,0.0,24.2,14492
Kentucky,72.0,6.0,19.0,0.0,38.0,53.3,4.4,14.1,0.0,28.1,12102
Kentucky South,52.0,7.0,16.0,6.0,19.0,52.0,7.0,16.0,6.0,19.0,12103
Balala,70.0,3.0,18.0,4.0,19.0,61.4,2.6,15.8,3.5,16.7,10144
Rocky River (Uralla - NSW),99.0,3.0,38.0,8.0,68.0,45.8,1.4,17.6,3.7,31.5,13390
Walcha,1161.0,42.0,148.0,190.0,554.0,55.4,2.0,7.1,9.1,26.4,14093
Woolbrook,71.0,7.0,6.0,0.0,47.0,54.2,5.3,4.6,0.0,35.9,14400
Nowendoc,79.0,7.0,12.0,8.0,28.0,59.0,5.2,9.0,6.0,20.9,13026
Yarrowitch,85.0,13.0,12.0,6.0,19.0,63.0,9.6,8.9,4.4,14.1,14491
Stonehenge (NSW),81.0,0.0,7.0,3.0,26.0,69.2,0.0,6.0,2.6,22.2,13665
Glen Innes,2206.0,197.0,536.0,495.0,1585.0,44.0,3.9,10.7,9.9,31.6,11649
Emmaville,239.0,27.0,43.0,40.0,93.0,54.1,6.1,9.7,9.0,21.0,11414
Deepwater (NSW),189.0,18.0,63.0,19.0,92.0,49.6,4.7,16.5,5.0,24.1,11231
Dundee,77.0,5.0,15.0,0.0,29.0,61.1,4.0,11.9,0.0,23.0,11314
Red Range,85.0,3.0,20.0,6.0,46.0,53.1,1.9,12.5,3.8,28.8,13333
Shannon Vale,92.0,3.0,12.0,7.0,25.0,66.2,2.2,8.6,5.0,18.0,13526
Glencoe (NSW),84.0,6.0,19.0,12.0,38.0,52.8,3.8,11.9,7.5,23.9,11657
Inverell,4212.0,371.0,819.0,766.0,3124.0,45.3,4.0,8.8,8.2,33.6,11981
Ashford (NSW),240.0,44.0,54.0,60.0,151.0,43.7,8.0,9.8,10.9,27.5,10099
Tingha,271.0,31.0,68.0,49.0,260.0,39.9,4.6,10.0,7.2,38.3,13874
Yetman,89.0,4.0,13.0,8.0,40.0,57.8,2.6,8.4,5.2,26.0,14514
Bundarra,280.0,21.0,46.0,49.0,160.0,50.4,3.8,8.3,8.8,28.8,10671
Gilgai,284.0,30.0,58.0,24.0,194.0,48.1,5.1,9.8,4.1,32.9,11618
Bonshaw (NSW),39.0,3.0,6.0,3.0,30.0,48.1,3.7,7.4,3.7,37.0,10473
Coolatai,56.0,3.0,7.0,7.0,22.0,58.9,3.2,7.4,7.4,23.2,11028
Bukkulla,45.0,0.0,8.0,3.0,42.0,45.9,0.0,8.2,3.1,42.9,10648
Oakwood (NSW),94.0,3.0,12.0,0.0,25.0,70.1,2.2,9.0,0.0,18.7,13061
Nullamanna,74.0,8.0,7.0,9.0,31.0,57.4,6.2,5.4,7.0,24.0,13032
Elsmore,117.0,6.0,19.0,9.0,138.0,40.5,2.1,6.6,3.1,47.8,11408
Bingara,615.0,36.0,132.0,180.0,284.0,49.3,2.9,10.6,14.4,22.8,10365
Gravesend,145.0,11.0,15.0,17.0,67.0,56.9,4.3,5.9,6.7,26.3,11742
Auburn Vale,78.0,0.0,6.0,0.0,9.0,83.9,0.0,6.5,0.0,9.7,10107
Gum Flat,100.0,4.0,11.0,6.0,45.0,60.2,2.4,6.6,3.6,27.1,11796
Delungra,259.0,15.0,45.0,24.0,155.0,52.0,3.0,9.0,4.8,31.1,11234
Warialda,630.0,51.0,128.0,125.0,376.0,48.1,3.9,9.8,9.5,28.7,14149
Yallaroi,60.0,0.0,6.0,0.0,19.0,70.6,0.0,7.1,0.0,22.4,14456
Warialda Rail,35.0,7.0,4.0,3.0,36.0,41.2,8.2,4.7,3.5,42.4,14150
Upper Horton,61.0,3.0,11.0,3.0,39.0,52.1,2.6,9.4,2.6,33.3,14029
Tabulam,133.0,22.0,54.0,15.0,177.0,33.2,5.5,13.5,3.7,44.1,13723
Tenterfield,1664.0,120.0,431.0,326.0,861.0,48.9,3.5,12.7,9.6,25.3,13792
Drake,88.0,25.0,49.0,9.0,130.0,29.2,8.3,16.3,3.0,43.2,11290
Liston,53.0,14.0,11.0,8.0,33.0,44.5,11.8,9.2,6.7,27.7,12346
Legume,66.0,8.0,13.0,8.0,29.0,53.2,6.5,10.5,6.5,23.4,12296
Urbenville,119.0,15.0,29.0,23.0,83.0,44.2,5.6,10.8,8.6,30.9,14057
Woodenbong,168.0,12.0,33.0,22.0,82.0,53.0,3.8,10.4,6.9,25.9,14382
Jennings,72.0,4.0,10.0,13.0,28.0,56.7,3.1,7.9,10.2,22.0,12008
Moree,3134.0,324.0,505.0,482.0,2888.0,42.7,4.4,6.9,6.6,39.4,12722
Pallamallawa,178.0,21.0,19.0,14.0,113.0,51.6,6.1,5.5,4.1,32.8,13131
Garah,129.0,18.0,14.0,9.0,88.0,50.0,7.0,5.4,3.5,34.1,11586
Boomi,84.0,6.0,20.0,7.0,35.0,55.3,3.9,13.2,4.6,23.0,10489
Ashley,107.0,14.0,21.0,7.0,106.0,42.0,5.5,8.2,2.7,41.6,10100
Boggabilla,228.0,11.0,37.0,27.0,426.0,31.3,1.5,5.1,3.7,58.4,10441
North Star,100.0,6.0,13.0,7.0,62.0,53.2,3.2,6.9,3.7,33.0,13008
Mungindi (NSW),175.0,12.0,45.0,21.0,174.0,41.0,2.8,10.5,4.9,40.7,12843
Gurley,101.0,7.0,21.0,4.0,52.0,54.6,3.8,11.4,2.2,28.1,11817
Biniguy,73.0,0.0,3.0,6.0,41.0,59.3,0.0,2.4,4.9,33.3,10369
Bellata,147.0,10.0,20.0,9.0,67.0,58.1,4.0,7.9,3.6,26.5,10266
Narrabri,3000.0,180.0,436.0,424.0,1975.0,49.9,3.0,7.2,7.0,32.8,12903
Wee Waa,739.0,65.0,129.0,118.0,556.0,46.0,4.0,8.0,7.3,34.6,14211
Merah North,83.0,0.0,7.0,0.0,49.0,59.7,0.0,5.0,0.0,35.3,12572
Maules Creek,48.0,4.0,6.0,3.0,29.0,53.3,4.4,6.7,3.3,32.2,12526
Baan Baa,61.0,10.0,16.0,5.0,45.0,44.5,7.3,11.7,3.6,32.8,10120
Tarriaro,60.0,0.0,7.0,6.0,12.0,70.6,0.0,8.2,7.1,14.1,13770
Bohena Creek,90.0,4.0,4.0,6.0,27.0,68.7,3.1,3.1,4.6,20.6,10444
Jacks Creek,65.0,3.0,15.0,3.0,24.0,59.1,2.7,13.6,2.7,21.8,11993
Gwabegar,51.0,6.0,20.0,4.0,50.0,38.9,4.6,15.3,3.1,38.2,11823
Gunnedah,3615.0,302.0,584.0,667.0,2512.0,47.1,3.9,7.6,8.7,32.7,11812
Curlewis (NSW),312.0,13.0,44.0,39.0,215.0,50.1,2.1,7.1,6.3,34.5,11169
Boggabri,404.0,59.0,68.0,83.0,300.0,44.2,6.5,7.4,9.1,32.8,10442
Carroll,114.0,20.0,32.0,8.0,89.0,43.3,7.6,12.2,3.0,33.8,10832
Piallaway,62.0,0.0,14.0,10.0,24.0,56.4,0.0,12.7,9.1,21.8,13196
Breeza,49.0,11.0,8.0,6.0,44.0,41.5,9.3,6.8,5.1,37.3,10561
Caroona,47.0,7.0,7.0,8.0,84.0,30.7,4.6,4.6,5.2,54.9,10823
Spring Ridge,110.0,4.0,18.0,11.0,65.0,52.9,1.9,8.7,5.3,31.2,13619
Emerald Hill,68.0,6.0,9.0,6.0,23.0,60.7,5.4,8.0,5.4,20.5,11412
Mullaley,71.0,3.0,19.0,4.0,35.0,53.8,2.3,14.4,3.0,26.5,12820
Kelvin,85.0,4.0,12.0,0.0,39.0,60.7,2.9,8.6,0.0,27.9,12091
Werris Creek,558.0,75.0,137.0,108.0,429.0,42.7,5.7,10.5,8.3,32.8,14238
Quirindi,1310.0,105.0,258.0,258.0,857.0,47.0,3.8,9.3,9.3,30.7,13301
Wallabadah,174.0,20.0,42.0,26.0,88.0,49.7,5.7,12.0,7.4,25.1,14098
Currabubula,146.0,10.0,33.0,16.0,62.0,54.7,3.7,12.4,6.0,23.2,11172
Quipolly,75.0,6.0,13.0,5.0,39.0,54.3,4.3,9.4,3.6,28.3,13300
Willow Tree,125.0,6.0,31.0,14.0,78.0,49.2,2.4,12.2,5.5,30.7,14305
Blackville,57.0,7.0,7.0,3.0,22.0,59.4,7.3,7.3,3.1,22.9,10398
Hillvue,2792.0,176.0,397.0,269.0,1461.0,54.8,3.5,7.8,5.3,28.7,11914
Calala,1582.0,112.0,223.0,114.0,980.0,52.5,3.7,7.4,3.8,32.5,10748
Kingswood (Tamworth Regional - NSW),549.0,20.0,55.0,28.0,182.0,65.8,2.4,6.6,3.4,21.8,12164
South Tamworth,1898.0,266.0,619.0,431.0,2106.0,35.7,5.0,11.6,8.1,39.6,13597
West Tamworth,1312.0,221.0,411.0,308.0,1863.0,31.9,5.4,10.0,7.5,45.3,14252
North Tamworth,1805.0,164.0,383.0,511.0,1401.0,42.3,3.8,9.0,12.0,32.9,13011
Tamworth,47.0,13.0,27.0,3.0,73.0,28.8,8.0,16.6,1.8,44.8,13746
East Tamworth,2105.0,156.0,411.0,285.0,1421.0,48.1,3.6,9.4,6.5,32.5,11363
Oxley Vale,1172.0,112.0,264.0,199.0,1117.0,40.9,3.9,9.2,6.9,39.0,13111
Nemingha,276.0,25.0,57.0,26.0,174.0,49.5,4.5,10.2,4.7,31.2,12926
Westdale (Tamworth Regional - NSW),901.0,73.0,154.0,65.0,769.0,45.9,3.7,7.8,3.3,39.2,14259
Kootingal,826.0,63.0,183.0,84.0,497.0,50.0,3.8,11.1,5.1,30.1,12194
Duri,256.0,6.0,41.0,19.0,104.0,60.1,1.4,9.6,4.5,24.4,11332
Bithramere,86.0,7.0,14.0,6.0,43.0,55.1,4.5,9.0,3.8,27.6,10381
Winton (NSW),98.0,8.0,23.0,7.0,47.0,53.6,4.4,12.6,3.8,25.7,14336
Rushes Creek,55.0,3.0,3.0,9.0,27.0,56.7,3.1,3.1,9.3,27.8,13445
Somerton (NSW),117.0,8.0,14.0,16.0,75.0,50.9,3.5,6.1,7.0,32.6,13572
Bective,111.0,3.0,8.0,3.0,46.0,64.9,1.8,4.7,1.8,26.9,10245
Attunga,242.0,15.0,54.0,18.0,137.0,51.9,3.2,11.6,3.9,29.4,10105
Garthowen,81.0,0.0,5.0,4.0,35.0,64.8,0.0,4.0,3.2,28.0,11593
Limbri,58.0,0.0,9.0,6.0,29.0,56.9,0.0,8.8,5.9,28.4,12327
Tintinhull,167.0,17.0,29.0,6.0,86.0,54.8,5.6,9.5,2.0,28.2,13879
Loomberah,256.0,12.0,21.0,11.0,85.0,66.5,3.1,5.5,2.9,22.1,12386
Moonbi,463.0,38.0,111.0,118.0,189.0,50.4,4.1,12.1,12.8,20.6,12699
Bendemeer,192.0,19.0,47.0,39.0,122.0,45.8,4.5,11.2,9.3,29.1,10289
Watsons Creek (NSW),60.0,14.0,14.0,0.0,20.0,55.6,13.0,13.0,0.0,18.5,14188
Halls Creek (NSW),56.0,6.0,11.0,4.0,26.0,54.4,5.8,10.7,3.9,25.2,11834
Barraba,576.0,44.0,148.0,134.0,315.0,47.3,3.6,12.2,11.0,25.9,10206
Upper Manilla,60.0,7.0,0.0,9.0,23.0,60.6,7.1,0.0,9.1,23.2,14037
Manilla,924.0,95.0,232.0,212.0,634.0,44.1,4.5,11.1,10.1,30.2,12474
Daruka,419.0,16.0,32.0,15.0,138.0,67.6,2.6,5.2,2.4,22.3,11218
Moore Creek,1144.0,27.0,89.0,48.0,401.0,66.9,1.6,5.2,2.8,23.5,12710
Hallsville,255.0,10.0,33.0,27.0,108.0,58.9,2.3,7.6,6.2,24.9,11835
Nundle,204.0,19.0,52.0,31.0,99.0,50.4,4.7,12.8,7.7,24.4,13043
Ogunbil,74.0,3.0,6.0,4.0,25.0,66.1,2.7,5.4,3.6,22.3,13071
Dungowan,176.0,9.0,25.0,17.0,69.0,59.5,3.0,8.4,5.7,23.3,11321
Piallamore,142.0,3.0,14.0,3.0,39.0,70.6,1.5,7.0,1.5,19.4,13195
Woolomin,100.0,13.0,15.0,13.0,79.0,45.5,5.9,6.8,5.9,35.9,14408
Warral,169.0,8.0,26.0,21.0,83.0,55.0,2.6,8.5,6.8,27.0,14163
Timbumburi,77.0,0.0,6.0,4.0,21.0,71.3,0.0,5.6,3.7,19.4,13870
Windale,702.0,135.0,359.0,201.0,1227.0,26.8,5.1,13.7,7.7,46.8,14315
Jewells,1201.0,38.0,135.0,106.0,498.0,60.7,1.9,6.8,5.4,25.2,12024
Belmont North,2582.0,153.0,435.0,351.0,1565.0,50.8,3.0,8.6,6.9,30.8,10277
Belmont (NSW),2819.0,222.0,696.0,479.0,1777.0,47.0,3.7,11.6,8.0,29.7,10276
Floraville,830.0,32.0,104.0,54.0,407.0,58.2,2.2,7.3,3.8,28.5,11535
Blacksmiths,705.0,60.0,179.0,137.0,471.0,45.4,3.9,11.5,8.8,30.3,10396
Pelican (NSW),373.0,40.0,71.0,65.0,214.0,48.9,5.2,9.3,8.5,28.0,13178
Marks Point,620.0,61.0,243.0,107.0,496.0,40.6,4.0,15.9,7.0,32.5,12492
Belmont South,339.0,45.0,118.0,58.0,354.0,37.1,4.9,12.9,6.3,38.7,10278
Kahibah,939.0,62.0,187.0,136.0,644.0,47.7,3.2,9.5,6.9,32.7,12048
Charlestown (NSW),5161.0,335.0,967.0,705.0,3459.0,48.6,3.2,9.1,6.6,32.5,10885
Whitebridge,1149.0,60.0,143.0,112.0,637.0,54.7,2.9,6.8,5.3,30.3,14276
Gateshead,857.0,102.0,262.0,166.0,1081.0,34.7,4.1,10.6,6.7,43.8,11594
Dudley,1040.0,46.0,168.0,83.0,566.0,54.7,2.4,8.8,4.4,29.7,11300
Highfields (NSW),342.0,25.0,52.0,47.0,213.0,50.4,3.7,7.7,6.9,31.4,11902
Garden Suburb,888.0,24.0,115.0,111.0,440.0,56.3,1.5,7.3,7.0,27.9,11587
Cardiff (NSW),1934.0,189.0,506.0,294.0,1786.0,41.1,4.0,10.7,6.2,37.9,10809
Hillsborough (Lake Macquarie - NSW),294.0,27.0,40.0,28.0,146.0,55.0,5.0,7.5,5.2,27.3,11909
Warners Bay,3152.0,205.0,665.0,459.0,1782.0,50.3,3.3,10.6,7.3,28.5,14153
Argenton,383.0,69.0,131.0,88.0,448.0,34.2,6.2,11.7,7.9,40.0,10078
Glendale (NSW),1137.0,93.0,234.0,151.0,898.0,45.2,3.7,9.3,6.0,35.7,11658
Elermore Vale,2312.0,124.0,374.0,347.0,1351.0,51.3,2.8,8.3,7.7,30.0,11394
Macquarie Hills,1447.0,85.0,178.0,68.0,777.0,56.6,3.3,7.0,2.7,30.4,12434
Kotara,1653.0,78.0,249.0,168.0,979.0,52.9,2.5,8.0,5.4,31.3,12200
Cardiff Heights,596.0,21.0,130.0,140.0,325.0,49.2,1.7,10.7,11.6,26.8,10810
Cardiff South,1069.0,80.0,230.0,136.0,763.0,46.9,3.5,10.1,6.0,33.5,10811
New Lambton Heights,1163.0,54.0,117.0,67.0,555.0,59.5,2.8,6.0,3.4,28.4,12943
Rankin Park,1177.0,52.0,141.0,91.0,532.0,59.1,2.6,7.1,4.6,26.7,13315
Tingira Heights,860.0,50.0,148.0,82.0,547.0,51.0,3.0,8.8,4.9,32.4,13875
Mount Hutton (NSW),1332.0,99.0,345.0,315.0,885.0,44.8,3.3,11.6,10.6,29.7,12766
Eleebana,2916.0,109.0,307.0,241.0,1098.0,62.4,2.3,6.6,5.2,23.5,11393
Redhead,1509.0,85.0,276.0,268.0,714.0,52.9,3.0,9.7,9.4,25.0,13340
Caves Beach,1920.0,91.0,236.0,238.0,872.0,57.2,2.7,7.0,7.1,26.0,10862
Nords Wharf,383.0,29.0,67.0,35.0,200.0,53.6,4.1,9.4,4.9,28.0,12975
Swansea (NSW),1854.0,173.0,525.0,525.0,1334.0,42.0,3.9,11.9,11.9,30.2,13711
Swansea Heads,279.0,4.0,48.0,17.0,164.0,54.5,0.8,9.4,3.3,32.0,13712
Catherine Hill Bay,55.0,6.0,14.0,5.0,41.0,45.5,5.0,11.6,4.1,33.9,10857
Cams Wharf,56.0,6.0,16.0,4.0,25.0,52.3,5.6,15.0,3.7,23.4,10784
Murrays Beach,362.0,0.0,35.0,3.0,67.0,77.5,0.0,7.5,0.6,14.3,12854
