,Italian,Assyrian (incl. Aramaic,Croatian,Arabic (incl. Lebanese,Spanish,&nbsp;,English only spoken at home,Greek,Cantonese,Tagalog (Filipino,Punjabi,Maltese,Macedonian,Serbian,Mandarin,Sinhalese,Samoan,Tongan,Vietnamese,German,Netherlandic,French,Hindi,Polish,Japanese,Korean,Turkish,Persian,Latvian,Thai,Hungarian,Armenian,Indonesian,Malay,Tamil,Maori (Cook Island,Hebrew,Norwegian,Afrikaans,Portuguese,Khmer,Russian,Fijian,Lao,Gujarati,Ukrainian,Maori (New Zealand,Irish,Urdu,Swedish,Estonian,Finnish,Bengali,Czech,Bosnian,Danish,Gaelic (Scotland,Burmese,Albanian,"Sign Languages, nec","Oceanian Pidgins and Creoles, nec (incl. Bislama,Pitcairnese,Solomon Islands Pidgin",Slovak,Lithuanian,Auslan,Bulgarian,"African Languages (excl. North Africa, nec (incl. Bemba, Fante, Malagasy",Nepali,Italian (%),Assyrian (incl. Aramaic (%),Croatian (%),Arabic (incl. Lebanese (%),Spanish (%),&nbsp; (%),English only spoken at home (%),Greek (%),Cantonese (%),Tagalog (Filipino (%),Punjabi (%),Maltese (%),Macedonian (%),Serbian (%),Mandarin (%),Sinhalese (%),Samoan (%),Tongan (%),Vietnamese (%),German (%),Netherlandic (%),French (%),Hindi (%),Polish (%),Japanese (%),Korean (%),Turkish (%),Persian (%),Latvian (%),Thai (%),Hungarian (%),Armenian (%),Indonesian (%),Malay (%),Tamil (%),Maori (Cook Island (%),Hebrew (%),Norwegian (%),Afrikaans (%),Portuguese (%),Khmer (%),Russian (%),Fijian (%),Lao (%),Gujarati (%),Ukrainian (%),Maori (New Zealand (%),Irish (%),Urdu (%),Swedish (%),Estonian (%),Finnish (%),Bengali (%),Czech (%),Bosnian (%),Danish (%),Gaelic (Scotland (%),Burmese (%),Albanian (%),"Sign Languages, nec (%)","Oceanian Pidgins and Creoles, nec (incl. Bislama,Pitcairnese,Solomon Islands Pidgin (%)",Slovak (%),Lithuanian (%),Auslan (%),Bulgarian (%),"African Languages (excl. North Africa, nec (incl. Bemba, Fante, Malagasy (%)",Nepali (%)
Newport,67,,27,,52,&nbsp;,"7,893",,,,,,,,,,,,,47,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,0.3,,0.6,&nbsp;,88.3,,,,,,,,,,,,,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newtown,,,,,105,&nbsp;,"9,228",353,163,,,,,,143,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,&nbsp;,74.1,2.8,1.3,,,,,,1.1,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niagara Park,8,,,,,&nbsp;,"2,201",,,,,,,,,,,,,6,8,,,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,&nbsp;,92.9,,,,,,,,,,,,,0.3,0.3,,,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norah Head,4,,,,,&nbsp;,"1,043",3,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,,,,0.4,,,,,&nbsp;,94.5,0.3,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,0.4,,,,,,
Noraville,5,,,,,&nbsp;,"2,317",,,,,9,,,,,,,5,4,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,&nbsp;,92.9,,,,,0.4,,,,,,,0.2,0.2,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normanhurst,,,,89,27,&nbsp;,"3,680",,90,,,,,,47,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.6,&nbsp;,82.5,,2.0,,,,,,1.1,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Avoca,7,,,,,&nbsp;,"2,044",5,,,,,,,,,,,,7,,5,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,&nbsp;,95.1,0.2,,,,,,,,,,,,0.3,,0.2,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Balgowlah,22,,,,,&nbsp;,"2,881",,26,,,,,,,,,,,14,,22,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,&nbsp;,91.3,,0.8,,,,,,,,,,,0.4,,0.7,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Bondi,123,,,,,&nbsp;,"6,145",76,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,166,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,&nbsp;,74.8,0.9,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,2.0,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
North Curl Curl,74,,,,,&nbsp;,"2,766",11,,,,,,,23,,,,,,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,&nbsp;,87.3,0.3,,,,,,,0.7,,,,,,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Epping,39,,,,,&nbsp;,"3,316",,218,,,,,,45,,,,,40,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,&nbsp;,80.0,,5.3,,,,,,1.1,,,,,1.0,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Gosford,,,,,,&nbsp;,"2,944",,,10,,,,9,,,,,,15,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,&nbsp;,90.9,,,0.3,,,,0.3,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,0.3,,,,,
North Lambton,32,,,,,&nbsp;,"2,558",,29,,,,28,,17,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,&nbsp;,85.5,,1.0,,,,0.9,,0.6,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Manly,194,,17,,20,&nbsp;,"2,070",,,,,,,,29,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,0.7,,0.8,&nbsp;,79.5,,,,,,,,1.1,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Narrabeen,57,,41,,,&nbsp;,"4,780",,,,,,,17,,,,,,34,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.8,,,&nbsp;,87.8,,,,,,,0.3,,,,,,0.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Parramatta,,,,464,,&nbsp;,"5,022",,236,,,,,,160,,,,,,,,,,,208,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,&nbsp;,57.7,,2.7,,,,,,1.8,,,,,,,,,,,2.4,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Rocks,,,,115,,&nbsp;,"5,505",90,401,,,,,,175,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,&nbsp;,76.2,1.2,5.5,,,,,,2.4,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Ryde,269,,,175,,&nbsp;,"6,934",,386,,,,,,173,,,,,,,,,,,,,,,,,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,1.8,,&nbsp;,70.3,,3.9,,,,,,1.8,,,,,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North St Marys,,,44,57,,&nbsp;,"3,000",41,,80,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.5,,&nbsp;,79.0,1.1,,2.1,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Strathfield,188,,,,,&nbsp;,"1,569",78,205,,,,,,179,,,,,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,&nbsp;,51.4,2.6,6.7,,,,,,5.9,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Sydney,,,,,40,&nbsp;,"4,010",,148,,,,,,106,,,,,,,,,,161,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,&nbsp;,73.0,,2.7,,,,,,1.9,,,,,,,,,,2.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Turramurra,,,,,,&nbsp;,"3,209",,73,,,,,,26,,,,,21,,,,,27,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,87.2,,2.0,,,,,,0.7,,,,,0.6,,,,,0.7,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Wahroonga,29,,,,,&nbsp;,"1,870",16,104,,,,,,,,,,,,,,,,,19,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,&nbsp;,83.9,0.7,4.7,,,,,,,,,,,,,,,,,0.9,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Willoughby,135,,96,,,&nbsp;,"2,487",,190,,,,,,,,,,,,,,,,72,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,2.6,,,&nbsp;,66.9,,5.1,,,,,,,,,,,,,,,,1.9,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Wollongong,46,,,,,&nbsp;,"1,319",32,42,,,,,,71,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,&nbsp;,65.4,1.6,2.1,,,,,,3.5,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northbridge,74,,,,,&nbsp;,"4,618",80,199,,,,,,54,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,&nbsp;,79.7,1.4,3.4,,,,,,0.9,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northmead,91,,,171,,&nbsp;,"5,149",,112,,,,,,71,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,2.6,,&nbsp;,77.8,,1.7,,,,,,1.1,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwood,17,,,,,&nbsp;,795,,9,,,,,,11,,,,,,,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,&nbsp;,85.3,,1.0,,,,,,1.2,,,,,,,0.3,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Flats,44,,,,68,&nbsp;,"5,745",35,,,,,94,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,1.0,&nbsp;,86.2,0.5,,,,,1.4,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakhurst,,,,172,102,&nbsp;,"3,664",,,876,,,,,,,,,70,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,1.6,&nbsp;,57.7,,,13.8,,,,,,,,,1.1,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oatlands,,,,331,,&nbsp;,"3,328",53,248,,,,,,101,,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,&nbsp;,67.8,1.1,5.0,,,,,,2.1,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oatley,133,,130,101,,&nbsp;,"7,900",238,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,1.4,1.1,,&nbsp;,84.1,2.5,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Guildford,,,,724,,&nbsp;,765,,112,,,,,,36,,,,48,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,,&nbsp;,35.4,,5.2,,,,,,1.7,,,,2.2,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Toongabbie,,,,248,,&nbsp;,"3,572",,143,,,,,,72,,,,,,,,,,,73,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,&nbsp;,71.3,,2.9,,,,,,1.4,,,,,,,,,,,1.5,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ourimbah,10,,,,11,&nbsp;,"2,512",,8,9,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,0.4,&nbsp;,93.3,,0.3,0.3,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxley Park,55,,53,55,,&nbsp;,"1,845",60,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,2.2,2.3,,&nbsp;,76.4,2.5,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oyster Bay,50,,,,,&nbsp;,"4,937",74,,,,,23,,,,,,,34,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,&nbsp;,90.4,1.4,,,,,0.4,,,,,,,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paddington,141,,,,85,&nbsp;,"8,945",183,,,,,,,,,,,,76,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,0.7,&nbsp;,77.8,1.6,,,,,,,,,,,,0.7,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Padstow,,,,592,,&nbsp;,"7,557",413,509,,,,201,,,,,,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,&nbsp;,66.7,3.4,4.2,,,,1.7,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Padstow Heights,62,,33,102,,&nbsp;,"2,597",169,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,1.0,3.0,,&nbsp;,76.2,5.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagewood,103,,,,112,&nbsp;,"2,038",354,95,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,3.3,&nbsp;,60.8,10.6,2.8,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palm Beach,7,,,,,&nbsp;,"1,224",,,,,,,,,,,,,15,,5,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,4,,,,,,,,,,,,0.4,,,,,&nbsp;,76.5,,,,,,,,,,,,,0.9,,0.3,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
Panania,,,,510,,&nbsp;,"8,256",343,202,,,,,,116,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,&nbsp;,76.4,3.2,1.9,,,,,,1.1,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parramatta,,,,"1,089",,&nbsp;,"5,996",,"1,027",,,,,,"1,146",,,,,,,,443,,,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,&nbsp;,36.9,,5.7,,,,,,6.4,,,,,,,,2.5,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peakhurst,133,,,347,,&nbsp;,"6,007",316,202,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,4.3,,&nbsp;,74.7,3.9,2.5,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peakhurst Heights,55,,,41,,&nbsp;,"1,914",129,35,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,1.7,,&nbsp;,81.2,5.5,1.5,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearl Beach,,,,,,&nbsp;,144,,,3,,,,,,,,,,3,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,&nbsp;,90.0,,,1.9,,,,,,,,,,1.9,,1.9,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,
Pelican,,,,,,&nbsp;,793,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,96.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pendle Hill,,,,449,,&nbsp;,"5,663",,193,,,154,,,,,,,,,,,163,,,,,,,,,,,,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,&nbsp;,62.5,,2.1,,,1.7,,,,,,,,,,,1.8,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennant Hills,,,,149,,&nbsp;,"4,868",,241,,,,,,102,,,,,,,,39,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,&nbsp;,79.6,,3.9,,,,,,1.7,,,,,,,,0.6,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penrith,,,,77,62,&nbsp;,"9,489",,78,73,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.5,&nbsp;,82.1,,0.7,0.6,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penrose,13,,,,22,&nbsp;,"1,332",6,,,,,24,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,1.4,&nbsp;,87.7,0.4,,,,,1.6,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penshurst,,,266,391,,&nbsp;,"5,901",462,740,,,,,,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3.6,,&nbsp;,56.8,4.2,6.8,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petersham,238,,,120,126,&nbsp;,"4,396",243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,1.8,1.9,&nbsp;,66.9,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Bay,10,,,,,&nbsp;,564,26,,,,,,,,,,,,,,9,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,&nbsp;,80.3,3.7,,,,,,,,,,,,,,1.3,1.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picnic Point,46,,,95,,&nbsp;,"4,464",182,40,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,1.8,,&nbsp;,85.8,3.5,0.8,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumpton,,,,138,108,&nbsp;,"3,510",,,"1,166",132,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.6,&nbsp;,51.7,,,17.2,1.9,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Clare,12,,,,,&nbsp;,"2,934",8,8,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,&nbsp;,92.0,0.3,0.3,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
Point Frederick,7,,,,11,&nbsp;,"1,447",,14,,,,,,11,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,0.7,&nbsp;,88.9,,0.9,,,,,,0.7,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Piper,,,,,,&nbsp;,"1,057",14,13,,,,,,,,,,,12,,17,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,76.9,1.0,0.9,,,,,,,,,,,0.9,,1.2,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port Kembla,347,,,,39,&nbsp;,"2,506",160,,,,,958,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,0.9,&nbsp;,54.8,3.5,,,,,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potts Point,83,,,,,&nbsp;,"4,492",,,,,,,,56,,,,,,,61,,,74,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,&nbsp;,62.7,,,,,,,,0.8,,,,,,,0.9,,,1.0,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairiewood,277,292,211,,221,&nbsp;,"1,084",,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,8.8,6.4,,6.7,&nbsp;,32.8,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prestons,227,,,313,289,&nbsp;,"4,069",,,407,,,,,,,,,,,,,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,3.7,3.4,&nbsp;,48.1,,,4.8,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primbee,82,,,,32,&nbsp;,"1,109",98,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,2.0,&nbsp;,71.0,6.3,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospect,,,,218,,&nbsp;,"2,727",135,84,,,129,,,,,,,,,,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,&nbsp;,63.7,3.2,2.0,,,3.0,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punchbowl,314,,,"6,127",,&nbsp;,"3,849","1,095",789,,,,,,,,,,"1,314",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,35.8,,&nbsp;,22.5,6.4,4.6,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Putney,170,,,55,,&nbsp;,"2,099",105,106,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,1.9,,&nbsp;,73.0,3.6,3.7,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pymble,60,,,,,&nbsp;,"7,608",,437,,,,,,171,,,,,,,,,,66,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,&nbsp;,82.2,,4.7,,,,,,1.8,,,,,,,,,,0.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrmont,,,,,,&nbsp;,"4,099",,382,,,,,,371,,,,,,,,,,145,176,,,,,,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,52.1,,4.9,,,,,,4.7,,,,,,,,,,1.8,2.2,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quakers Hill,,,,410,,&nbsp;,"16,220",,297,"1,158",,346,,,,,,,,,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,&nbsp;,70.9,,1.3,5.1,,1.5,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queens Park,59,,,,,&nbsp;,"2,130",58,,,,,,,,,,,,,,,,,27,,,,,,22,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,&nbsp;,80.0,2.2,,,,,,,,,,,,,,,,,1.0,,,,,,0.8,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,
