,Worked full-time,Worked part-time,Away from work,Unemployed,Worked full-time (%),Worked part-time (%),Away from work (%),Unemployed (%),SSC_CODE
Kogarah Bay,614.0,307.0,33.0,41.0,61.7,30.9,3.3,4.1,12182
Kyeemagh,263.0,101.0,28.0,16.0,64.5,24.8,6.9,3.9,12226
Brighton-le-Sands,2602.0,1085.0,240.0,211.0,62.9,26.2,5.8,5.1,10569
Rockdale,4898.0,2876.0,425.0,662.0,55.3,32.5,4.8,7.5,13379
Monterey,1374.0,640.0,136.0,105.0,60.9,28.4,6.0,4.7,12686
Banksia,1018.0,505.0,81.0,103.0,59.6,29.6,4.7,6.0,10178
Sandringham (NSW),383.0,183.0,32.0,37.0,60.3,28.8,5.0,5.8,13478
Dolls Point,611.0,219.0,49.0,47.0,66.0,23.7,5.3,5.1,11267
Sans Souci,3102.0,1383.0,224.0,229.0,62.8,28.0,4.5,4.6,13489
Ramsgate,361.0,153.0,31.0,21.0,63.8,27.0,5.5,3.7,13309
Ramsgate Beach,497.0,191.0,51.0,30.0,64.6,24.8,6.6,3.9,13310
Concord,4539.0,2153.0,304.0,326.0,62.0,29.4,4.2,4.5,10999
Breakfast Point,1559.0,596.0,96.0,103.0,66.2,25.3,4.1,4.4,10557
Cabarita (NSW),618.0,301.0,51.0,28.0,61.9,30.2,5.1,2.8,10736
Mortlake (NSW),432.0,133.0,33.0,22.0,69.7,21.5,5.3,3.5,12729
North Strathfield,1740.0,699.0,123.0,155.0,64.0,25.7,4.5,5.7,13009
Concord West,1815.0,859.0,145.0,124.0,61.7,29.2,4.9,4.2,11000
Sydney Olympic Park,664.0,192.0,33.0,87.0,68.0,19.7,3.4,8.9,13716
Liberty Grove,806.0,318.0,47.0,67.0,65.1,25.7,3.8,5.4,12315
Rhodes,4274.0,1381.0,281.0,614.0,65.3,21.1,4.3,9.4,13358
Drummoyne,4382.0,1678.0,274.0,239.0,66.7,25.5,4.2,3.6,11293
Russell Lea,1652.0,765.0,100.0,85.0,63.5,29.4,3.8,3.3,13447
Rodd Point,454.0,235.0,26.0,23.0,61.5,31.8,3.5,3.1,13391
Abbotsford (NSW),1814.0,735.0,113.0,96.0,65.8,26.6,4.1,3.5,10003
Chiswick,1219.0,331.0,86.0,62.0,71.8,19.5,5.1,3.7,10910
Five Dock,3156.0,1337.0,221.0,219.0,64.0,27.1,4.5,4.4,11530
Canada Bay,413.0,165.0,34.0,37.0,63.6,25.4,5.2,5.7,10785
Wareemba,497.0,229.0,39.0,27.0,62.8,28.9,4.9,3.4,14148
Balmain,3972.0,1417.0,249.0,224.0,67.8,24.2,4.2,3.8,10164
Birchgrove,1171.0,500.0,66.0,77.0,64.6,27.6,3.6,4.2,10374
Woolwich,232.0,127.0,9.0,10.0,61.4,33.6,2.4,2.6,14412
Leichhardt (NSW),5539.0,2043.0,371.0,333.0,66.8,24.7,4.5,4.0,12297
Lilyfield,2620.0,1037.0,182.0,173.0,65.3,25.8,4.5,4.3,12325
Rozelle,3732.0,1130.0,202.0,166.0,71.4,21.6,3.9,3.2,13435
Ashfield (NSW),7688.0,4005.0,531.0,926.0,58.5,30.5,4.0,7.0,10098
Summer Hill (Inner West - NSW),2860.0,1158.0,161.0,180.0,65.6,26.6,3.7,4.1,13687
Hurlstone Park,1532.0,761.0,85.0,122.0,61.3,30.4,3.4,4.9,11963
Ashbury,1042.0,546.0,60.0,60.0,61.0,32.0,3.5,3.5,10093
Burwood (NSW),4289.0,2536.0,362.0,795.0,53.7,31.8,4.5,10.0,10718
Croydon (NSW),3191.0,1577.0,248.0,326.0,59.7,29.5,4.6,6.1,11134
Strathfield (NSW),7949.0,4454.0,617.0,943.0,56.9,31.9,4.4,6.8,13675
Croydon Park (NSW),3477.0,1652.0,229.0,287.0,61.6,29.3,4.1,5.1,11135
Enfield (NSW),873.0,468.0,79.0,83.0,58.1,31.1,5.3,5.5,11421
Burwood Heights,277.0,148.0,13.0,22.0,60.2,32.2,2.8,4.8,10719
Haberfield,1906.0,1006.0,137.0,128.0,60.0,31.7,4.3,4.0,11828
Homebush West,2789.0,1227.0,189.0,381.0,60.8,26.8,4.1,8.3,11930
Homebush (NSW),2418.0,1011.0,198.0,294.0,61.7,25.8,5.0,7.5,11929
Strathfield South,1181.0,489.0,80.0,128.0,62.9,26.0,4.3,6.8,13676
Chatswood,7782.0,3365.0,479.0,836.0,62.4,27.0,3.8,6.7,10892
North Willoughby,1269.0,611.0,80.0,98.0,61.7,29.7,3.9,4.8,13016
Willoughby (NSW),2163.0,934.0,136.0,128.0,64.4,27.8,4.0,3.8,14303
Artarmon,3526.0,1319.0,209.0,277.0,66.1,24.7,3.9,5.2,10090
Roseville,2978.0,1630.0,200.0,229.0,59.1,32.4,4.0,4.5,13412
Lane Cove North,4715.0,1559.0,281.0,297.0,68.8,22.8,4.1,4.3,12267
Chatswood West,441.0,265.0,25.0,31.0,57.9,34.8,3.3,4.1,10893
Lane Cove West,882.0,396.0,55.0,71.0,62.8,28.2,3.9,5.1,12268
Lane Cove,4004.0,1512.0,229.0,267.0,66.6,25.1,3.8,4.4,12266
Riverview (NSW),956.0,482.0,76.0,65.0,60.5,30.5,4.8,4.1,13370
Greenwich,1960.0,857.0,123.0,136.0,63.7,27.9,4.0,4.4,11770
Northwood (NSW),260.0,151.0,20.0,21.0,57.5,33.4,4.4,4.6,13024
Longueville,607.0,378.0,27.0,33.0,58.1,36.2,2.6,3.2,12385
Linley Point,117.0,62.0,10.0,11.0,58.5,31.0,5.0,5.5,12341
St Leonards (NSW),2882.0,548.0,160.0,164.0,76.8,14.6,4.3,4.4,13642
Naremburn,2320.0,805.0,139.0,119.0,68.6,23.8,4.1,3.5,12898
Cammeray,2902.0,947.0,165.0,146.0,69.8,22.8,4.0,3.5,10778
Castle Cove,714.0,385.0,45.0,41.0,60.3,32.5,3.8,3.5,10845
Castlecrag,816.0,495.0,59.0,74.0,56.5,34.3,4.1,5.1,10849
Northbridge (NSW),1812.0,972.0,104.0,114.0,60.4,32.4,3.5,3.8,13022
Middle Cove,395.0,210.0,27.0,31.0,59.6,31.7,4.1,4.7,12602
Willoughby East,529.0,288.0,25.0,32.0,60.5,33.0,2.9,3.7,14304
Hornsby Heights,2009.0,1118.0,170.0,143.0,58.4,32.5,4.9,4.2,11937
Mount Colah,2423.0,1304.0,142.0,153.0,60.2,32.4,3.5,3.8,12750
Asquith,1028.0,569.0,75.0,86.0,58.5,32.4,4.3,4.9,10103
Hornsby,7400.0,3309.0,492.0,733.0,62.0,27.7,4.1,6.1,11936
Mount Kuring-Gai,549.0,291.0,35.0,37.0,60.2,31.9,3.8,4.1,12772
Cowan,209.0,115.0,7.0,13.0,60.8,33.4,2.0,3.8,11097
Berowra,1571.0,839.0,122.0,105.0,59.6,31.8,4.6,4.0,10308
Brooklyn (NSW),248.0,126.0,18.0,16.0,60.8,30.9,4.4,3.9,10599
Berowra Heights,1706.0,940.0,114.0,96.0,59.7,32.9,4.0,3.4,10310
Dangar Island,62.0,50.0,6.0,9.0,48.8,39.4,4.7,7.1,11199
Normanhurst,1538.0,811.0,121.0,119.0,59.4,31.3,4.7,4.6,12976
Thornleigh,2682.0,1334.0,191.0,174.0,61.2,30.4,4.4,4.0,13850
Westleigh,1303.0,841.0,89.0,102.0,55.8,36.0,3.8,4.4,14260
Wahroonga,4964.0,2671.0,348.0,369.0,59.4,32.0,4.2,4.4,14085
Waitara,2065.0,692.0,109.0,207.0,67.2,22.5,3.5,6.7,14086
East Killara,804.0,439.0,50.0,91.0,58.1,31.7,3.6,6.6,11355
Killara (NSW),3125.0,1516.0,189.0,295.0,61.0,29.6,3.7,5.8,12129
Lindfield,2946.0,1517.0,162.0,209.0,60.9,31.4,3.4,4.3,12339
Gordon (NSW),2269.0,1149.0,144.0,224.0,59.9,30.3,3.8,5.9,11718
East Lindfield,973.0,595.0,67.0,95.0,56.2,34.4,3.9,5.5,11357
Roseville Chase,475.0,277.0,35.0,24.0,58.6,34.2,4.3,3.0,13413
Pymble,3373.0,1779.0,200.0,288.0,59.8,31.5,3.5,5.1,13281
West Pymble,1568.0,859.0,111.0,119.0,59.0,32.3,4.2,4.5,14250
St Ives (NSW),5042.0,2745.0,289.0,374.0,59.7,32.5,3.4,4.4,13639
St Ives Chase,935.0,498.0,52.0,52.0,60.8,32.4,3.4,3.4,13640
Turramurra,3533.0,1853.0,222.0,271.0,60.1,31.5,3.8,4.6,13980
South Turramurra,884.0,522.0,57.0,62.0,58.0,34.2,3.7,4.1,13598
North Turramurra,886.0,591.0,46.0,59.0,56.0,37.4,2.9,3.7,13013
Warrawee,904.0,468.0,73.0,59.0,60.1,31.1,4.9,3.9,14165
North Wahroonga,610.0,312.0,37.0,43.0,60.9,31.1,3.7,4.3,13015
Cremorne Point,918.0,350.0,63.0,46.0,66.7,25.4,4.6,3.3,11113
Cremorne (NSW),4649.0,1576.0,282.0,254.0,68.8,23.3,4.2,3.8,11112
Neutral Bay,4750.0,1366.0,231.0,240.0,72.1,20.7,3.5,3.6,12934
Crows Nest (NSW),2294.0,591.0,119.0,106.0,73.8,19.0,3.8,3.4,11131
Wollstonecraft,3819.0,1109.0,216.0,185.0,71.7,20.8,4.1,3.5,14359
Waverton,1310.0,418.0,65.0,59.0,70.7,22.6,3.5,3.2,14202
North Sydney,3530.0,937.0,172.0,199.0,73.0,19.4,3.6,4.1,13010
Mosman,9297.0,4124.0,582.0,567.0,63.8,28.3,4.0,3.9,12738
Kirribilli,1647.0,486.0,96.0,99.0,70.7,20.9,4.1,4.3,12173
Kurraba Point,679.0,185.0,29.0,32.0,73.4,20.0,3.1,3.5,12217
Milsons Point,926.0,270.0,54.0,43.0,71.6,20.9,4.2,3.3,12629
McMahons Point,995.0,316.0,53.0,58.0,70.0,22.2,3.7,4.1,12547
Lavender Bay,396.0,131.0,20.0,20.0,69.8,23.1,3.5,3.5,12285
Seaforth (NSW),2114.0,1199.0,141.0,129.0,59.0,33.5,3.9,3.6,13509
Balgowlah Heights,892.0,582.0,57.0,60.0,56.1,36.6,3.6,3.8,10154
Clontarf (NSW),457.0,286.0,43.0,39.0,55.4,34.7,5.2,4.7,10935
Balgowlah,2666.0,1285.0,196.0,138.0,62.2,30.0,4.6,3.2,10153
Manly (NSW),6362.0,2228.0,387.0,368.0,68.1,23.8,4.1,3.9,12475
Fairlight,2236.0,927.0,148.0,108.0,65.4,27.1,4.3,3.2,11482
Avalon Beach,2774.0,1972.0,228.0,182.0,53.8,38.2,4.4,3.5,10111
Palm Beach (NSW),389.0,321.0,33.0,43.0,49.5,40.8,4.2,5.5,13132
Whale Beach,49.0,57.0,8.0,3.0,41.9,48.7,6.8,2.6,14267
Clareville,191.0,139.0,12.0,17.0,53.2,38.7,3.3,4.7,10923
Scotland Island,168.0,118.0,12.0,11.0,54.4,38.2,3.9,3.6,13505
Elanora Heights,1319.0,803.0,93.0,72.0,57.7,35.1,4.1,3.1,11389
Ingleside,291.0,188.0,19.0,11.0,57.2,36.9,3.7,2.2,11979
Bayview (NSW),812.0,559.0,62.0,53.0,54.6,37.6,4.2,3.6,10237
Church Point,269.0,186.0,25.0,18.0,54.0,37.3,5.0,3.6,10915
Lovett Bay,29.0,24.0,3.0,0.0,51.8,42.9,5.4,0.0,12397
Mona Vale,3119.0,1916.0,244.0,158.0,57.4,35.2,4.5,2.9,12672
Newport (NSW),2926.0,1799.0,209.0,170.0,57.3,35.2,4.1,3.3,12956
Bilgola Plateau,1039.0,673.0,91.0,57.0,55.9,36.2,4.9,3.1,10351
Bilgola Beach,66.0,40.0,3.0,4.0,58.4,35.4,2.7,3.5,10350
Warriewood,2336.0,1268.0,155.0,139.0,59.9,32.5,4.0,3.6,14173
North Narrabeen,1879.0,1050.0,144.0,94.0,59.3,33.2,4.5,3.0,12999
Beacon Hill,2360.0,1331.0,170.0,145.0,58.9,33.2,4.2,3.6,10238
Narraweena,1828.0,1019.0,142.0,101.0,59.2,33.0,4.6,3.3,12910
Cromer (NSW),2291.0,1288.0,180.0,118.0,59.1,33.2,4.6,3.0,11118
Oxford Falls,33.0,16.0,3.0,0.0,63.5,30.8,5.8,0.0,13106
Dee Why,8306.0,3540.0,544.0,473.0,64.6,27.5,4.2,3.7,11227
North Curl Curl,1247.0,669.0,82.0,61.0,60.6,32.5,4.0,3.0,12988
Forestville (NSW),2281.0,1370.0,158.0,144.0,57.7,34.7,4.0,3.6,11548
Killarney Heights,1254.0,752.0,75.0,91.0,57.7,34.6,3.5,4.2,12130
Frenchs Forest,4114.0,2335.0,280.0,282.0,58.7,33.3,4.0,4.0,11568
Belrose,2334.0,1412.0,179.0,158.0,57.2,34.6,4.4,3.9,10283
Davidson,855.0,523.0,67.0,54.0,57.0,34.9,4.5,3.6,11219
Curl Curl,731.0,369.0,49.0,40.0,61.5,31.0,4.1,3.4,11167
Freshwater (NSW),3335.0,1410.0,235.0,143.0,65.1,27.5,4.6,2.8,11569
Manly Vale,2170.0,1007.0,148.0,147.0,62.5,29.0,4.3,4.2,12476
North Manly,958.0,543.0,74.0,70.0,58.2,33.0,4.5,4.3,12997
Queenscliff (NSW),1541.0,521.0,87.0,54.0,70.0,23.6,3.9,2.5,13296
Brookvale,1309.0,484.0,97.0,75.0,66.6,24.6,4.9,3.8,10601
Allambie Heights,1983.0,1241.0,160.0,111.0,56.7,35.5,4.6,3.2,10036
North Balgowlah,1040.0,663.0,70.0,66.0,56.6,36.1,3.8,3.6,12981
Narrabeen,2698.0,1148.0,196.0,113.0,64.9,27.6,4.7,2.7,12902
Collaroy (NSW),2748.0,1314.0,201.0,142.0,62.4,29.8,4.6,3.2,10970
Collaroy Plateau,1510.0,835.0,91.0,72.0,60.2,33.3,3.6,2.9,10971
Wheeler Heights,910.0,530.0,55.0,43.0,59.2,34.5,3.6,2.8,14268
Terrey Hills,872.0,562.0,67.0,54.0,56.1,36.1,4.3,3.5,13804
Duffys Forest,144.0,95.0,5.0,10.0,56.7,37.4,2.0,3.9,11301
Ellis Lane,281.0,140.0,23.0,19.0,60.7,30.2,5.0,4.1,11405
Grasmere,464.0,247.0,30.0,17.0,61.2,32.6,4.0,2.2,11739
Camden,966.0,432.0,91.0,71.0,61.9,27.7,5.8,4.6,10770
Camden Park (NSW),802.0,372.0,52.0,24.0,64.2,29.8,4.2,1.9,10772
Cawdor (NSW),131.0,74.0,10.0,9.0,58.5,33.0,4.5,4.0,10863
Camden South,1483.0,678.0,125.0,82.0,62.6,28.6,5.3,3.5,10773
Harrington Park,3713.0,1546.0,263.0,252.0,64.3,26.8,4.6,4.4,11859
Elderslie (Camden - NSW),2075.0,871.0,165.0,134.0,63.9,26.8,5.1,4.1,11391
Narellan,1191.0,485.0,90.0,91.0,64.1,26.1,4.8,4.9,12896
Kirkham,253.0,125.0,20.0,7.0,62.5,30.9,4.9,1.7,12171
Mount Annan,4147.0,1793.0,324.0,302.0,63.2,27.3,4.9,4.6,12745
Currans Hill,1900.0,743.0,141.0,146.0,64.8,25.4,4.8,5.0,11175
Gregory Hills,1922.0,570.0,159.0,102.0,69.8,20.7,5.8,3.7,11774
Narellan Vale,2523.0,1133.0,179.0,195.0,62.6,28.1,4.4,4.8,12897
Spring Farm (NSW),1761.0,515.0,133.0,64.0,71.2,20.8,5.4,2.6,13612
Airds,272.0,185.0,66.0,181.0,38.6,26.3,9.4,25.7,10022
Bradbury (NSW),2485.0,1055.0,177.0,335.0,61.3,26.0,4.4,8.3,10543
St Helens Park,2127.0,869.0,158.0,219.0,63.1,25.8,4.7,6.5,13637
Wedderburn (NSW),180.0,111.0,8.0,20.0,56.4,34.8,2.5,6.3,14209
Woodbine (NSW),816.0,340.0,57.0,86.0,62.8,26.2,4.4,6.6,14378
Campbelltown (NSW),3433.0,1483.0,275.0,474.0,60.6,26.2,4.9,8.4,10780
Leumeah,2864.0,1229.0,238.0,365.0,61.0,26.2,5.1,7.8,12308
Blair Athol (NSW),995.0,397.0,74.0,109.0,63.2,25.2,4.7,6.9,10400
Raby,2114.0,801.0,163.0,177.0,64.9,24.6,5.0,5.4,13303
Eagle Vale,1831.0,844.0,135.0,202.0,60.8,28.0,4.5,6.7,11341
Eschol Park,903.0,402.0,58.0,92.0,62.1,27.6,4.0,6.3,11441
Blairmount,134.0,50.0,6.0,11.0,66.7,24.9,3.0,5.5,10401
Kearns,1028.0,451.0,82.0,59.0,63.5,27.8,5.1,3.6,12079
Claymore,232.0,143.0,35.0,141.0,42.1,26.0,6.4,25.6,10924
Holsworthy,2182.0,668.0,154.0,143.0,69.3,21.2,4.9,4.5,11926
Ingleburn,4471.0,1870.0,361.0,622.0,61.0,25.5,4.9,8.5,11978
Macquarie Links,515.0,194.0,28.0,31.0,67.1,25.3,3.6,4.0,12435
Denham Court,533.0,230.0,33.0,33.0,64.3,27.7,4.0,4.0,11235
Bardia,598.0,180.0,41.0,58.0,68.2,20.5,4.7,6.6,10194
Edmondson Park,749.0,251.0,46.0,68.0,67.2,22.5,4.1,6.1,11383
Ruse,1816.0,764.0,139.0,149.0,63.3,26.6,4.8,5.2,13443
Kentlyn,227.0,96.0,11.0,22.0,63.8,27.0,3.1,6.2,12101
Minto Heights,122.0,61.0,7.0,3.0,63.2,31.6,3.6,1.6,12643
Macquarie Fields,3263.0,1517.0,280.0,603.0,57.6,26.8,4.9,10.6,12433
Glenfield (NSW),3043.0,1127.0,205.0,375.0,64.1,23.7,4.3,7.9,11664
Long Point (Campbelltown - NSW),67.0,36.0,9.0,4.0,57.8,31.0,7.8,3.4,12381
St Andrews (NSW),1821.0,784.0,149.0,205.0,61.5,26.5,5.0,6.9,13631
Bow Bowing,569.0,249.0,47.0,55.0,61.8,27.1,5.1,6.0,10526
Minto,3514.0,1492.0,276.0,484.0,60.9,25.9,4.8,8.4,12642
Rosemeadow,2267.0,952.0,184.0,289.0,61.4,25.8,5.0,7.8,13410
Ambarvale,1913.0,854.0,156.0,313.0,59.1,26.4,4.8,9.7,10049
Menangle Park,75.0,33.0,7.0,13.0,58.6,25.8,5.5,10.2,12569
Gilead,26.0,28.0,3.0,0.0,45.6,49.1,5.3,0.0,11617
Glen Alpine,1661.0,742.0,120.0,126.0,62.7,28.0,4.5,4.8,11645
Englorie Park,125.0,60.0,15.0,18.0,57.3,27.5,6.9,8.3,11423
Yanderra,202.0,121.0,14.0,8.0,58.6,35.1,4.1,2.3,14461
Douglas Park,421.0,205.0,40.0,27.0,60.8,29.6,5.8,3.9,11283
Razorback,348.0,187.0,28.0,19.0,59.8,32.1,4.8,3.3,13328
Appin (NSW),936.0,351.0,63.0,48.0,67.0,25.1,4.5,3.4,10063
Menangle,328.0,165.0,18.0,10.0,63.0,31.7,3.5,1.9,12568
Picton (NSW),1561.0,757.0,151.0,103.0,60.7,29.4,5.9,4.0,13200
Tahmoor,1441.0,620.0,145.0,142.0,61.4,26.4,6.2,6.0,13727
Buxton (NSW),665.0,286.0,67.0,56.0,61.9,26.6,6.2,5.2,10726
Thirlmere,1125.0,550.0,123.0,98.0,59.3,29.0,6.5,5.2,13847
Couridjah,89.0,54.0,9.0,6.0,56.3,34.2,5.7,3.8,11093
Lakesland,135.0,66.0,7.0,14.0,60.8,29.7,3.2,6.3,12258
The Oaks,800.0,417.0,75.0,49.0,59.7,31.1,5.6,3.7,13831
Werombi,300.0,155.0,30.0,15.0,60.0,31.0,6.0,3.0,14232
Orangeville,438.0,193.0,30.0,26.0,63.8,28.1,4.4,3.8,13094
Belimbla Park,199.0,88.0,19.0,7.0,63.6,28.1,6.1,2.2,10261
Mount Hunter,244.0,116.0,20.0,23.0,60.5,28.8,5.0,5.7,12765
Brownlow Hill,99.0,59.0,17.0,11.0,53.2,31.7,9.1,5.9,10609
Theresa Park,174.0,93.0,8.0,0.0,63.3,33.8,2.9,0.0,13845
Silverdale (NSW),1333.0,558.0,78.0,79.0,65.1,27.2,3.8,3.9,13544
Oakdale (NSW),596.0,258.0,47.0,51.0,62.6,27.1,4.9,5.4,13054
Blackheath,958.0,797.0,87.0,98.0,49.4,41.1,4.5,5.1,10393
Mount Victoria,210.0,190.0,19.0,30.0,46.8,42.3,4.2,6.7,12797
Glenbrook,1590.0,862.0,103.0,93.0,60.0,32.6,3.9,3.5,11656
Blaxland (NSW),2279.0,1235.0,169.0,149.0,59.5,32.2,4.4,3.9,10407
Warrimoo,809.0,440.0,76.0,55.0,58.6,31.9,5.5,4.0,14174
Lapstone,285.0,163.0,28.0,9.0,58.8,33.6,5.8,1.9,12276
Mount Riverview,965.0,467.0,60.0,73.0,61.7,29.8,3.8,4.7,12788
Yarramundi,279.0,133.0,29.0,14.0,61.3,29.2,6.4,3.1,14477
Katoomba,1698.0,1557.0,177.0,262.0,46.0,42.1,4.8,7.1,12077
Leura,944.0,766.0,111.0,117.0,48.7,39.5,5.7,6.0,12309
Medlow Bath,167.0,115.0,21.0,19.0,51.9,35.7,6.5,5.9,12553
Linden (NSW),165.0,80.0,4.0,26.0,60.0,29.1,1.5,9.5,12335
Woodford (NSW),568.0,334.0,51.0,53.0,56.5,33.2,5.1,5.3,14383
Hazelbrook,1356.0,866.0,120.0,101.0,55.5,35.4,4.9,4.1,11881
Lawson (NSW),716.0,456.0,61.0,71.0,54.9,35.0,4.7,5.4,12289
Bullaburra,312.0,230.0,34.0,23.0,52.1,38.4,5.7,3.8,10656
Faulconbridge,1238.0,675.0,104.0,87.0,58.8,32.1,4.9,4.1,11496
Winmalee,1911.0,1059.0,134.0,127.0,59.1,32.8,4.1,3.9,14334
Hawkesbury Heights,151.0,81.0,10.0,3.0,61.6,33.1,4.1,1.2,11872
Yellow Rock (Blue Mountains - NSW),364.0,188.0,30.0,12.0,61.3,31.6,5.1,2.0,14502
Springwood (NSW),2445.0,1327.0,146.0,169.0,59.8,32.5,3.6,4.1,13629
Valley Heights,357.0,206.0,21.0,27.0,58.4,33.7,3.4,4.4,14069
Sun Valley (NSW),64.0,36.0,5.0,0.0,61.0,34.3,4.8,0.0,13691
Wentworth Falls,1403.0,971.0,131.0,144.0,53.0,36.7,4.9,5.4,14226
Werrington Downs,1214.0,460.0,72.0,92.0,66.1,25.0,3.9,5.0,14237
Cambridge Park,2064.0,856.0,164.0,214.0,62.6,26.0,5.0,6.5,10768
Werrington County,1270.0,539.0,82.0,81.0,64.4,27.3,4.2,4.1,14236
Cambridge Gardens,683.0,296.0,50.0,55.0,63.0,27.3,4.6,5.1,10767
Cranebrook,5461.0,2141.0,419.0,425.0,64.7,25.3,5.0,5.0,11105
Llandilo,508.0,209.0,58.0,39.0,62.4,25.7,7.1,4.8,12363
Castlereagh,366.0,171.0,34.0,11.0,62.9,29.4,5.8,1.9,10850
Penrith,3931.0,1522.0,308.0,537.0,62.4,24.2,4.9,8.5,13184
Jordan Springs,2106.0,547.0,165.0,114.0,71.8,18.7,5.6,3.9,12042
Emu Plains,2515.0,1175.0,198.0,178.0,61.9,28.9,4.9,4.4,11418
Leonay,811.0,393.0,68.0,47.0,61.5,29.8,5.2,3.6,12304
Emu Heights (NSW),1185.0,554.0,74.0,73.0,62.8,29.4,3.9,3.9,11417
Glenmore Park,8591.0,3477.0,558.0,519.0,65.4,26.5,4.2,3.9,11670
Regentville,275.0,126.0,17.0,16.0,63.4,29.0,3.9,3.7,13346
Jamisontown,1805.0,697.0,135.0,145.0,64.9,25.1,4.9,5.2,12000
South Penrith,3717.0,1513.0,287.0,321.0,63.7,25.9,4.9,5.5,13596
Kingswood (Penrith - NSW),2639.0,1112.0,212.0,369.0,60.9,25.7,4.9,8.5,12163
Caddens,432.0,181.0,48.0,55.0,60.3,25.3,6.7,7.7,10743
Werrington,1246.0,473.0,91.0,180.0,62.6,23.8,4.6,9.0,14235
Claremont Meadows,1716.0,683.0,133.0,139.0,64.2,25.6,5.0,5.2,10918
Wallacia,534.0,232.0,31.0,33.0,64.3,28.0,3.7,4.0,14101
Mulgoa,616.0,264.0,43.0,41.0,63.9,27.4,4.5,4.3,12814
Luddenham,616.0,292.0,51.0,24.0,62.7,29.7,5.2,2.4,12419
Badgerys Creek,53.0,27.0,0.0,4.0,63.1,32.1,0.0,4.8,10132
Orchard Hills,645.0,295.0,56.0,47.0,61.8,28.3,5.4,4.5,13095
Warragamba,419.0,151.0,34.0,32.0,65.9,23.7,5.3,5.0,14158
Richmond (NSW),1527.0,733.0,153.0,190.0,58.7,28.2,5.9,7.3,13360
North Richmond,1492.0,693.0,95.0,111.0,62.4,29.0,4.0,4.6,13002
Agnes Banks,303.0,136.0,18.0,17.0,63.9,28.7,3.8,3.6,10021
Hobartville (NSW),870.0,394.0,56.0,74.0,62.4,28.3,4.0,5.3,11917
South Windsor,1792.0,739.0,138.0,182.0,62.9,25.9,4.8,6.4,13601
Windsor (NSW),543.0,281.0,46.0,63.0,58.2,30.1,4.9,6.8,14325
Bligh Park,2322.0,925.0,175.0,148.0,65.0,25.9,4.9,4.1,10411
Windsor Downs,433.0,211.0,30.0,12.0,63.1,30.8,4.4,1.7,14326
Londonderry (NSW),1280.0,581.0,102.0,72.0,62.9,28.6,5.0,3.5,12375
Berkshire Park,352.0,179.0,29.0,25.0,60.2,30.6,5.0,4.3,10305
Erskine Park,2539.0,984.0,137.0,185.0,66.0,25.6,3.6,4.8,11438
St Clair (Penrith - NSW),7069.0,2690.0,487.0,550.0,65.5,24.9,4.5,5.1,13632
Colyton,2477.0,922.0,241.0,305.0,62.8,23.4,6.1,7.7,10987
Oxley Park,879.0,376.0,64.0,130.0,60.7,25.9,4.4,9.0,13110
St Marys (NSW),3399.0,1327.0,279.0,521.0,61.5,24.0,5.0,9.4,13643
North St Marys,918.0,366.0,77.0,185.0,59.4,23.7,5.0,12.0,13007
Silverwater (Parramatta - NSW),746.0,291.0,66.0,96.0,62.2,24.3,5.5,8.0,13547
Newington (NSW),2087.0,724.0,112.0,133.0,68.3,23.7,3.7,4.4,12953
Lidcombe,5543.0,3070.0,503.0,842.0,55.7,30.8,5.1,8.5,12316
Wentworth Point,3148.0,811.0,187.0,215.0,72.2,18.6,4.3,4.9,14227
Auburn (NSW),7911.0,5273.0,887.0,2038.0,49.1,32.7,5.5,12.7,10106
Berala,2385.0,1203.0,182.0,427.0,56.8,28.7,4.3,10.2,10299
Regents Park (NSW),1206.0,654.0,83.0,199.0,56.3,30.5,3.9,9.3,13345
Carlingford,7127.0,3452.0,474.0,775.0,60.3,29.2,4.0,6.6,10818
Beecroft,2813.0,1561.0,157.0,189.0,59.6,33.1,3.3,4.0,10249
Epping (NSW),7357.0,3491.0,461.0,898.0,60.3,28.6,3.8,7.4,11428
Rydalmere,2058.0,907.0,131.0,250.0,61.5,27.1,3.9,7.5,13453
Parramatta,9195.0,2984.0,525.0,1356.0,65.4,21.2,3.7,9.6,13156
Ermington,3209.0,1406.0,224.0,293.0,62.5,27.4,4.4,5.7,11435
Dundas (NSW),1427.0,652.0,96.0,137.0,61.7,28.2,4.2,5.9,11312
Melrose Park (NSW),495.0,219.0,23.0,39.0,63.8,28.2,3.0,5.0,12563
Telopea,1510.0,703.0,89.0,218.0,59.9,27.9,3.5,8.7,13782
Oatlands (NSW),1676.0,830.0,119.0,139.0,60.6,30.0,4.3,5.0,13063
Dundas Valley,1556.0,803.0,132.0,183.0,58.2,30.0,4.9,6.8,11313
Chester Hill,2758.0,1392.0,278.0,495.0,56.0,28.3,5.6,10.1,10899
Sefton,1391.0,652.0,112.0,225.0,58.4,27.4,4.7,9.5,13516
Carramar (NSW),710.0,407.0,70.0,175.0,52.1,29.9,5.1,12.8,10826
Old Guildford,503.0,264.0,80.0,92.0,53.6,28.1,8.5,9.8,13077
Fairfield East,984.0,518.0,112.0,194.0,54.4,28.7,6.2,10.7,11478
Yennora,236.0,140.0,32.0,54.0,51.1,30.3,6.9,11.7,14506
