,Less than 5 hours per week,5 to 14 hours per week,15 to 29 hours per week,30 hours or more per week,Less than 5 hours per week (%),5 to 14 hours per week (%),15 to 29 hours per week (%),30 hours or more per week (%),SSC_CODE
Greenhill (NSW),82.0,83.0,60.0,57.0,14.6,14.7,10.7,10.1,11763
East Kempsey,170.0,252.0,137.0,123.0,16.1,23.8,12.9,11.6,11354
Verges Creek,23.0,53.0,29.0,21.0,12.4,28.5,15.6,11.3,14072
Yarravel,168.0,220.0,134.0,102.0,18.3,23.9,14.6,11.1,14483
Stuarts Point,109.0,155.0,87.0,89.0,16.3,23.2,13.0,13.3,13681
Barraganyatti,18.0,22.0,15.0,15.0,15.5,19.0,12.9,12.9,10209
Yarrahapinni,17.0,51.0,24.0,21.0,10.1,30.2,14.2,12.4,14474
Hat Head,49.0,73.0,48.0,31.0,17.6,26.2,17.2,11.1,11869
Kinchela,41.0,53.0,27.0,26.0,17.4,22.5,11.4,11.0,12140
Gladstone (NSW),56.0,68.0,43.0,39.0,17.8,21.6,13.7,12.4,11639
Smithtown,79.0,117.0,52.0,53.0,16.7,24.7,11.0,11.2,13564
Mungay Creek,11.0,28.0,14.0,19.0,9.3,23.7,11.9,16.1,12841
Willawarrin,32.0,41.0,18.0,19.0,19.0,24.4,10.7,11.3,14295
Temagog,28.0,47.0,30.0,36.0,13.0,21.8,13.9,16.7,13783
Turners Flat,15.0,34.0,11.0,18.0,12.8,29.1,9.4,15.4,13976
Millbank (NSW),9.0,25.0,14.0,13.0,8.9,24.8,13.9,12.9,12616
Hickeys Creek,24.0,29.0,19.0,13.0,20.5,24.8,16.2,11.1,11899
Belmore River,36.0,52.0,24.0,32.0,16.4,23.6,10.9,14.5,10280
Austral Eden,17.0,18.0,15.0,10.0,15.0,15.9,13.3,8.8,10110
Crescent Head,236.0,348.0,169.0,141.0,18.6,27.4,13.3,11.1,11114
Fishermans Reach,23.0,28.0,17.0,17.0,17.0,20.7,12.6,12.6,11524
Clybucca,24.0,25.0,21.0,11.0,19.2,20.0,16.8,8.8,10940
Bellimbopinni,16.0,28.0,14.0,12.0,15.0,26.2,13.1,11.2,10272
Collombatti,77.0,110.0,87.0,80.0,14.4,20.6,16.3,15.0,10979
Kundabung,78.0,139.0,54.0,80.0,15.3,27.3,10.6,15.7,12209
Sherwood (Kempsey - NSW),22.0,38.0,17.0,18.0,17.6,30.4,13.6,14.4,13537
Bellbrook,33.0,54.0,41.0,42.0,14.5,23.7,18.0,18.4,10270
Macksville,329.0,478.0,272.0,242.0,15.4,22.4,12.8,11.4,12430
North Macksville,78.0,139.0,51.0,63.0,15.3,27.3,10.0,12.4,12995
Way Way,29.0,56.0,46.0,26.0,14.7,28.4,23.4,13.2,14203
Scotts Head,144.0,201.0,140.0,84.0,19.3,26.9,18.8,11.3,13508
Gumma,79.0,108.0,54.0,56.0,20.6,28.2,14.1,14.6,11801
Nambucca Heads,844.0,1216.0,740.0,632.0,15.4,22.2,13.5,11.5,12887
Hyland Park,79.0,104.0,55.0,36.0,21.9,28.9,15.3,10.0,11968
Bowraville,127.0,201.0,115.0,111.0,14.4,22.8,13.1,12.6,10537
Valla Beach,200.0,281.0,204.0,136.0,18.2,25.6,18.6,12.4,14068
South Arm (Nambucca - NSW),37.0,47.0,43.0,54.0,14.6,18.5,16.9,21.3,13575
Newee Creek,50.0,84.0,54.0,34.0,15.4,25.9,16.7,10.5,12952
Congarinni North,54.0,76.0,46.0,45.0,18.5,26.0,15.8,15.4,11006
Congarinni,42.0,80.0,50.0,46.0,16.5,31.5,19.7,18.1,11005
Talarm,32.0,43.0,36.0,25.0,17.2,23.1,19.4,13.4,13728
Warrell Creek,28.0,42.0,45.0,37.0,13.9,20.8,22.3,18.3,14170
Eungai Creek,63.0,92.0,45.0,44.0,19.0,27.8,13.6,13.3,11458
Eungai Rail,29.0,34.0,26.0,26.0,16.3,19.1,14.6,14.6,11459
Allgomera,16.0,34.0,11.0,13.0,14.2,30.1,9.7,11.5,10040
Yarranbella,23.0,38.0,11.0,22.0,15.6,25.9,7.5,15.0,14478
Utungun,18.0,23.0,24.0,27.0,14.0,17.8,18.6,20.9,14062
Upper Taylors Arm,18.0,29.0,11.0,14.0,18.8,30.2,11.5,14.6,14045
Taylors Arm,19.0,28.0,15.0,18.0,15.2,22.4,12.0,14.4,13776
Argents Hill,23.0,36.0,36.0,34.0,12.2,19.0,19.0,18.0,10079
Missabotti,38.0,50.0,37.0,51.0,16.7,21.9,16.2,22.4,12649
South West Rocks,641.0,980.0,558.0,470.0,16.1,24.7,14.0,11.8,13600
Arakoon,72.0,107.0,61.0,45.0,18.9,28.1,16.0,11.8,10069
Jerseyville,12.0,25.0,16.0,11.0,12.0,25.0,16.0,11.0,12022
Lord Howe Island,68.0,102.0,39.0,27.0,20.5,30.7,11.7,8.1,12387
Lake Cathie,508.0,804.0,455.0,366.0,17.5,27.7,15.7,12.6,12243
Bonny Hills,486.0,715.0,361.0,283.0,19.9,29.3,14.8,11.6,10470
North Haven (NSW),227.0,349.0,214.0,133.0,15.2,23.4,14.4,8.9,12992
Kendall,143.0,219.0,120.0,131.0,15.9,24.3,13.3,14.5,12096
West Haven,125.0,226.0,147.0,130.0,12.5,22.6,14.7,13.0,14245
Laurieton,273.0,379.0,246.0,208.0,15.0,20.8,13.5,11.4,12283
Kew (NSW),158.0,244.0,155.0,100.0,16.8,25.9,16.5,10.6,12109
Herons Creek,27.0,54.0,36.0,24.0,13.1,26.2,17.5,11.7,11897
Upsalls Creek,9.0,33.0,14.0,8.0,9.8,35.9,15.2,8.7,14049
Logans Crossing,22.0,37.0,29.0,17.0,18.6,31.4,24.6,14.4,12373
Lorne (NSW),35.0,47.0,50.0,43.0,15.0,20.1,21.4,18.4,12390
Lakewood,150.0,216.0,167.0,162.0,15.0,21.6,16.7,16.2,12259
Dunbogan,157.0,259.0,136.0,100.0,17.0,28.0,14.7,10.8,11310
Johns River,39.0,63.0,39.0,36.0,13.6,22.0,13.6,12.5,12037
Camden Head,18.0,43.0,24.0,21.0,13.7,32.8,18.3,16.0,10771
Port Macquarie,7253.0,10260.0,4976.0,3653.0,19.4,27.4,13.3,9.8,13246
Lake Innes,46.0,117.0,47.0,38.0,13.9,35.5,14.2,11.5,12251
Fernbank Creek,18.0,43.0,13.0,8.0,16.7,39.8,12.0,7.4,11505
Riverside (NSW),41.0,79.0,32.0,33.0,14.5,28.0,11.3,11.7,13367
Thrumster,67.0,95.0,51.0,28.0,22.3,31.6,16.9,9.3,13852
North Shore (NSW),47.0,88.0,43.0,35.0,14.9,27.8,13.6,11.1,13006
Telegraph Point,109.0,125.0,86.0,49.0,21.6,24.8,17.1,9.7,13781
Blackmans Point,27.0,26.0,22.0,17.0,17.8,17.1,14.5,11.2,10395
Gum Scrub,18.0,23.0,14.0,17.0,17.3,22.1,13.5,16.3,11797
Cooperabung,56.0,68.0,22.0,41.0,23.2,28.2,9.1,17.0,11046
Rollands Plains,24.0,27.0,31.0,17.0,17.8,20.0,23.0,12.6,13392
Upper Rollands Plains,23.0,32.0,17.0,13.0,21.5,29.9,15.9,12.1,14043
Pembrooke,25.0,20.0,14.0,15.0,22.5,18.0,12.6,13.5,13180
Frazers Creek,23.0,51.0,20.0,23.0,16.1,35.7,14.0,16.1,11560
Mortons Creek,39.0,48.0,49.0,44.0,16.5,20.3,20.8,18.6,12731
Brombin,21.0,26.0,12.0,13.0,23.1,28.6,13.2,14.3,10593
Long Flat (NSW),13.0,21.0,11.0,14.0,14.3,23.1,12.1,15.4,12377
Byabarra,39.0,69.0,42.0,45.0,15.1,26.6,16.2,17.4,10727
Ellenborough,28.0,29.0,22.0,22.0,18.9,19.6,14.9,14.9,11401
Comboyne,54.0,103.0,63.0,63.0,14.2,27.1,16.6,16.6,10992
Wauchope,870.0,1207.0,663.0,588.0,17.3,24.0,13.2,11.7,14197
Yippin Creek,25.0,41.0,26.0,7.0,15.2,24.8,15.8,4.2,14515
Rosewood (Port Macquarie-Hastings - NSW),33.0,53.0,31.0,28.0,16.2,26.0,15.2,13.7,13414
Beechwood,85.0,138.0,68.0,67.0,17.5,28.5,14.0,13.8,10248
Redbank (NSW),43.0,77.0,52.0,49.0,14.5,25.9,17.5,16.5,13336
Crosslands,81.0,114.0,55.0,64.0,20.0,28.1,13.6,15.8,11127
King Creek,263.0,334.0,231.0,157.0,21.0,26.7,18.4,12.5,12145
Sancrox,74.0,158.0,78.0,47.0,15.7,33.6,16.6,10.0,13471
Gloucester,379.0,603.0,355.0,333.0,15.4,24.5,14.4,13.5,11685
Craven,10.0,21.0,18.0,13.0,9.4,19.8,17.0,12.3,11107
Stratford (NSW),23.0,30.0,16.0,19.0,19.0,24.8,13.2,15.7,13672
Forbesdale,29.0,38.0,26.0,19.0,19.9,26.0,17.8,13.0,11539
Barrington (NSW),46.0,94.0,46.0,48.0,14.5,29.6,14.5,15.1,10216
Bowman,14.0,27.0,24.0,19.0,12.1,23.3,20.7,16.4,10531
Diamond Beach,128.0,201.0,134.0,98.0,17.5,27.4,18.3,13.4,11251
Manning Point,29.0,43.0,39.0,24.0,12.8,18.9,17.2,10.6,12478
Mitchells Island,64.0,105.0,59.0,63.0,15.7,25.7,14.5,15.4,12652
Oxley Island,45.0,51.0,47.0,35.0,18.5,21.0,19.3,14.4,13109
Old Bar,590.0,906.0,553.0,494.0,16.4,25.3,15.4,13.8,13073
Black Head,118.0,216.0,161.0,99.0,15.1,27.7,20.6,12.7,10384
Red Head,78.0,108.0,76.0,54.0,18.7,25.8,18.2,12.9,13329
Rainbow Flat,105.0,152.0,106.0,91.0,18.1,26.3,18.3,15.7,13305
Hallidays Point,80.0,128.0,65.0,64.0,18.5,29.6,15.0,14.8,11832
Wallabi Point,123.0,178.0,81.0,59.0,23.1,33.4,15.2,11.1,14099
Koorainghat,27.0,45.0,23.0,31.0,15.9,26.5,13.5,18.2,12191
Tallwoods Village,126.0,194.0,96.0,74.0,20.6,31.6,15.7,12.1,13737
Taree,2179.0,3106.0,1699.0,1472.0,16.4,23.4,12.8,11.1,13764
Cundletown,257.0,393.0,227.0,223.0,15.4,23.6,13.6,13.4,11161
Taree South,37.0,76.0,47.0,24.0,13.8,28.4,17.5,9.0,13765
Pampoolah,50.0,84.0,68.0,28.0,15.2,25.5,20.7,8.5,13142
Glenthorne,32.0,30.0,31.0,30.0,16.1,15.1,15.6,15.1,11680
Tinonee,163.0,259.0,135.0,109.0,18.1,28.8,15.0,12.1,13876
Harrington,372.0,677.0,452.0,367.0,13.6,24.7,16.5,13.4,11858
Wherrol Flat,49.0,73.0,51.0,37.0,17.9,26.7,18.7,13.6,14271
Coopernook,65.0,110.0,65.0,58.0,14.7,24.9,14.7,13.2,11047
Moto,9.0,24.0,12.0,20.0,8.7,23.3,11.7,19.4,12742
Moorland (NSW),49.0,93.0,59.0,74.0,12.0,22.7,14.4,18.1,12714
Hannam Vale,21.0,44.0,37.0,24.0,13.8,28.9,24.3,15.8,11849
Stewarts River,22.0,18.0,20.0,14.0,21.8,17.8,19.8,13.9,13659
Upper Lansdowne,72.0,117.0,67.0,77.0,15.4,25.0,14.3,16.5,14033
Lansdowne (Mid-Coast - NSW),55.0,124.0,59.0,87.0,11.4,25.7,12.2,18.0,12273
Kundle Kundle,24.0,45.0,22.0,34.0,15.8,29.6,14.5,22.4,12211
Killabakh,28.0,65.0,46.0,31.0,12.8,29.8,21.1,14.2,12128
Cedar Party,56.0,69.0,43.0,54.0,17.9,22.1,13.8,17.3,10870
Marlee,37.0,42.0,29.0,13.0,21.0,23.9,16.5,7.4,12494
Elands,14.0,38.0,25.0,34.0,8.3,22.6,14.9,20.2,11388
Bobin,16.0,28.0,23.0,28.0,12.1,21.2,17.4,21.2,10427
Mount George (NSW),40.0,53.0,34.0,28.0,16.7,22.2,14.2,11.7,12761
Killawarra (NSW),25.0,28.0,25.0,28.0,16.8,18.8,16.8,18.8,12132
Burrell Creek,25.0,46.0,30.0,37.0,12.9,23.7,15.5,19.1,10709
Bootawa,18.0,45.0,33.0,17.0,11.0,27.4,20.1,10.4,10504
Mondrook,18.0,37.0,32.0,24.0,13.1,27.0,23.4,17.5,12676
Hillville,48.0,55.0,39.0,41.0,19.1,21.9,15.5,16.3,11913
Kimbriki,21.0,27.0,18.0,19.0,17.9,23.1,15.4,16.2,12139
Belbora,9.0,21.0,21.0,12.0,8.5,19.8,19.8,11.3,10256
Krambach,52.0,75.0,68.0,40.0,15.7,22.7,20.5,12.1,12202
Possum Brush,12.0,27.0,18.0,23.0,9.6,21.6,14.4,18.4,13251
Dyers Crossing,62.0,69.0,47.0,38.0,21.1,23.5,16.0,12.9,11338
Firefly,36.0,57.0,43.0,28.0,15.7,24.9,18.8,12.2,11521
Coralville,18.0,23.0,18.0,12.0,13.6,17.4,13.6,9.1,11064
Wingham,735.0,1054.0,585.0,569.0,16.5,23.7,13.2,12.8,14332
Thurgoona,1559.0,1945.0,891.0,623.0,23.7,29.5,13.5,9.5,13856
East Albury,1202.0,1470.0,630.0,388.0,24.0,29.3,12.6,7.7,11344
Wirlinga,19.0,33.0,9.0,15.0,19.8,34.4,9.4,15.6,14337
North Albury,982.0,1202.0,550.0,414.0,20.1,24.5,11.2,8.5,12977
Lavington,1999.0,2540.0,1193.0,913.0,19.4,24.7,11.6,8.9,12287
Glenroy (Albury - NSW),616.0,751.0,361.0,216.0,22.6,27.6,13.2,7.9,11678
Hamilton Valley,100.0,122.0,61.0,37.0,22.4,27.4,13.7,8.3,11842
Albury,940.0,1203.0,466.0,294.0,23.2,29.7,11.5,7.3,10027
South Albury,254.0,310.0,118.0,73.0,21.6,26.4,10.0,6.2,13573
West Albury,663.0,804.0,365.0,298.0,20.4,24.7,11.2,9.2,14239
Splitters Creek,42.0,84.0,36.0,31.0,19.0,38.0,16.3,14.0,13610
Jindera,347.0,452.0,230.0,182.0,21.0,27.3,13.9,11.0,12032
Holbrook,227.0,360.0,172.0,154.0,16.4,26.0,12.4,11.1,11920
Table Top,220.0,355.0,163.0,112.0,20.6,33.2,15.3,10.5,13722
Little Billabong,25.0,25.0,13.0,11.0,27.8,27.8,14.4,12.2,12350
Gerogery,84.0,119.0,56.0,72.0,19.3,27.3,12.8,16.5,11605
Brocklesby,28.0,31.0,15.0,27.0,20.6,22.8,11.0,19.9,10584
Walla Walla,125.0,164.0,88.0,99.0,18.6,24.4,13.1,14.8,14097
Glenellen,32.0,33.0,25.0,12.0,28.6,29.5,22.3,10.7,11663
Burrumbuttock,57.0,76.0,41.0,43.0,19.9,26.5,14.3,15.0,10716
Walbundrie,25.0,26.0,17.0,22.0,21.4,22.2,14.5,18.8,14092
Morven (Greater Hume Shire - NSW),19.0,32.0,20.0,16.0,18.1,30.5,19.0,15.2,12737
Culcairn,226.0,249.0,182.0,166.0,19.6,21.6,15.8,14.4,11147
Henty (NSW),160.0,206.0,135.0,140.0,16.5,21.3,13.9,14.5,11892
Mullengandra,25.0,11.0,21.0,17.0,25.0,11.0,21.0,17.0,12823
Bowna,13.0,29.0,11.0,10.0,14.8,33.0,12.5,11.4,10534
Bungowannah,22.0,41.0,20.0,19.0,16.2,30.1,14.7,14.0,10686
Woomargama,27.0,44.0,18.0,19.0,20.3,33.1,13.5,14.3,14413
Springdale Heights,314.0,373.0,217.0,164.0,19.4,23.0,13.4,10.1,13622
Hay (NSW),313.0,449.0,229.0,200.0,15.8,22.7,11.6,10.1,11874
Hay South,55.0,78.0,26.0,30.0,18.9,26.8,8.9,10.3,11875
Gol Gol,267.0,298.0,166.0,127.0,23.3,26.0,14.5,11.1,11693
Buronga,180.0,265.0,105.0,95.0,18.9,27.8,11.0,10.0,10696
Wentworth (NSW),174.0,283.0,165.0,130.0,13.9,22.5,13.1,10.4,14225
Coomealla,105.0,146.0,64.0,70.0,15.4,21.4,9.4,10.3,11041
Dareton,61.0,102.0,43.0,34.0,14.6,24.5,10.3,8.2,11206
Curlwaa,55.0,105.0,52.0,39.0,16.4,31.3,15.5,11.6,11170
Euston,110.0,128.0,67.0,57.0,17.5,20.4,10.7,9.1,11468
Pomona (NSW),17.0,26.0,18.0,22.0,13.6,20.8,14.4,17.6,13240
Tooleybuc,28.0,60.0,25.0,12.0,12.0,25.6,10.7,5.1,13902
Balranald,182.0,257.0,113.0,123.0,16.9,23.8,10.5,11.4,10168
Corowa,823.0,1141.0,583.0,488.0,18.0,24.9,12.7,10.7,11080
Mulwala,303.0,439.0,255.0,181.0,16.6,24.1,14.0,9.9,12830
Balldale,21.0,31.0,15.0,20.0,16.3,24.0,11.6,15.5,10159
Rand,22.0,40.0,19.0,29.0,14.4,26.1,12.4,19.0,13311
Oaklands,48.0,63.0,27.0,51.0,17.1,22.5,9.6,18.2,13059
Howlong,368.0,533.0,323.0,255.0,16.2,23.5,14.2,11.2,11950
Urana,48.0,63.0,37.0,40.0,14.6,19.1,11.2,12.2,14052
Deniliquin,1186.0,1635.0,775.0,621.0,18.3,25.2,11.9,9.6,11237
Mayrung,24.0,25.0,15.0,13.0,22.0,22.9,13.8,11.9,12537
Mathoura,115.0,177.0,136.0,109.0,14.6,22.4,17.2,13.8,12522
Barham,208.0,306.0,160.0,164.0,16.0,23.5,12.3,12.6,10199
Wakool,57.0,50.0,39.0,36.0,22.4,19.6,15.3,14.1,14090
Moulamein,75.0,84.0,43.0,34.0,19.1,21.4,11.0,8.7,12743
Koraleigh,49.0,58.0,46.0,36.0,17.4,20.6,16.3,12.8,12195
Conargo,14.0,27.0,7.0,12.0,14.0,27.0,7.0,12.0,10998
Murray Downs,66.0,42.0,33.0,23.0,29.2,18.6,14.6,10.2,12852
Moama,1001.0,1277.0,638.0,483.0,19.7,25.2,12.6,9.5,12654
Warragoon,19.0,20.0,20.0,19.0,18.6,19.6,19.6,18.6,14159
Blighty,24.0,29.0,9.0,16.0,22.4,27.1,8.4,15.0,10412
Barooga,268.0,359.0,188.0,163.0,18.0,24.1,12.6,10.9,10205
Tocumwal,368.0,515.0,290.0,253.0,16.4,23.0,12.9,11.3,13886
Finley,379.0,474.0,263.0,212.0,18.2,22.8,12.6,10.2,11520
Berrigan,184.0,239.0,120.0,128.0,17.1,22.3,11.2,11.9,10318
Jerilderie,136.0,171.0,100.0,108.0,16.0,20.1,11.8,12.7,12014
Armidale,4293.0,5344.0,2227.0,1476.0,22.3,27.8,11.6,7.7,10085
Guyra,298.0,372.0,188.0,197.0,18.6,23.2,11.7,12.3,11822
South Guyra,50.0,71.0,27.0,23.0,18.5,26.3,10.0,8.5,13586
Llangothlin,16.0,28.0,13.0,17.0,15.8,27.7,12.9,16.8,12364
Ben Lomond (NSW),26.0,28.0,16.0,10.0,19.7,21.2,12.1,7.6,10286
Black Mountain (NSW),47.0,63.0,39.0,35.0,19.2,25.7,15.9,14.3,10387
Thalgarrah,36.0,47.0,21.0,18.0,25.0,32.6,14.6,12.5,13810
Hillgrove (Armidale Regional - NSW),33.0,39.0,14.0,10.0,24.1,28.5,10.2,7.3,11907
Ebor,25.0,44.0,18.0,28.0,17.0,29.9,12.2,19.0,11372
Uralla (NSW),420.0,623.0,298.0,258.0,18.8,27.9,13.3,11.5,14051
Saumarez Ponds,73.0,106.0,53.0,47.0,20.9,30.4,15.2,13.5,13495
Invergowrie,127.0,187.0,99.0,61.0,21.5,31.6,16.7,10.3,11983
Arding,25.0,51.0,27.0,22.0,15.7,32.1,17.0,13.8,10075
Castle Doyle,28.0,45.0,28.0,12.0,22.2,35.7,22.2,9.5,10846
Dangarsleigh,28.0,41.0,15.0,14.0,21.2,31.1,11.4,10.6,11200
Kellys Plains,27.0,37.0,25.0,23.0,20.6,28.2,19.1,17.6,12087
Yarrowyck,15.0,32.0,19.0,21.0,15.0,32.0,19.0,21.0,14492
Kentucky,25.0,45.0,23.0,6.0,18.1,32.6,16.7,4.3,12102
Kentucky South,18.0,29.0,20.0,9.0,17.8,28.7,19.8,8.9,12103
Balala,14.0,26.0,21.0,16.0,11.2,20.8,16.8,12.8,10144
Rocky River (Uralla - NSW),33.0,85.0,35.0,16.0,14.9,38.3,15.8,7.2,13390
Walcha,350.0,518.0,263.0,242.0,16.6,24.6,12.5,11.5,14093
Woolbrook,28.0,35.0,13.0,21.0,19.6,24.5,9.1,14.7,14400
Nowendoc,21.0,25.0,19.0,14.0,16.0,19.1,14.5,10.7,13026
Yarrowitch,25.0,36.0,14.0,18.0,17.6,25.4,9.9,12.7,14491
Stonehenge (NSW),28.0,24.0,18.0,18.0,25.7,22.0,16.5,16.5,13665
Glen Innes,813.0,1170.0,635.0,620.0,16.2,23.4,12.7,12.4,11649
Emmaville,65.0,103.0,55.0,60.0,14.6,23.2,12.4,13.5,11414
Deepwater (NSW),69.0,102.0,49.0,42.0,17.4,25.7,12.3,10.6,11231
Dundee,27.0,29.0,28.0,17.0,19.6,21.0,20.3,12.3,11314
Red Range,35.0,38.0,16.0,20.0,22.4,24.4,10.3,12.8,13333
Shannon Vale,22.0,42.0,16.0,15.0,17.2,32.8,12.5,11.7,13526
Glencoe (NSW),13.0,32.0,19.0,30.0,8.9,21.9,13.0,20.5,11657
Inverell,1637.0,2263.0,1226.0,1034.0,17.6,24.4,13.2,11.1,11981
Ashford (NSW),65.0,136.0,55.0,70.0,11.8,24.6,10.0,12.7,10099
Tingha,89.0,131.0,68.0,88.0,13.4,19.7,10.2,13.2,13874
Yetman,32.0,35.0,23.0,28.0,20.4,22.3,14.6,17.8,14514
Bundarra,83.0,120.0,62.0,80.0,15.1,21.8,11.3,14.5,10671
Gilgai,85.0,138.0,73.0,66.0,14.4,23.4,12.4,11.2,11618
Bonshaw (NSW),14.0,18.0,5.0,15.0,17.1,22.0,6.1,18.3,10473
Coolatai,23.0,23.0,3.0,10.0,21.5,21.5,2.8,9.3,11028
Bukkulla,19.0,21.0,24.0,12.0,19.2,21.2,24.2,12.1,10648
Oakwood (NSW),18.0,37.0,14.0,19.0,14.0,28.7,10.9,14.7,13061
Nullamanna,28.0,27.0,8.0,17.0,22.8,22.0,6.5,13.8,13032
Elsmore,57.0,86.0,12.0,18.0,20.4,30.8,4.3,6.5,11408
Bingara,136.0,275.0,155.0,163.0,10.9,22.0,12.4,13.0,10365
Gravesend,43.0,56.0,39.0,34.0,17.0,22.1,15.4,13.4,11742
Auburn Vale,23.0,16.0,16.0,15.0,26.7,18.6,18.6,17.4,10107
Gum Flat,39.0,36.0,23.0,28.0,24.1,22.2,14.2,17.3,11796
Delungra,75.0,105.0,69.0,75.0,15.2,21.3,14.0,15.2,11234
Warialda,214.0,267.0,155.0,165.0,16.4,20.5,11.9,12.6,14149
Yallaroi,15.0,29.0,7.0,16.0,17.6,34.1,8.2,18.8,14456
Warialda Rail,18.0,17.0,15.0,17.0,19.4,18.3,16.1,18.3,14150
Upper Horton,14.0,23.0,14.0,25.0,11.4,18.7,11.4,20.3,14029
Tabulam,87.0,91.0,49.0,55.0,21.9,22.9,12.3,13.8,13723
Tenterfield,547.0,789.0,473.0,485.0,16.0,23.1,13.8,14.2,13792
Drake,36.0,61.0,41.0,48.0,11.7,19.9,13.4,15.6,11290
Liston,13.0,32.0,20.0,19.0,10.9,26.9,16.8,16.0,12346
Legume,17.0,30.0,24.0,20.0,13.4,23.6,18.9,15.7,12296
Urbenville,35.0,52.0,31.0,39.0,12.9,19.1,11.4,14.3,14057
Woodenbong,42.0,80.0,58.0,41.0,13.0,24.8,18.0,12.7,14382
Jennings,21.0,29.0,12.0,20.0,16.5,22.8,9.4,15.7,12008
Moree,1282.0,1708.0,796.0,620.0,17.5,23.3,10.9,8.5,12722
Pallamallawa,52.0,67.0,30.0,38.0,14.9,19.1,8.6,10.9,13131
Garah,44.0,59.0,19.0,20.0,17.3,23.1,7.5,7.8,11586
Boomi,21.0,44.0,18.0,17.0,13.8,28.9,11.8,11.2,10489
Ashley,50.0,59.0,34.0,42.0,18.7,22.0,12.7,15.7,10100
Boggabilla,111.0,106.0,108.0,76.0,15.1,14.5,14.7,10.4,10441
North Star,33.0,37.0,15.0,27.0,17.7,19.9,8.1,14.5,13008
Mungindi (NSW),70.0,103.0,43.0,51.0,16.3,24.0,10.0,11.9,12843
Gurley,38.0,43.0,22.0,18.0,20.5,23.2,11.9,9.7,11817
Biniguy,14.0,32.0,8.0,9.0,13.0,29.6,7.4,8.3,10369
Bellata,55.0,52.0,31.0,35.0,20.9,19.8,11.8,13.3,10266
Narrabri,1109.0,1540.0,729.0,634.0,18.4,25.6,12.1,10.5,12903
Wee Waa,252.0,358.0,181.0,162.0,15.8,22.5,11.4,10.2,14211
Merah North,22.0,34.0,16.0,25.0,15.5,23.9,11.3,17.6,12572
Maules Creek,10.0,33.0,7.0,16.0,12.0,39.8,8.4,19.3,12526
Baan Baa,18.0,23.0,26.0,20.0,14.0,17.8,20.2,15.5,10120
Tarriaro,16.0,17.0,13.0,18.0,20.0,21.2,16.2,22.5,13770
Bohena Creek,24.0,38.0,12.0,18.0,17.1,27.1,8.6,12.9,10444
Jacks Creek,17.0,28.0,16.0,21.0,15.7,25.9,14.8,19.4,11993
Gwabegar,26.0,23.0,14.0,17.0,21.0,18.5,11.3,13.7,11823
Gunnedah,1486.0,1924.0,990.0,864.0,19.4,25.1,12.9,11.3,11812
Curlewis (NSW),113.0,133.0,71.0,93.0,18.0,21.1,11.3,14.8,11169
Boggabri,156.0,194.0,112.0,94.0,17.2,21.3,12.3,10.3,10442
Carroll,45.0,50.0,39.0,33.0,17.1,19.0,14.8,12.5,10832
Piallaway,18.0,29.0,17.0,14.0,15.9,25.7,15.0,12.4,13196
Breeza,25.0,27.0,22.0,11.0,19.5,21.1,17.2,8.6,10561
Caroona,26.0,36.0,11.0,17.0,16.6,22.9,7.0,10.8,10823
Spring Ridge,50.0,49.0,20.0,35.0,24.0,23.6,9.6,16.8,13619
Emerald Hill,19.0,23.0,8.0,23.0,17.3,20.9,7.3,20.9,11412
Mullaley,21.0,28.0,19.0,26.0,16.4,21.9,14.8,20.3,12820
Kelvin,29.0,21.0,29.0,16.0,21.0,15.2,21.0,11.6,12091
Werris Creek,165.0,290.0,143.0,161.0,12.7,22.3,11.0,12.4,14238
Quirindi,457.0,676.0,377.0,307.0,16.4,24.3,13.6,11.0,13301
Wallabadah,71.0,86.0,52.0,42.0,20.1,24.3,14.7,11.9,14098
Currabubula,47.0,72.0,28.0,31.0,18.9,28.9,11.2,12.4,11172
Quipolly,30.0,34.0,16.0,24.0,20.1,22.8,10.7,16.1,13300
Willow Tree,53.0,36.0,28.0,33.0,20.5,14.0,10.9,12.8,14305
Blackville,14.0,19.0,16.0,12.0,15.1,20.4,17.2,12.9,10398
Hillvue,1073.0,1524.0,718.0,483.0,21.0,29.9,14.1,9.5,11914
Calala,646.0,863.0,427.0,315.0,21.5,28.7,14.2,10.5,10748
Kingswood (Tamworth Regional - NSW),168.0,222.0,125.0,99.0,20.4,27.0,15.2,12.0,12164
South Tamworth,937.0,1200.0,647.0,496.0,17.6,22.5,12.2,9.3,13597
West Tamworth,720.0,879.0,400.0,400.0,17.5,21.4,9.7,9.7,14252
North Tamworth,845.0,1060.0,517.0,348.0,19.8,24.8,12.1,8.1,13011
Tamworth,30.0,31.0,14.0,17.0,19.6,20.3,9.2,11.1,13746
East Tamworth,1009.0,1219.0,595.0,432.0,23.0,27.8,13.6,9.9,11363
Oxley Vale,539.0,758.0,328.0,310.0,18.8,26.5,11.5,10.8,13111
Nemingha,110.0,166.0,72.0,66.0,19.9,30.1,13.0,12.0,12926
Westdale (Tamworth Regional - NSW),405.0,504.0,245.0,203.0,20.6,25.7,12.5,10.3,14259
Kootingal,328.0,485.0,231.0,199.0,19.9,29.4,14.0,12.1,12194
Duri,76.0,95.0,73.0,47.0,17.8,22.3,17.1,11.0,11332
