,"No Religion, so described",Catholic,Not stated,Anglican,"Christian, nfd",Buddhism,Uniting Church,Eastern Orthodox,Pentecostal,Islam,Presbyterian and Reformed,Baptist,Seventh-day Adventist,Jehovah's Witnesses,Salvation Army,Lutheran,Other Protestant,Latter-day Saints,Hinduism,Brethren,Other Spiritual Beliefs,Sikhism,Australian Aboriginal Traditional Religions,Oriental Orthodox,Nature Religions,Judaism,Other Christian,Secular Beliefs,Japanese Religions,Assyrian Apostolic,Miscellaneous Religions,"No Religion, so described (%)",Catholic (%),Not stated (%),Anglican (%),"Christian, nfd (%)",Buddhism (%),Uniting Church (%),Eastern Orthodox (%),Pentecostal (%),Islam (%),Presbyterian and Reformed (%),Baptist (%),Seventh-day Adventist (%),Jehovah's Witnesses (%),Salvation Army (%),Lutheran (%),Other Protestant (%),Latter-day Saints (%),Hinduism (%),Brethren (%),Other Spiritual Beliefs (%),Sikhism (%),Australian Aboriginal Traditional Religions (%),Oriental Orthodox (%),Nature Religions (%),Judaism (%),Other Christian (%),Secular Beliefs (%),Japanese Religions (%),Assyrian Apostolic (%),Miscellaneous Religions (%),SSC_CODE
Coffee Camp,101,18,34,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2,8.4,15.9,15.4,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,10958
Tucki Tucki,30,36,22,32,,,29,,,,,,,,,,,,,,,,,,,,,,,,,17.8,21.3,13.0,18.9,,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,13946
Larnook,157,64,72,29,,15,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,17.2,19.3,7.8,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,12279
Georgica,113,25,33,20,,,15,,,,,,,,,,,,,,,,,,,,,,,,,48.7,10.8,14.2,8.6,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,11604
Jiggi,163,54,55,57,,,14,,,,,,,,,,,,,,,,,,,,,,,,,41.5,13.7,14.0,14.5,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,12026
Rock Valley,74,66,42,29,,,,,,,20,,,,,,,,,,,,,,,,,,,,,27.6,24.6,15.7,10.8,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,13378
Leycester,35,26,14,28,,,,,,,,,,,,,,,,,,,,,,,11,,,,,26.7,19.8,10.7,21.4,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,12314
Dunoon,261,120,85,90,,,,,,,32,,,,,,,,,,,,,,,,,,,,,38.3,17.6,12.5,13.2,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,11325
Dorroughby,57,11,30,9,,,7,,,,,,,,,,,,,,,,,,,,,,,,,44.2,8.5,23.3,7.0,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,11280
Numulgi,68,44,26,38,,,10,,,,,,,,,,,,,,,,,,,,,,,,,31.8,20.6,12.1,17.8,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,13041
Fingal Head,202,114,97,63,20,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6,19.6,16.6,10.8,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,11519
Casuarina (NSW),888,626,323,422,,,,,84,,,,,,,,,,,,,,,,,,,,,,,33.2,23.4,12.1,15.8,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,10851
Kingscliff,"2,163","1,838",749,"1,467",,,308,,,,,,,,,,,,,,,,,,,,,,,,,29.0,24.7,10.1,19.7,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,12154
Chinderah,401,352,194,361,,,74,,,,,,,,,,,,,,,,,,,,,,,,,25.9,22.8,12.5,23.3,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,10905
Cudgen,249,196,74,194,29,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,22.7,8.6,22.5,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,11143
Murwillumbah,"2,104","1,502",620,"1,289",,,,,,,296,,,,,,,,,,,,,,,,,,,,,29.9,21.4,8.8,18.3,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,12866
South Murwillumbah,359,265,114,184,,,,,,,47,,,,,,,,,,,,,,,,,,,,,32.1,23.7,10.2,16.5,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,13593
Bray Park (NSW),225,163,63,185,,,,,,,40,,,,,,,,,,,,,,,,,,,,,28.4,20.6,8.0,23.4,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,10552
Smiths Creek (Tweed - NSW),109,60,43,43,,11,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,19.0,13.6,13.6,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,13562
Mount Burrell,100,21,42,15,,11,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,10.2,20.4,7.3,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,12749
Byrrill Creek,48,11,31,12,,,,,,,,,,,,,,,,,5,,,,,,,,,,,39.7,9.1,25.6,9.9,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,10734
Pumpenbil,72,23,27,29,14,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,12.0,14.1,15.1,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,13272
Tumbulgum,118,89,55,83,15,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,21.6,13.3,20.1,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,13964
Limpinwood,71,33,30,28,,,,,,,,,18,,,,,,,,,,,,,,,,,,,33.5,15.6,14.2,13.2,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,12333
Tyalgum,213,68,106,67,,,16,,,,,,,,,,,,,,,,,,,,,,,,,39.3,12.5,19.6,12.4,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,13994
Dum Dum,50,15,18,15,,,,,,,,,,,,,,,5,,,,,,,,,,,,,43.1,12.9,15.5,12.9,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,11304
Byangum,44,31,12,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1,22.6,8.8,12.4,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,10729
Eungella (NSW),68,40,59,45,,,,,,,,,,,,,,,58,,,,,,,,,,,,,20.8,12.2,18.0,13.8,,,,,,,,,,,,,,,17.7,,,,,,,,,,,,,11460
Crystal Creek (NSW),84,52,32,36,,,,,,,20,,,,,,,,,,,,,,,,,,,,,32.8,20.3,12.5,14.1,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,11138
Chillingham,64,43,31,47,,,,,,,14,,,,,,,,,,,,,,,,,,,,,29.2,19.6,14.2,21.5,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,10904
Stokers Siding,276,106,102,73,38,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,16.3,15.7,11.2,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,13664
Numinbah,29,15,32,24,,,,,,,10,,,,,,,,,,,,,,,,,,,,,22.0,11.4,24.2,18.2,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,13040
Upper Crystal Creek,76,30,18,15,,,,,,,15,,,,,,,,,,,,,,,,,,,,,40.6,16.0,9.6,8.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,14021
Nobbys Creek,95,55,26,50,,,,,,,15,,,,,,,,,,,,,,,,,,,,,34.7,20.1,9.5,18.2,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,12968
Dungay,80,42,,42,,,,,,,13,,9,,,,,,,,,,,,,,,,,,,36.0,18.9,,18.9,,,,,,,5.9,,4.1,,,,,,,,,,,,,,,,,,,11318
Kynnumboon,34,20,15,16,,,12,,,,,,,,,,,,,,,,,,,,,,,,,26.6,15.6,11.7,12.5,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,12228
Dunbible,95,91,36,81,,,,,,,14,,,,,,,,,,,,,,,,,,,,,26.8,25.6,10.1,22.8,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,11309
Fernvale (NSW),69,46,40,60,10,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,18.1,15.7,23.6,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,11511
Kielvale,60,72,19,58,,,,,,,,,10,,,,,,,,,,,,,,,,,,,23.9,28.7,7.6,23.1,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,12122
Reserve Creek,46,15,22,23,,,7,,,,,,,,,,,,,,,,,,,,,,,,,35.4,11.5,16.9,17.7,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,13353
Tygalgah,46,30,20,8,,,,,,,15,,,,,,,,,,,,,,,,,,,,,35.4,23.1,15.4,6.2,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,13996
Dulguigan,37,29,,27,,,,,,,7,,10,,,,,,,,,,,,,,,,,,,30.1,23.6,,22.0,,,,,,,5.7,,8.1,,,,,,,,,,,,,,,,,,,11302
Urliup,61,26,28,40,,,,,,,,,,9,,,,,,,,,,,,,,,,,,32.1,13.7,14.7,21.1,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,14060
Eviron,64,50,23,24,9,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,26.9,12.4,12.9,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,11472
Duranbah,72,45,39,29,,,17,,,,,,,,,,,,,,,,,,,,,,,,,29.5,18.4,16.0,11.9,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,11331
Condong,69,76,36,88,8,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,24.0,11.4,27.8,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,11003
Farrants Hill,47,26,13,8,,7,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,23.0,11.5,7.1,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,11493
Clothiers Creek,76,49,53,33,20,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,17.2,18.6,11.6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10936
Nunderi,175,140,68,122,,,,,,,43,,,,,,,,,,,,,,,,,,,,,26.7,21.3,10.4,18.6,,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,13042
Uki,289,65,122,89,,,19,,,,,,,,,,,,,,,,,,,,,,,,,42.0,9.4,17.7,12.9,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,14000
Bogangar,"1,190",606,335,471,,,,,,,100,,,,,,,,,,,,,,,,,,,,,38.9,19.8,10.9,15.4,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,10439
Mooball,51,54,22,31,,10,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,29.7,12.1,17.0,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,12687
Cabarita Beach,38,25,,21,,,7,,,,,,,,,,,,,,9,,,,,,,,,,,33.0,21.7,,18.3,,,6.1,,,,,,,,,,,,,,7.8,,,,,,,,,,,10737
Pottsville,"2,293","1,573",509,"1,216",,,228,,,,,,,,,,,,,,,,,,,,,,,,,34.2,23.5,7.6,18.2,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,13257
Crabbes Creek,127,51,48,29,,,,,,,10,,,,,,,,,,,,,,,,,,,,,43.3,17.4,16.4,9.9,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,11102
Upper Burringbar,137,24,44,24,,12,,,,,,,,,,,,,,,,,,,,,,,,,,51.1,9.0,16.4,9.0,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,14015
Burringbar,305,180,121,94,,,,,,,27,,,,,,,,,,,,,,,,,,,,,35.5,20.9,14.1,10.9,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,10713
Hastings Point,161,116,65,183,,,,,,,31,,,,,,,,,,,,,,,,,,,,,24.6,17.7,9.9,28.0,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,11868
Round Mountain,43,28,,33,,,,,14,,10,,,,,,,,,,,,,,,,,,,,,32.1,20.9,,24.6,,,,,10.4,,7.5,,,,,,,,,,,,,,,,,,,,,13425
Cudgera Creek,103,51,40,84,,,,,,,13,,,,,,,,,,,,,,,,,,,,,31.5,15.6,12.2,25.7,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,11144
Tweed Heads,"2,154","1,975",913,"1,670",,,,,,,332,,,,,,,,,,,,,,,,,,,,,26.3,24.1,11.2,20.4,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,13984
Tweed Heads West,"1,779","1,363",703,"1,262",,,,,,,258,,,,,,,,,,,,,,,,,,,,,28.7,22.0,11.3,20.3,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,13986
Piggabeen,99,62,29,53,,,17,,,,,,,,,,,,,,,,,,,,,,,,,30.9,19.4,9.1,16.6,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,13202
Bilambil Heights,"1,099",605,324,664,,,115,,,,,,,,,,,,,,,,,,,,,,,,,32.9,18.1,9.7,19.9,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,10348
Cobaki,63,53,25,26,,,14,,,,,,,,,,,,,,,,,,,,,,,,,30.1,25.4,12.0,12.4,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,10947
Bilambil,122,97,46,78,,,13,,,,,,,,,,,,,,,,,,,,,,,,,30.7,24.4,11.6,19.6,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,10347
Carool,54,45,15,32,,,,6,,,,,,,,,,,,,,,,,,,,,,,,30.9,25.7,8.6,18.3,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,10822
Glengarrie,43,21,37,31,,,5,,,,,,,,,,,,,,,,,,,,,,,,,30.7,15.0,26.4,22.1,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,11666
Banora Point,"4,118","4,072","1,187","3,847",,,,,,,739,,,,,,,,,,,,,,,,,,,,,25.5,25.2,7.4,23.8,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,10185
Terranora,776,763,264,571,,,132,,,,,,,,,,,,,,,,,,,,,,,,,26.5,26.0,9.0,19.5,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,13802
North Tumbulgum,110,51,30,28,,,5,,,,,,,,,,,,,,,,,,,,,,,,,44.4,20.6,12.1,11.3,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,13012
Tweed Heads South,"1,926","1,700",667,"1,749",,,,,,,357,,,,,,,,,,,,,,,,,,,,,25.4,22.4,8.8,23.0,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,13985
Griffith (NSW),"2,643","6,595","1,973","2,325",,,969,,,,,,,,,,,,,,,,,,,,,,,,,14.5,36.2,10.8,12.8,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,11782
Yoogali,99,715,106,122,,,52,,,,,,,,,,,,,,,,,,,,,,,,,8.0,58.1,8.6,9.9,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,14516
Bilbul,71,269,59,84,,,21,,,,,,,,,,,,,,,,,,,,,,,,,13.0,49.2,10.8,15.4,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,10349
Yenda (NSW),212,643,186,261,,,116,,,,,,,,,,,,,,,,,,,,,,,,,13.8,41.9,12.1,17.0,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,14504
Beelbangera,77,158,43,61,,,28,,,,,,,,,,,,,,,,,,,,,,,,,18.8,38.5,10.5,14.9,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,10251
Myall Park (NSW),35,64,42,28,,,12,,,,,,,,,,,,,,,,,,,,,,,,,18.7,34.2,22.5,15.0,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,12873
Binya,26,64,,25,,,16,,,,4,,,,,,,,,,,,,,,,,,,,,18.8,46.4,,18.1,,,11.6,,,,2.9,,,,,,,,,,,,,,,,,,,,,10373
Hillston,250,413,164,333,,,111,,,,,,,,,,,,,,,,,,,,,,,,,17.1,28.3,11.2,22.8,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,11912
Rankins Springs,31,31,11,40,,,41,,,,,,,,,,,,,,,,,,,,,,,,,18.7,18.7,6.6,24.1,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,13316
Whitton,89,131,57,146,,,,,,,26,,,,,,,,,,,,,,,,,,,,,18.5,27.2,11.9,30.4,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,14280
Tharbogang,57,239,91,60,,,22,,,,,,,,,,,,,,,,,,,,,,,,,11.4,47.7,18.2,12.0,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,13811
Hanwood,153,619,132,163,,,49,,,,,,,,,,,,,,,,,,,,,,,,,12.2,49.4,10.5,13.0,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,11850
Coleambally,247,399,147,279,,,142,,,,,,,,,,,,,,,,,,,,,,,,,18.7,30.2,11.1,21.1,,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,10964
Darlington Point,260,274,123,333,,,73,,,,,,,,,,,,,,,,,,,,,,,,,22.6,23.8,10.7,28.9,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,11215
Carrathool,53,64,35,54,,,18,,,,,,,,,,,,,,,,,,,,,,,,,22.1,26.7,14.6,22.5,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,10827
Goolgowi,94,109,30,88,,,44,,,,,,,,,,,,,,,,,,,,,,,,,23.7,27.5,7.6,22.2,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,11705
Merriwagga,21,26,,21,,,22,,,,9,,,,,,,,,,,,,,,,,,,,,18.6,23.0,,18.6,,,19.5,,,,8.0,,,,,,,,,,,,,,,,,,,,,12586
Nericon,47,118,20,53,,,32,,,,,,,,,,,,,,,,,,,,,,,,,16.4,41.3,7.0,18.5,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,12927
Lake Wyangan,120,451,64,121,,,56,,,,,,,,,,,,,,,,,,,,,,,,,13.2,49.6,7.0,13.3,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,12255
Murrami,49,82,22,50,,,,,,,14,,,,,,,,,,,,,,,,,,,,,21.5,36.0,9.6,21.9,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,12850
Stanbridge,23,54,42,40,,,,,,,18,,,,,,,,,,,,,,,,,,,,,11.2,26.2,20.4,19.4,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,13646
Leeton,"1,284","3,092",897,"1,669",,,,,,,540,,,,,,,,,,,,,,,,,,,,,14.9,35.8,10.4,19.3,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,12293
Yanco,194,348,115,178,,,,,,,50,,,,,,,,,,,,,,,,,,,,,19.7,35.3,11.7,18.0,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,14460
Corbie Hill,24,106,24,30,,,,,,,23,,,,,,,,,,,,,,,,,,,,,10.6,46.9,10.6,13.3,,,,,,,10.2,,,,,,,,,,,,,,,,,,,,,11068
Merungle Hill,44,85,47,48,,,14,,,,,,,,,,,,,,,,,,,,,,,,,17.3,33.5,18.5,18.9,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,12590
Narrandera,899,"1,127",498,"1,084",,,329,,,,,,,,,,,,,,,,,,,,,,,,,20.6,25.8,11.4,24.8,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,12906
Grong Grong,41,68,40,48,,,27,,,,,,,,,,,,,,,,,,,,,,,,,16.8,27.9,16.4,19.7,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,11784
Boree Creek,39,54,27,44,,,27,,,,,,,,,,,,,,,,,,,,,,,,,18.3,25.4,12.7,20.7,,,12.7,,,,,,,,,,,,,,,,,,,,,,,,,10512
Gillenbah,15,24,42,30,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11.8,18.9,33.1,23.6,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,11622
Tumbarumba,411,413,182,526,,,,,,,116,,,,,,,,,,,,,,,,,,,,,22.0,22.1,9.7,28.2,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,13961
Khancoban,94,64,27,47,,,,,,,,20,,,,,,,,,,,,,,,,,,,,31.9,21.7,9.2,15.9,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,12111
Rosewood (Snowy Valleys - NSW),68,48,14,40,,,,,,,23,,,,,,,,,,,,,,,,,,,,,31.5,22.2,6.5,18.5,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,13415
Humula,14,31,8,36,,,,,,,16,,,,,,,,,,,,,,,,,,,,,11.8,26.1,6.7,30.3,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,11952
Tooma,30,19,17,30,,,7,,,,,,,,,,,,,,,,,,,,,,,,,28.0,17.8,15.9,28.0,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,13906
Tumut,"1,009","1,769",760,"1,944",,,170,,,,,,,,,,,,,,,,,,,,,,,,,16.3,28.5,12.2,31.3,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,13966
Gilmore (NSW),17,83,4,48,,,8,,,,,,,,,,,,,,,,,,,,,,,,,10.2,50.0,2.4,28.9,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,11626
Batlow,355,268,144,323,,,59,,,,,,,,,,,,,,,,,,,,,,,,,27.0,20.4,10.9,24.5,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,10232
Talbingo,61,29,47,63,12,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,12.4,20.2,27.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,13730
Gocup,22,56,16,36,,,,,,,10,,,,,,,,,,,,,,,,,,,,,14.7,37.3,10.7,24.0,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,11690
Bombowlee,37,104,38,86,,,,,,,12,,,,,,,,,,,,,,,,,,,,,12.3,34.7,12.7,28.7,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,10459
Lacmalac,28,40,19,52,,,,,,,7,,,,,,,,,,,,,,,,,,,,,18.3,26.1,12.4,34.0,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,12231
Mundongo,19,62,11,75,,,,,,,,12,,,,,,,,,,,,,,,,,,,,9.6,31.5,5.6,38.1,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,12840
Adelong,152,268,75,343,,,,,,,37,,,,,,,,,,,,,,,,,,,,,16.2,28.5,8.0,36.5,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,10018
Cootamundra,"1,113","2,094",585,"1,927",,,445,,,,,,,,,,,,,,,,,,,,,,,,,16.4,30.8,8.6,28.4,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,11053
Stockinbingal,83,87,30,118,,,17,,,,,,,,,,,,,,,,,,,,,,,,,22.6,23.7,8.2,32.2,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,13660
Wallendbeen,35,89,18,97,,,,,,,11,,,,,,,,,,,,,,,,,,,,,13.4,34.0,6.9,37.0,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,14113
Gundagai,185,590,122,625,,,,,,,43,,,,,,,,,,,,,,,,,,,,,11.1,35.3,7.3,37.4,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,11803
South Gundagai,106,231,74,347,,,,,,,30,,,,,,,,,,,,,,,,,,,,,13.1,28.6,9.2,42.9,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,13584
Tumblong,20,34,30,87,,,8,,,,,,,,,,,,,,,,,,,,,,,,,10.3,17.4,15.4,44.6,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,13963
Nangus,23,75,,72,,,5,,,,18,,,,,,,,,,,,,,,,,,,,,11.5,37.5,,36.0,,,2.5,,,,9.0,,,,,,,,,,,,,,,,,,,,,12890
Coolac,26,108,11,40,,,,,,,,6,,,,,,,,,,,,,,,,,,,,12.8,53.2,5.4,19.7,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,11022
Junee,792,"1,334","1,300",972,,,153,,,,,,,,,,,,,,,,,,,,,,,,,16.2,27.2,26.5,19.8,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,12046
Harefield,6,71,,28,9,,,,,,15,,,,,,,,,,,,,,,,,,,,,4.3,50.4,,19.9,6.4,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,11853
Old Junee,52,56,21,62,,,,,,,21,,,,,,,,,,,,,,,,,,,,,20.8,22.4,8.4,24.8,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,13078
Illabo,20,54,11,29,,,16,,,,,,,,,,,,,,,,,,,,,,,,,14.4,38.8,7.9,20.9,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,11972
Bethungra,39,44,19,38,,,,,,,10,,,,,,,,,,,,,,,,,,,,,22.9,25.9,11.2,22.4,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,10328
Wantabadgery,29,49,32,61,,,,,,,9,,,,,,,,,,,,,,,,,,,,,15.3,25.9,16.9,32.3,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,14136
Temora,680,"1,380",296,"1,301",,,274,,,,,,,,,,,,,,,,,,,,,,,,,14.5,29.5,6.3,27.8,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,13784
Springdale (NSW),36,27,25,30,,,15,,,,,,,,,,,,,,,,,,,,,,,,,24.3,18.2,16.9,20.3,,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,13621
Lake Albert (NSW),"1,232","2,058",412,"1,303",,,,,,,353,,,,,,,,,,,,,,,,,,,,,19.9,33.2,6.6,21.0,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,12238
East Wagga Wagga,54,94,27,45,,,11,,,,,,,,,,,,,,,,,,,,,,,,,22.5,39.2,11.2,18.8,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,11364
Kooringal (NSW),"1,743","2,042",519,"1,317",,,345,,,,,,,,,,,,,,,,,,,,,,,,,24.1,28.2,7.2,18.2,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,12193
Gumly Gumly,65,72,30,75,,,,,,,29,,,,,,,,,,,,,,,,,,,,,21.5,23.8,9.9,24.8,,,,,,,9.6,,,,,,,,,,,,,,,,,,,,,11800
Tatton,437,969,164,495,,,119,,,,,,,,,,,,,,,,,,,,,,,,,16.6,36.9,6.2,18.8,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,13775
Estella,509,628,170,415,,,137,,,,,,,,,,,,,,,,,,,,,,,,,22.5,27.8,7.5,18.4,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,11444
Boorooma,188,255,50,141,,,29,,,,,,,,,,,,,,,,,,,,,,,,,21.9,29.7,5.8,16.4,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,10501
North Wagga Wagga,147,218,85,172,,,,,,,39,,,,,,,,,,,,,,,,,,,,,20.8,30.8,12.0,24.3,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,13014
Cartwrights Hill,33,53,,58,,,11,,,,12,,,,,,,,,,,,,,,,,,,,,17.8,28.6,,31.4,,,5.9,,,,6.5,,,,,,,,,,,,,,,,,,,,,10839
Springvale (Wagga Wagga - NSW),214,738,,424,,,74,,,,119,,,,,,,,,,,,,,,,,,,,,12.4,42.6,,24.5,,,4.3,,,,6.9,,,,,,,,,,,,,,,,,,,,,13628
Lloyd,172,259,51,158,,,46,,,,,,,,,,,,,,,,,,,,,,,,,20.5,30.9,6.1,18.8,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,12365
Bourkelands,539,"1,011",156,555,,,116,,,,,,,,,,,,,,,,,,,,,,,,,19.0,35.6,5.5,19.5,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,10523
Glenfield Park,"1,093","1,734",331,"1,102",,,250,,,,,,,,,,,,,,,,,,,,,,,,,21.0,33.3,6.4,21.1,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,11665
