,1-15 hours per week,16-24 hours per week,25-34 hours per week,35-39 hours per week,40 hours or more per week,1-15 hours per week (%),16-24 hours per week (%),25-34 hours per week (%),35-39 hours per week (%),40 hours or more per week (%),SSC_CODE
Burringbar,50.0,46.0,65.0,69.0,124.0,13.4,12.3,17.4,18.4,33.2,10713
Hastings Point,29.0,16.0,34.0,29.0,34.0,19.3,10.7,22.7,19.3,22.7,11868
Round Mountain,11.0,9.0,5.0,14.0,35.0,14.9,12.2,6.8,18.9,47.3,13425
Cudgera Creek,20.0,27.0,21.0,19.0,69.0,12.1,16.4,12.7,11.5,41.8,11144
Tweed Heads,378.0,334.0,454.0,528.0,1010.0,13.2,11.6,15.8,18.4,35.2,13984
Tweed Heads West,284.0,260.0,346.0,402.0,731.0,13.1,12.0,16.0,18.6,33.8,13986
Piggabeen,22.0,20.0,20.0,13.0,45.0,17.1,15.5,15.5,10.1,34.9,13202
Bilambil Heights,167.0,152.0,258.0,264.0,587.0,11.1,10.1,17.1,17.5,38.9,10348
Cobaki,10.0,10.0,18.0,14.0,42.0,10.3,10.3,18.6,14.4,43.3,10947
Bilambil,25.0,21.0,29.0,29.0,69.0,14.2,11.9,16.5,16.5,39.2,10347
Carool,8.0,8.0,10.0,10.0,36.0,10.7,10.7,13.3,13.3,48.0,10822
Glengarrie,8.0,0.0,4.0,4.0,9.0,32.0,0.0,16.0,16.0,36.0,11666
Banora Point,892.0,704.0,979.0,1215.0,2176.0,14.2,11.2,15.6,19.4,34.7,10185
Terranora,198.0,166.0,196.0,208.0,540.0,14.2,11.9,14.1,15.0,38.8,13802
North Tumbulgum,14.0,10.0,16.0,20.0,51.0,12.2,8.7,13.9,17.4,44.3,13012
Tweed Heads South,389.0,282.0,415.0,511.0,771.0,15.4,11.2,16.4,20.2,30.5,13985
Griffith (NSW),766.0,743.0,858.0,1920.0,3335.0,9.5,9.3,10.7,23.9,41.6,11782
Yoogali,78.0,55.0,65.0,119.0,268.0,12.6,8.9,10.5,19.2,43.3,14516
Bilbul,33.0,29.0,31.0,67.0,118.0,11.5,10.1,10.8,23.3,41.0,10349
Yenda (NSW),90.0,54.0,75.0,154.0,312.0,12.2,7.3,10.2,20.9,42.3,14504
Beelbangera,23.0,22.0,16.0,43.0,81.0,11.1,10.6,7.7,20.8,39.1,10251
Myall Park (NSW),3.0,4.0,17.0,17.0,48.0,3.4,4.5,19.1,19.1,53.9,12873
Binya,10.0,0.0,8.0,6.0,43.0,14.1,0.0,11.3,8.5,60.6,10373
Hillston,61.0,58.0,95.0,92.0,338.0,8.6,8.2,13.4,13.0,47.7,11912
Rankins Springs,13.0,11.0,7.0,6.0,57.0,13.0,11.0,7.0,6.0,57.0,13316
Whitton,15.0,19.0,15.0,35.0,78.0,8.8,11.1,8.8,20.5,45.6,14280
Tharbogang,19.0,18.0,17.0,32.0,103.0,9.2,8.7,8.3,15.5,50.0,13811
Hanwood,70.0,67.0,72.0,138.0,275.0,10.6,10.1,10.9,20.9,41.6,11850
Coleambally,57.0,65.0,69.0,76.0,337.0,8.7,10.0,10.6,11.7,51.7,10964
Darlington Point,43.0,34.0,56.0,120.0,194.0,8.8,6.9,11.4,24.5,39.6,11215
Carrathool,15.0,7.0,7.0,7.0,68.0,12.5,5.8,5.8,5.8,56.7,10827
Goolgowi,19.0,15.0,13.0,41.0,101.0,9.5,7.5,6.5,20.5,50.5,11705
Merriwagga,5.0,0.0,5.0,8.0,38.0,8.9,0.0,8.9,14.3,67.9,12586
Nericon,12.0,16.0,27.0,34.0,62.0,7.8,10.4,17.5,22.1,40.3,12927
Lake Wyangan,61.0,48.0,43.0,75.0,223.0,12.6,9.9,8.8,15.4,45.9,12255
Murrami,4.0,14.0,6.0,18.0,59.0,3.4,12.1,5.2,15.5,50.9,12850
Stanbridge,11.0,3.0,6.0,19.0,29.0,14.7,4.0,8.0,25.3,38.7,13646
Leeton,379.0,271.0,382.0,733.0,1768.0,10.1,7.2,10.2,19.6,47.2,12293
Yanco,26.0,16.0,35.0,32.0,139.0,9.5,5.8,12.7,11.6,50.5,14460
Corbie Hill,18.0,11.0,11.0,25.0,58.0,14.2,8.7,8.7,19.7,45.7,11068
Merungle Hill,15.0,9.0,5.0,21.0,51.0,14.3,8.6,4.8,20.0,48.6,12590
Narrandera,176.0,164.0,177.0,296.0,722.0,10.6,9.9,10.7,17.8,43.5,12906
Grong Grong,8.0,7.0,10.0,4.0,78.0,6.5,5.6,8.1,3.2,62.9,11784
Boree Creek,13.0,8.0,5.0,4.0,49.0,16.5,10.1,6.3,5.1,62.0,10512
Gillenbah,0.0,11.0,4.0,12.0,28.0,0.0,20.0,7.3,21.8,50.9,11622
Tumbarumba,92.0,79.0,78.0,164.0,322.0,11.8,10.1,10.0,21.0,41.2,13961
Khancoban,11.0,8.0,13.0,9.0,47.0,11.0,8.0,13.0,9.0,47.0,12111
