,Separate house,"Semi-detached, row or terrace house, townhouse etc",Flat or apartment,Other dwelling,Separate house (%),"Semi-detached, row or terrace house, townhouse etc (%)",Flat or apartment (%),Other dwelling (%),SSC_CODE
Lower Boro,67.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12402
New South Wales,1729820.0,317453.0,519390.0,23580.0,66.4,12.2,19.9,0.9,
Australia,6041788.0,1055016.0,1087434.0,64425.0,72.9,12.7,13.1,0.8,
Oallen,51.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13062
Braidwood,569.0,22.0,4.0,3.0,93.4,3.6,0.7,0.5,10547
Majors Creek (NSW),94.0,0.0,0.0,4.0,95.9,0.0,0.0,4.1,12452
Araluen (NSW),68.0,0.0,0.0,0.0,95.8,0.0,0.0,0.0,10070
Reidsdale,43.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13348
Bombay,39.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10456
Warri,35.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14172
Mongarlowe,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12678
Karabar,2383.0,498.0,66.0,4.0,80.6,16.8,2.2,0.1,12071
Queanbeyan,1050.0,647.0,918.0,15.0,39.8,24.5,34.8,0.6,13291
Crestwood,933.0,399.0,649.0,0.0,47.1,20.1,32.8,0.0,11115
Queanbeyan East,535.0,548.0,651.0,0.0,30.8,31.5,37.5,0.0,13292
Greenleigh,203.0,20.0,0.0,0.0,91.0,9.0,0.0,0.0,11767
The Ridgeway,61.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13836
Bungendore,1282.0,22.0,7.0,4.0,97.5,1.7,0.5,0.3,10684
Sutton (NSW),422.0,5.0,0.0,30.0,92.3,1.1,0.0,6.6,13702
Carwoola,448.0,0.0,0.0,3.0,99.3,0.0,0.0,0.7,10841
Hoskinstown,57.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11944
Captains Flat,225.0,0.0,5.0,3.0,96.6,0.0,2.1,1.3,10804
Burra (Queanbeyan-Palerang Regional - NSW),244.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10697
Mount Fairy,74.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12758
Mulloon,44.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12827
Royalla,263.0,0.0,0.0,3.0,98.9,0.0,0.0,1.1,13434
Urila,40.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14059
Tarago,134.0,0.0,0.0,4.0,97.1,0.0,0.0,2.9,13758
Currawang,58.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11177
Googong,779.0,0.0,0.0,0.0,99.6,0.0,0.0,0.0,11704
Wamboin,514.0,0.0,0.0,3.0,98.8,0.0,0.0,0.6,14123
Bywong,445.0,0.0,0.0,0.0,98.9,0.0,0.0,0.0,10735
Michelago,171.0,0.0,0.0,0.0,98.3,0.0,0.0,0.0,12598
Jerrabomberra,2593.0,411.0,0.0,0.0,86.1,13.6,0.0,0.0,12016
Queanbeyan West,810.0,239.0,65.0,0.0,72.5,21.4,5.8,0.0,13293
Delegate,154.0,0.0,0.0,3.0,98.1,0.0,0.0,1.9,11233
Bombala,519.0,9.0,13.0,7.0,94.0,1.6,2.4,1.3,10455
Cathcart (NSW),40.0,0.0,0.0,3.0,93.0,0.0,0.0,7.0,10855
Cooma (NSW),2349.0,108.0,164.0,26.0,87.4,4.0,6.1,1.0,11036
Kosciuszko National Park,0.0,0.0,31.0,3.0,0.0,0.0,24.6,2.4,12199
Adaminaby,129.0,0.0,0.0,0.0,97.7,0.0,0.0,0.0,10015
Nimmitabel,129.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12966
Numeralla,86.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13039
Colinton (NSW),34.0,0.0,0.0,3.0,91.9,0.0,0.0,8.1,10968
Dairymans Plains,55.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11188
Binjura,107.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10370
Bunyan,62.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10691
Bredbo,100.0,0.0,0.0,3.0,97.1,0.0,0.0,2.9,10559
Berridale,405.0,46.0,9.0,0.0,88.0,10.0,2.0,0.0,10316
Kalkite,74.0,3.0,0.0,0.0,96.1,3.9,0.0,0.0,12052
Crackenback,35.0,0.0,3.0,3.0,67.3,0.0,5.8,5.8,11103
Jindabyne,498.0,168.0,179.0,17.0,55.1,18.6,19.8,1.9,12030
East Jindabyne,214.0,3.0,8.0,0.0,91.8,1.3,3.4,0.0,11352
Dalgety,81.0,0.0,0.0,5.0,94.2,0.0,0.0,5.8,11190
Moonbah,180.0,0.0,0.0,3.0,95.2,0.0,0.0,1.6,12698
Catalina,771.0,102.0,31.0,0.0,85.3,11.3,3.4,0.0,10853
Batemans Bay,276.0,101.0,282.0,10.0,40.5,14.8,41.4,1.5,10229
Nelligen,138.0,0.0,3.0,0.0,97.9,0.0,2.1,0.0,12920
Long Beach,487.0,48.0,0.0,0.0,91.0,9.0,0.0,0.0,12376
Benandarah,37.0,0.0,0.0,19.0,66.1,0.0,0.0,33.9,10287
North Batemans Bay,150.0,10.0,64.0,7.0,64.9,4.3,27.7,3.0,12982
Surfside,477.0,15.0,26.0,3.0,91.0,2.9,5.0,0.6,13698
Maloneys Beach,132.0,16.0,0.0,0.0,89.2,10.8,0.0,0.0,12460
Lilli Pilli (Eurobodalla - NSW),225.0,6.0,0.0,0.0,96.2,2.6,0.0,0.0,12321
Malua Bay,703.0,9.0,3.0,0.0,96.8,1.2,0.4,0.0,12461
Surf Beach (NSW),568.0,142.0,63.0,0.0,73.2,18.3,8.1,0.0,13697
Denhams Beach,137.0,30.0,25.0,0.0,71.4,15.6,13.0,0.0,11236
Sunshine Bay,431.0,66.0,13.0,24.0,80.7,12.4,2.4,4.5,13695
Rosedale (NSW),89.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13407
Batehaven,495.0,102.0,107.0,20.0,67.9,14.0,14.7,2.7,10228
Bega,1597.0,176.0,32.0,3.0,87.6,9.6,1.8,0.2,10253
Tathra,541.0,71.0,81.0,11.0,76.8,10.1,11.5,1.6,13774
Kalaru,225.0,0.0,0.0,20.0,91.8,0.0,0.0,8.2,12051
Wallagoot,186.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14103
Bournda,36.0,0.0,0.0,15.0,70.6,0.0,0.0,29.4,10524
Tarraganda,119.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13768
Kanoona,42.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12066
Toothdale,60.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13914
Wolumla,250.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14362
Wyndham (NSW),135.0,0.0,0.0,0.0,97.8,0.0,0.0,0.0,14443
Kiah,48.0,0.0,0.0,6.0,88.9,0.0,0.0,11.1,12115
Towamba,92.0,0.0,0.0,3.0,96.8,0.0,0.0,3.2,13927
Lochiel (NSW),120.0,0.0,0.0,4.0,96.8,0.0,0.0,3.2,12367
Nethercote,114.0,0.0,0.0,3.0,97.4,0.0,0.0,2.6,12932
Candelo,261.0,5.0,0.0,0.0,98.1,1.9,0.0,0.0,10788
Tantawangalo,46.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13753
Bemboka,225.0,0.0,0.0,8.0,96.6,0.0,0.0,3.4,10284
Quaama,115.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13285
Cobargo,291.0,6.0,11.0,3.0,90.4,1.9,3.4,0.9,10951
Yowrie,49.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14520
Wandella (NSW),56.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14128
Verona,109.0,0.0,0.0,3.0,97.3,0.0,0.0,2.7,14073
Tanja,66.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13749
Coolagolite,113.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11023
Brogo,196.0,0.0,0.0,7.0,94.2,0.0,0.0,3.4,10589
Stony Creek (Bega Valley - NSW),47.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13668
Numbugga,45.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13038
Buckajo,100.0,0.0,0.0,0.0,91.7,0.0,0.0,0.0,10629
Broulee,463.0,166.0,22.0,3.0,69.8,25.0,3.3,0.5,10608
Tomakin,321.0,12.0,14.0,45.0,81.9,3.1,3.6,11.5,13890
Mossy Point,210.0,3.0,8.0,0.0,95.0,1.4,3.6,0.0,12741
Bodalla,288.0,0.0,0.0,4.0,97.6,0.0,0.0,1.4,10434
Narooma,776.0,184.0,113.0,92.0,66.6,15.8,9.7,7.9,12900
Eden,1000.0,95.0,99.0,38.0,80.5,7.6,8.0,3.1,11375
South Durras,113.0,0.0,0.0,5.0,95.8,0.0,0.0,4.2,13580
Mogo (Eurobodalla - NSW),112.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12660
Mogendoura,72.0,0.0,0.0,0.0,93.5,0.0,0.0,0.0,12657
Turlinjah,48.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13975
Kianga (NSW),315.0,0.0,0.0,0.0,99.1,0.0,0.0,0.0,12119
Tuross Head,968.0,24.0,34.0,0.0,94.0,2.3,3.3,0.0,13979
Pambula Beach,230.0,38.0,4.0,4.0,83.3,13.8,1.4,1.4,13141
Merimbula,804.0,437.0,213.0,30.0,53.2,28.9,14.1,2.0,12575
Tura Beach,1067.0,145.0,56.0,0.0,84.1,11.4,4.4,0.0,13973
South Pambula,155.0,0.0,5.0,0.0,96.9,0.0,3.1,0.0,13595
Pambula,248.0,109.0,3.0,22.0,64.4,28.3,0.8,5.7,13140
Bald Hills (NSW),86.0,5.0,0.0,0.0,94.5,5.5,0.0,0.0,10147
Millingandi,100.0,75.0,0.0,39.0,46.7,35.0,0.0,18.2,12622
Mirador,130.0,3.0,0.0,0.0,97.7,2.3,0.0,0.0,12644
Berrambool,113.0,82.0,0.0,0.0,57.9,42.1,0.0,0.0,10312
Moruya,1439.0,38.0,103.0,36.0,88.3,2.3,6.3,2.2,12734
Moruya Heads,321.0,45.0,17.0,0.0,82.9,11.6,4.4,0.0,12735
Congo,84.0,0.0,0.0,3.0,96.6,0.0,0.0,3.4,11008
Bingie,75.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10367
Bermagui,523.0,84.0,29.0,14.0,79.6,12.8,4.4,2.1,10307
Dalmeny,686.0,39.0,12.0,0.0,92.1,5.2,1.6,0.0,11191
Wallaga Lake,245.0,0.0,0.0,4.0,95.3,0.0,0.0,1.6,14102
Central Tilba,102.0,0.0,3.0,3.0,94.4,0.0,2.8,2.8,10877
North Narooma,242.0,4.0,7.0,0.0,94.5,1.6,2.7,0.0,12998
Mystery Bay,79.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12883
Goulburn,7095.0,853.0,357.0,81.0,84.2,10.1,4.2,1.0,11725
Run-o-Waters,149.0,3.0,0.0,0.0,98.0,2.0,0.0,0.0,13440
Marulan,422.0,0.0,3.0,3.0,97.9,0.0,0.7,0.7,12513
Windellama,132.0,0.0,0.0,0.0,97.1,0.0,0.0,0.0,14318
Bigga,83.0,0.0,0.0,0.0,94.3,0.0,0.0,0.0,10346
Tirrannaville,77.0,0.0,0.0,0.0,96.2,0.0,0.0,0.0,13883
Lake Bathurst,69.0,0.0,0.0,0.0,95.8,0.0,0.0,0.0,12239
Quialigo,81.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13297
Laggan,123.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12235
Parkesbourne,64.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13152
Crookwell,998.0,56.0,3.0,11.0,93.4,5.2,0.3,1.0,11123
Bungonia,139.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10685
Collector,99.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10972
Middle Arm,117.0,0.0,0.0,5.0,93.6,0.0,0.0,4.0,12599
Taralga,156.0,3.0,0.0,3.0,94.0,1.8,0.0,1.8,13759
Brayton,59.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10554
Greenwich Park,41.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11771
Tallong,284.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13733
Binda,93.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10363
Mummel,37.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12835
Baw Baw (NSW),88.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10234
Boxers Creek,80.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10541
Gundary,76.0,0.0,0.0,3.0,92.7,0.0,0.0,3.7,11806
Yass,2107.0,203.0,20.0,19.0,89.4,8.6,0.8,0.8,14493
Bookham,52.0,0.0,0.0,3.0,94.5,0.0,0.0,5.5,10478
Binalong,215.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10362
Manton (NSW),98.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12481
Dalton,77.0,0.0,0.0,0.0,95.1,0.0,0.0,0.0,11194
Gundaroo,361.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,11805
Bowning,206.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10535
Gunning,248.0,7.0,0.0,5.0,94.3,2.7,0.0,1.9,11813
Good Hope,44.0,0.0,0.0,0.0,81.5,0.0,0.0,0.0,11700
Wallaroo (NSW),211.0,0.0,0.0,0.0,98.6,0.0,0.0,0.0,14112
Murrumbateman,987.0,3.0,3.0,4.0,98.7,0.3,0.3,0.4,12860
Springrange,85.0,0.0,0.0,0.0,96.6,0.0,0.0,0.0,13625
Marchmont,74.0,0.0,0.0,3.0,96.1,0.0,0.0,3.9,12487
Young,3358.0,197.0,260.0,9.0,87.6,5.1,6.8,0.2,14518
Kingsvale,63.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12161
Burrangong,83.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10706
Wombat,84.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14364
Harden,780.0,27.0,0.0,14.0,94.0,3.3,0.0,1.7,11851
Boorowa,613.0,0.0,46.0,0.0,92.0,0.0,6.9,0.0,10503
Maimuru,52.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12444
Koorawatha,54.0,99.0,0.0,0.0,31.8,58.2,0.0,0.0,12192
Monteagle,75.0,0.0,0.0,0.0,96.2,0.0,0.0,0.0,12683
Murringo,145.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12858
Avoca Beach,1272.0,90.0,68.0,90.0,83.3,5.9,4.5,5.9,10114
Copacabana,873.0,29.0,20.0,7.0,93.2,3.1,2.1,0.7,11056
Killcare Heights,277.0,3.0,6.0,0.0,96.9,1.0,2.1,0.0,12134
Macmasters Beach,442.0,3.0,0.0,0.0,98.7,0.7,0.0,0.0,12432
Empire Bay,777.0,28.0,15.0,7.0,94.0,3.4,1.8,0.8,11415
Wagstaffe,87.0,5.0,0.0,0.0,94.6,5.4,0.0,0.0,14084
St Huberts Island,410.0,7.0,0.0,0.0,98.3,1.7,0.0,0.0,13638
Killcare,162.0,10.0,0.0,0.0,94.2,5.8,0.0,0.0,12133
Bensville,787.0,7.0,3.0,0.0,98.3,0.9,0.4,0.0,10297
Daleys Point,217.0,26.0,74.0,0.0,68.5,8.2,23.3,0.0,11189
Pretty Beach (Central Coast - NSW),124.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13261
Hardys Bay,84.0,3.0,0.0,0.0,96.6,3.4,0.0,0.0,11852
Kincumber South,384.0,0.0,0.0,0.0,98.5,0.0,0.0,0.0,12142
Somersby,324.0,0.0,3.0,0.0,97.9,0.0,0.9,0.0,13571
Calga,40.0,4.0,0.0,0.0,90.9,9.1,0.0,0.0,10752
Woy Woy,2787.0,1219.0,395.0,65.0,62.0,27.1,8.8,1.4,14425
Patonga,98.0,0.0,0.0,3.0,97.0,0.0,0.0,3.0,13160
Mooney Mooney,117.0,0.0,0.0,0.0,97.5,0.0,0.0,0.0,12704
Kariong,1819.0,147.0,5.0,0.0,91.8,7.4,0.3,0.0,12074
Peats Ridge,109.0,5.0,0.0,9.0,88.6,4.1,0.0,7.3,13172
Central Mangrove,91.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10876
Mangrove Mountain,213.0,4.0,0.0,5.0,94.7,1.8,0.0,2.2,12472
Kulnura,204.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12206
Mount White,47.0,0.0,14.0,22.0,54.7,0.0,16.3,25.6,12803
Wisemans Ferry,73.0,0.0,0.0,21.0,77.7,0.0,0.0,22.3,14344
Gunderman,68.0,0.0,0.0,4.0,94.4,0.0,0.0,5.6,11808
Spencer,111.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13607
Erina,1375.0,497.0,84.0,0.0,70.1,25.3,4.3,0.0,11433
Green Point (Central Coast - NSW),2106.0,195.0,122.0,4.0,86.7,8.0,5.0,0.2,11753
Matcham,294.0,0.0,0.0,0.0,98.7,0.0,0.0,0.0,12520
Holgate,272.0,0.0,0.0,0.0,98.9,0.0,0.0,0.0,11921
Lisarow,1362.0,209.0,100.0,0.0,81.0,12.4,5.9,0.0,12343
Erina Heights,114.0,6.0,0.0,0.0,92.7,4.9,0.0,0.0,11434
Terrigal,3039.0,316.0,772.0,0.0,73.1,7.6,18.6,0.0,13805
Springfield (Central Coast - NSW),1367.0,43.0,16.0,0.0,95.6,3.0,1.1,0.0,13623
North Gosford,817.0,264.0,345.0,0.0,56.9,18.4,24.0,0.0,12991
West Gosford,142.0,151.0,281.0,0.0,24.6,26.1,48.6,0.0,14244
Gosford,117.0,165.0,1345.0,0.0,7.1,10.1,82.0,0.0,11722
East Gosford,721.0,603.0,518.0,3.0,38.7,32.3,27.8,0.2,11349
Point Frederick,304.0,105.0,396.0,0.0,37.3,12.9,48.5,0.0,13232
Kincumber,1834.0,949.0,51.0,0.0,64.6,33.5,1.8,0.0,12141
Narara,2367.0,324.0,9.0,0.0,87.3,11.9,0.3,0.0,12895
Niagara Park,757.0,108.0,12.0,72.0,79.4,11.3,1.3,7.6,12961
Point Clare,1157.0,124.0,114.0,3.0,81.9,8.8,8.1,0.2,13231
Tascott,587.0,8.0,15.0,3.0,95.8,1.3,2.4,0.5,13772
Koolewong,321.0,14.0,12.0,0.0,92.5,4.0,3.5,0.0,12185
Saratoga,1286.0,38.0,23.0,6.0,95.0,2.8,1.7,0.4,13492
Davistown,727.0,141.0,127.0,0.0,72.8,14.1,12.7,0.0,11221
Yattalunga (NSW),187.0,0.0,3.0,0.0,98.4,0.0,1.6,0.0,14496
North Avoca,676.0,23.0,39.0,0.0,91.2,3.1,5.3,0.0,12980
Umina Beach,4866.0,890.0,437.0,158.0,76.3,14.0,6.9,2.5,14007
Booker Bay,304.0,226.0,26.0,19.0,52.4,39.0,4.5,3.3,10477
Ettalong Beach,1158.0,798.0,126.0,126.0,52.0,35.8,5.7,5.7,11445
Pearl Beach,225.0,0.0,0.0,0.0,98.3,0.0,0.0,0.0,13171
Wamberal,1875.0,102.0,154.0,0.0,87.8,4.8,7.2,0.0,14122
Forresters Beach,808.0,199.0,23.0,3.0,78.2,19.3,2.2,0.3,11549
Tumbi Umbi,1507.0,237.0,0.0,0.0,86.3,13.6,0.0,0.0,13962
Horsfield Bay,171.0,3.0,0.0,0.0,98.3,1.7,0.0,0.0,11941
Phegans Bay,154.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13192
Woy Woy Bay,148.0,0.0,3.0,0.0,98.0,0.0,2.0,0.0,14426
Blackwall (NSW),535.0,187.0,11.0,28.0,70.0,24.5,1.4,3.7,10399
Wyoming,2775.0,797.0,81.0,36.0,75.2,21.6,2.2,1.0,14445
Bateau Bay,3528.0,711.0,217.0,13.0,78.6,15.8,4.8,0.3,10227
Killarney Vale,2310.0,219.0,3.0,0.0,91.1,8.6,0.1,0.0,12131
Blue Haven,2057.0,32.0,3.0,3.0,98.2,1.5,0.1,0.1,10415
San Remo (NSW),1447.0,40.0,0.0,3.0,96.8,2.7,0.0,0.2,13470
Doyalson,109.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11286
Buff Point,1248.0,29.0,12.0,0.0,96.8,2.2,0.9,0.0,10645
Budgewoi,1223.0,30.0,102.0,22.0,88.6,2.2,7.4,1.6,10642
Halekulani,991.0,6.0,16.0,35.0,93.9,0.6,1.5,3.3,11830
Glenning Valley,632.0,24.0,0.0,0.0,95.9,3.6,0.0,0.0,11672
Berkeley Vale,2595.0,112.0,215.0,3.0,88.6,3.8,7.3,0.1,10304
Chittaway Point,316.0,3.0,8.0,0.0,96.6,0.9,2.4,0.0,10912
Chittaway Bay,661.0,16.0,12.0,0.0,95.9,2.3,1.7,0.0,10911
Kanwal,1094.0,38.0,114.0,81.0,82.0,2.8,8.5,6.1,12067
Wyongah,672.0,6.0,0.0,0.0,99.1,0.9,0.0,0.0,14448
Tuggerawong,397.0,8.0,16.0,34.0,86.1,1.7,3.5,7.4,13951
Rocky Point (NSW),94.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13388
Gorokan,2560.0,149.0,588.0,0.0,77.5,4.5,17.8,0.0,11721
Charmhaven,802.0,51.0,0.0,0.0,94.0,6.0,0.0,0.0,10889
Lake Haven,955.0,279.0,171.0,0.0,65.6,19.2,11.8,0.0,12247
Jilliby,445.0,0.0,4.0,0.0,99.1,0.0,0.9,0.0,12027
Yarramalong,121.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14475
Wyong Creek,141.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14447
Dooralong,88.0,0.0,3.0,0.0,93.6,0.0,3.2,0.0,11276
Lake Munmorah,2037.0,8.0,24.0,0.0,98.3,0.4,1.2,0.0,12253
Chain Valley Bay,1018.0,0.0,4.0,12.0,98.5,0.0,0.4,1.2,10880
Mannering Park,853.0,21.0,15.0,12.0,94.4,2.3,1.7,1.3,12477
Doyalson North,212.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11287
Ourimbah,1039.0,324.0,8.0,0.0,75.6,23.6,0.6,0.0,13103
Fountaindale,203.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11554
Gwandalan,1188.0,17.0,8.0,0.0,97.9,1.4,0.7,0.0,11824
Summerland Point,916.0,9.0,18.0,14.0,95.7,0.9,1.9,1.5,13690
Long Jetty,1437.0,1057.0,157.0,16.0,53.4,39.3,5.8,0.6,12378
Shelly Beach (NSW),404.0,61.0,3.0,3.0,85.8,13.0,0.6,0.6,13535
Blue Bay,211.0,160.0,60.0,3.0,48.6,36.9,13.8,0.7,10414
Toowoon Bay,111.0,79.0,27.0,22.0,44.9,32.0,10.9,8.9,13916
The Entrance North,294.0,131.0,119.0,16.0,52.1,23.2,21.1,2.8,13819
Magenta (NSW),39.0,42.0,0.0,0.0,48.1,51.9,0.0,0.0,12441
The Entrance,519.0,366.0,945.0,16.0,27.9,19.7,50.9,0.9,13818
Toukley,1304.0,309.0,221.0,0.0,70.9,16.8,12.0,0.0,13925
Canton Beach,187.0,296.0,47.0,43.0,32.4,51.3,8.1,7.5,10798
Noraville,987.0,37.0,38.0,0.0,92.9,3.5,3.6,0.0,12974
Norah Head,350.0,17.0,7.0,12.0,90.0,4.4,1.8,3.1,12973
Kangy Angy,101.0,0.0,0.0,0.0,96.2,0.0,0.0,0.0,12064
Tuggerah,252.0,87.0,0.0,0.0,73.3,25.3,0.0,0.0,13950
Wyong,1194.0,262.0,185.0,42.0,70.4,15.5,10.9,2.5,14446
Mardi,913.0,227.0,20.0,0.0,78.4,19.5,1.7,0.0,12488
Tacoma South,90.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13725
Hamlyn Terrace,1655.0,204.0,0.0,0.0,88.9,11.0,0.0,0.0,11843
Woongarrah,1506.0,8.0,3.0,0.0,99.1,0.5,0.2,0.0,14415
Warnervale,195.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14154
Wallarah,89.0,8.0,0.0,0.0,91.8,8.2,0.0,0.0,14109
Wadalba,904.0,48.0,0.0,0.0,95.0,5.0,0.0,0.0,14080
Watanobbi,1170.0,134.0,30.0,0.0,87.5,10.0,2.2,0.0,14181
Tacoma,188.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13724
Llanarth (NSW),697.0,3.0,0.0,0.0,99.6,0.4,0.0,0.0,12362
South Bathurst,553.0,50.0,5.0,0.0,90.5,8.2,0.8,0.0,13577
Bathurst,1550.0,927.0,491.0,11.0,51.8,31.0,16.4,0.4,10231
Robin Hill,300.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13375
West Bathurst,1356.0,76.0,5.0,0.0,94.2,5.3,0.3,0.0,14241
Mitchell (NSW),28.0,54.0,26.0,0.0,25.9,50.0,24.1,0.0,12650
Gormans Hill,218.0,41.0,0.0,0.0,68.8,12.9,0.0,0.0,11720
Abercrombie,336.0,11.0,0.0,0.0,96.8,3.2,0.0,0.0,10004
Eglinton (NSW),741.0,0.0,4.0,3.0,99.1,0.0,0.5,0.4,11386
Windradyne,948.0,86.0,17.0,0.0,86.9,7.9,1.6,0.0,14324
Raglan (NSW),395.0,0.0,0.0,3.0,99.2,0.0,0.0,0.8,13304
White Rock (NSW),205.0,0.0,0.0,0.0,97.2,0.0,0.0,0.0,14275
Kelso (NSW),2694.0,199.0,32.0,11.0,91.2,6.7,1.1,0.4,12090
O'Connell (NSW),176.0,0.0,0.0,3.0,95.1,0.0,0.0,1.6,13052
Brewongle,48.0,3.0,0.0,0.0,94.1,5.9,0.0,0.0,10564
Perthville,196.0,3.0,3.0,0.0,97.0,1.5,1.5,0.0,13189
Peel,87.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13174
Georges Plains,70.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11602
Rock Forest,67.0,0.0,0.0,0.0,95.7,0.0,0.0,0.0,13377
The Lagoon,73.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13828
Yetholme,85.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14513
Oberon,1101.0,8.0,44.0,0.0,90.9,0.7,3.6,0.0,13068
Black Springs (NSW),76.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10389
Condobolin,1194.0,7.0,40.0,8.0,95.4,0.6,3.2,0.6,11002
Tullamore,157.0,0.0,3.0,0.0,98.1,0.0,1.9,0.0,13954
Lake Cargelligo,410.0,3.0,23.0,0.0,81.5,0.6,4.6,0.0,12242
Ungarie,203.0,0.0,3.0,0.0,96.7,0.0,1.4,0.0,14011
Fifield,39.0,0.0,0.0,3.0,92.9,0.0,0.0,7.1,11514
Tottenham (NSW),172.0,0.0,0.0,0.0,98.3,0.0,0.0,0.0,13923
Cowra,3457.0,150.0,226.0,30.0,88.9,3.9,5.8,0.8,11099
Canowindra,850.0,9.0,28.0,12.0,94.5,1.0,3.1,1.3,10796
Woodstock (Cowra - NSW),255.0,0.0,0.0,0.0,90.4,0.0,0.0,0.0,14394
Gooloogong,152.0,0.0,0.0,0.0,97.4,0.0,0.0,0.0,11709
Mandurama,147.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12467
Wattamondara,78.0,3.0,0.0,0.0,96.3,3.7,0.0,0.0,14190
Forbes (NSW),2792.0,119.0,139.0,57.0,89.5,3.8,4.5,1.8,11536
Eugowra,298.0,3.0,0.0,4.0,97.7,1.0,0.0,1.3,11454
Grenfell,1031.0,36.0,8.0,11.0,94.7,3.3,0.7,1.0,11776
