,Italian,Assyrian Neo-Aramaic,Arabic,Croatian,Spanish,&nbsp;,English only spoken at home,Households where two or more languages are spoken,Cantonese,Greek,Mandarin,Hindi,Tagalog,Punjabi,Sinhalese,Gujarati,Macedonian,Serbian,German,Samoan,Tongan,Fijian,Maltese,Indonesian,French,Filipino,Thai,Korean,Japanese,Nepali,Portuguese,Vietnamese,Turkish,Urdu,Latvian,Dutch,Afrikaans,Russian,Persian (excluding Dari,Tamil,Maori (Cook Island,Hebrew,Hungarian,Norwegian,Slovak,Gaelic (Scotland,Armenian,Danish,Khmer,Dinka,Swedish,Lao,Icelandic,Finnish,Polish,Ukrainian,Chaldean Neo-Aramaic,Dari,Maori (New Zealand,Min Nan,Swahili,Marathi,Albanian,Irish,Welsh,Estonian,Bengali,Bosnian,Kinyarwanda (Rwanda,Malay,"Celtic, nec",Auslan,"Serbo-Croatian/Yugoslavian, so described",Czech,Burmese,Karen,Tokelauan,Malayalam,Telugu,Lithuanian,Italian (%),Assyrian Neo-Aramaic (%),Arabic (%),Croatian (%),Spanish (%),&nbsp; (%),English only spoken at home (%),Households where two or more languages are spoken (%),Cantonese (%),Greek (%),Mandarin (%),Hindi (%),Tagalog (%),Punjabi (%),Sinhalese (%),Gujarati (%),Macedonian (%),Serbian (%),German (%),Samoan (%),Tongan (%),Fijian (%),Maltese (%),Indonesian (%),French (%),Filipino (%),Thai (%),Korean (%),Japanese (%),Nepali (%),Portuguese (%),Vietnamese (%),Turkish (%),Urdu (%),Latvian (%),Dutch (%),Afrikaans (%),Russian (%),Persian (excluding Dari (%),Tamil (%),Maori (Cook Island (%),Hebrew (%),Hungarian (%),Norwegian (%),Slovak (%),Gaelic (Scotland (%),Armenian (%),Danish (%),Khmer (%),Dinka (%),Swedish (%),Lao (%),Icelandic (%),Finnish (%),Polish (%),Ukrainian (%),Chaldean Neo-Aramaic (%),Dari (%),Maori (New Zealand (%),Min Nan (%),Swahili (%),Marathi (%),Albanian (%),Irish (%),Welsh (%),Estonian (%),Bengali (%),Bosnian (%),Kinyarwanda (Rwanda (%),Malay (%),"Celtic, nec (%)",Auslan (%),"Serbo-Croatian/Yugoslavian, so described (%)",Czech (%),Burmese (%),Karen (%),Tokelauan (%),Malayalam (%),Telugu (%),Lithuanian (%)
Mardi,,,18,,31,&nbsp;,"2,921",156,27,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,0.5,,0.9,&nbsp;,84.9,14.0,0.8,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,
Marks Point,,,,,,&nbsp;,"1,639",29,,,,,,3,,,,,3,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,&nbsp;,94.6,3.8,,,,,,0.2,,,,,0.2,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,0.3,,,,,,,
Marmong Point,,,,,,&nbsp;,705,8,,,,4,,,,,,,3,4,,,,,,,,,,,,,,,,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,92.6,2.7,,,,0.5,,,,,,,0.4,0.5,,,,,,,,,,,,,,,,0.5,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maroubra,,,,,,&nbsp;,"16,544","4,667","1,572","1,678","1,342",,,,,,,,,,,,,"1,002",,,,,,,,,,,,,,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,55.9,42.3,5.3,5.7,4.5,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marrickville,,,"1,024",,,&nbsp;,"12,539","4,216",519,"2,220",,,,,,,,,,,,,,,,,,,,,567,"1,981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,&nbsp;,51.0,45.9,2.1,9.0,,,,,,,,,,,,,,,,,,,,,2.3,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsfield,322,,,,,&nbsp;,"5,372","2,422","1,294",,"2,077",,,,,,,,,,,,,247,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,&nbsp;,43.5,51.6,10.5,,16.8,,,,,,,,,,,,,2.0,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,,,36,,,&nbsp;,"7,022",280,33,,35,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,&nbsp;,90.2,10.7,0.4,,0.4,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
Maryville,6,,,,,&nbsp;,"1,256",45,,5,,,,,,,,,7,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,&nbsp;,88.6,7.6,,0.4,,,,,,,,,0.5,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
Mascot,,,,,277,&nbsp;,"4,853","1,975",391,661,477,,,,,,,,,,,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,&nbsp;,47.7,53.8,3.8,6.5,4.7,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matraville,222,,,,216,&nbsp;,"5,759","1,151",432,292,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,2.4,&nbsp;,63.7,37.0,4.8,3.2,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayfield,71,,,,,&nbsp;,"7,716",421,,,38,,,,,,58,40,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,&nbsp;,85.1,11.3,,,0.4,,,,,,0.6,0.4,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayfield East,16,,7,,10,&nbsp;,"1,484",59,,10,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,0.4,,0.6,&nbsp;,86.7,8.6,,0.6,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayfield West,,,,,7,&nbsp;,"1,533",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,8,,,,,,,,,,,,,9,,,,,,5,,,,,,,,,,,0.4,&nbsp;,86.6,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,,,,,0.3,,,,,,
Mays Hill,,,60,,,&nbsp;,281,140,29,,41,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,&nbsp;,39.3,59.8,4.1,,5.7,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McMahons Point,,,,,36,&nbsp;,"1,796",175,18,,25,,,,,,,,15,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,&nbsp;,76.6,15.7,0.8,,1.1,,,,,,,,0.6,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadowbank,,,,,,&nbsp;,"1,388",947,254,,402,85,,,,,,,,,,,,,,,,439,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,37.9,55.8,6.9,,11.0,2.3,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melrose Park,28,,23,,,&nbsp;,"1,045",147,80,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,1.6,,,&nbsp;,71.0,29.9,5.4,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menai,,,205,,114,&nbsp;,"8,624",695,137,236,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,1.1,&nbsp;,81.9,21.0,1.3,2.2,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merewether,67,,,,,&nbsp;,"9,699",285,22,71,,,,,,,37,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,&nbsp;,92.7,6.7,0.2,0.7,,,,,,,0.4,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merewether Heights,7,,,,,&nbsp;,"1,298",41,,21,9,,,,,,9,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,&nbsp;,90.6,8.4,,1.5,0.6,,,,,,0.6,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merrylands,,,"6,018",,,&nbsp;,"8,592","5,491",756,,872,,,,,,,,,,,,,,,,,,,,,,784,,,,,,,,,,,,,,,,,,,,,,,,,671,,,,,,,,,,,,,,,,,,,,,,,,,22.6,,,&nbsp;,32.2,65.5,2.8,,3.3,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,
Merrylands West,120,,"1,032",,,&nbsp;,"2,650","1,110",131,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,1.9,,16.7,,,&nbsp;,42.8,52.4,2.1,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,
Middle Cove,16,,,,,&nbsp;,"1,020",104,58,,22,,,,,,,,,,,,,,16,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,&nbsp;,80.3,24.6,4.6,,1.7,,,,,,,,,,,,,,1.3,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miller,,,523,,59,&nbsp;,"1,489",457,,,,93,,,,,,,,51,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,,1.9,&nbsp;,48.2,43.6,,,,3.0,,,,,,,,1.7,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millers Point,,,,,23,&nbsp;,"1,029",208,35,,,22,,,,,,,,,,,,,,,,,27,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,&nbsp;,59.2,26.7,2.0,,,1.3,,,,,,,,,,,,,,,,,1.6,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milperra,,,85,,,&nbsp;,"3,264",203,46,105,30,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,&nbsp;,84.9,16.0,1.2,2.7,0.8,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milsons Point,,,,,,&nbsp;,"1,117",326,168,,115,,,,,,,,,,,,,,17,,,35,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,55.5,37.2,8.3,,5.7,,,,,,,,,,,,,,0.8,,,1.7,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minchinbury,,,183,,,&nbsp;,"3,358",662,,,,184,311,,,,,,,,,,,,,123,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,&nbsp;,61.6,42.9,,,,3.4,5.7,,,,,,,,,,,,,2.3,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minmi,,,,,,&nbsp;,685,4,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,&nbsp;,98.3,1.8,,,,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,
Minto,,,276,,,&nbsp;,"5,664","1,312",,,,480,196,,,,,,,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883,,,,,,,,,,,,,,,,2.7,,,&nbsp;,55.0,41.1,,,,4.7,1.9,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,,,,,,,,,,,
Miranda,232,,159,,,&nbsp;,"11,039","1,188",227,339,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,1.1,,,&nbsp;,76.5,21.3,1.6,2.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mona Vale,98,,,108,73,&nbsp;,"8,830",473,,,,,,,,,,128,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.1,0.7,&nbsp;,86.9,13.0,,,,,,,,,,1.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,85,,319,,153,&nbsp;,"1,976",910,,805,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,7.4,,3.5,&nbsp;,45.7,53.0,,18.6,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moorebank,201,,488,,,&nbsp;,"4,661",966,,419,,192,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,6.4,,,&nbsp;,61.3,39.3,,5.5,,2.5,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mortdale,,,213,,,&nbsp;,"5,879","1,435",521,262,612,,,,,,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,&nbsp;,60.6,38.1,5.4,2.7,6.3,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mortlake,41,,16,,,&nbsp;,512,95,19,,12,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,2.1,,,&nbsp;,67.9,33.1,2.5,,1.6,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mosman,285,,,,,&nbsp;,"22,097","1,784",232,,231,,,,,,,,275,,,,,,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,&nbsp;,80.5,16.6,0.8,,0.8,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Annan,76,,73,,176,&nbsp;,"9,030",531,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,0.7,,1.7,&nbsp;,85.7,16.9,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Colah,69,,,,,&nbsp;,"5,923",428,123,,89,63,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,&nbsp;,83.4,18.7,1.7,,1.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Druitt,,,"1,266",,,&nbsp;,"5,773","3,000",,,,612,"1,247",,,,,,,,,,,,,644,,,,,,,,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,&nbsp;,36.6,62.9,,,,3.9,7.9,,,,,,,,,,,,,4.1,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Hutton,,,10,,,&nbsp;,"2,883",73,,,16,,9,,,,18,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,&nbsp;,90.6,6.0,,,0.5,,0.3,,,,0.6,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Keira,33,,,,,&nbsp;,"1,269",101,,17,,,,,,,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,2.2,,,,,&nbsp;,83.4,18.9,,1.1,,,,,,,2.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,
Mount Kembla,23,,11,,,&nbsp;,929,38,,,,,,,,,10,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,1.1,,,&nbsp;,90.5,10.6,,,,,,,,,1.0,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Lewis,,,489,13,,&nbsp;,274,246,,96,,,,,,,,,,17,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4,1.2,,&nbsp;,24.9,75.5,,8.7,,,,,,,,,,1.5,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Ousley,46,,19,,,&nbsp;,"1,280",93,17,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.2,,,&nbsp;,83.7,17.3,1.1,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Pleasant,39,,11,9,,&nbsp;,"1,008",75,,20,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,0.9,0.8,,&nbsp;,84.6,17.7,,1.7,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Pritchard,398,,678,,,&nbsp;,"3,550","1,636",,,,,,,,,,412,,,,,,,,,,,,,,"1,440",,,,,,,,,,,,,,,,,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,7.5,,,&nbsp;,39.3,58.8,,,,,,,,,,4.6,,,,,,,,,,,,,,15.9,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Riverview,10,,,,,&nbsp;,"2,738",73,,,,,,,,,,,9,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,10,,,,,,,0.3,,,,,&nbsp;,92.3,7.1,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,0.3,,,,,,
Mount Saint Thomas,17,,11,,29,&nbsp;,"1,095",101,,,,,,,,,53,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,0.8,,2.0,&nbsp;,76.9,19.5,,,,,,,,,3.7,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Warrigal,51,,,,87,&nbsp;,"3,786",311,,57,,,,,,,115,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,1.9,&nbsp;,83.3,18.9,,1.3,,,,,,,2.5,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narara,,,,,49,&nbsp;,"7,062",223,32,,30,,,,,,,,25,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,&nbsp;,90.9,8.3,0.4,,0.4,,,,,,,,0.3,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narellan,32,,19,,12,&nbsp;,"3,187",119,,,22,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,0.5,,0.3,&nbsp;,91.2,9.8,,,0.6,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narellan Vale,51,,42,,63,&nbsp;,"6,533",238,,20,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,0.6,,0.9,&nbsp;,90.1,10.7,,0.3,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naremburn,60,,80,,,&nbsp;,"4,159",543,188,,134,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,1.5,,,&nbsp;,76.0,24.5,3.4,,2.4,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narrabeen,51,,,,49,&nbsp;,"5,966",371,,,,,,,,,,,58,,,,,,,,,,,,80,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,0.7,&nbsp;,79.8,11.5,,,,,,,,,,,0.8,,,,,,,,,,,,1.1,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narraweena,502,,,,,&nbsp;,"4,614",555,,,81,,,,,,,75,,,60,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,&nbsp;,75.1,25.1,,,1.3,,,,,,,1.2,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narwee,,,242,,,&nbsp;,"1,734","1,023",750,213,568,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,&nbsp;,35.0,59.6,15.1,4.3,11.5,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neutral Bay,,,,,136,&nbsp;,"6,951",989,176,,186,,,,,,,,,,,,,,,,,,208,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,&nbsp;,74.1,22.3,1.9,,2.0,,,,,,,,,,,,,,,,,,2.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Lambton,70,,,,,&nbsp;,"8,747",300,,58,31,,,,,,53,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,&nbsp;,89.6,7.7,,0.6,0.3,,,,,,0.5,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Lambton Heights,15,,,,,&nbsp;,"1,962",61,21,7,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,&nbsp;,91.0,8.6,1.0,0.3,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newcastle,17,,27,,,&nbsp;,"1,911",151,,,32,,,,,,,,17,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,1.1,,,&nbsp;,80.1,13.9,,,1.3,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
