,Personal,Family,Household,Personal (%),Family (%),Household (%),SSC_CODE
Eagle Vale,647.0,1639.0,1612.0,--,--,--,11341
Eschol Park,741.0,1743.0,1649.0,--,--,--,11441
Blairmount,681.0,1787.0,1850.0,--,--,--,10401
Kearns,771.0,2115.0,2039.0,--,--,--,12079
Claymore,380.0,758.0,698.0,--,--,--,10924
Holsworthy,910.0,2179.0,2172.0,--,--,--,11926
Ingleburn,637.0,1560.0,1401.0,--,--,--,11978
Macquarie Links,911.0,2639.0,2635.0,--,--,--,12435
Denham Court,578.0,1937.0,1777.0,--,--,--,11235
Bardia,919.0,2150.0,2187.0,--,--,--,10194
Edmondson Park,820.0,2195.0,2275.0,--,--,--,11383
Ruse,707.0,1745.0,1641.0,--,--,--,13443
Kentlyn,698.0,2265.0,2050.0,--,--,--,12101
Minto Heights,677.0,1978.0,2374.0,--,--,--,12643
Macquarie Fields,518.0,1337.0,1211.0,--,--,--,12433
Glenfield (NSW),712.0,1861.0,1757.0,--,--,--,11664
Long Point (Campbelltown - NSW),645.0,2035.0,1671.0,--,--,--,12381
St Andrews (NSW),655.0,1692.0,1643.0,--,--,--,13631
Bow Bowing,744.0,1908.0,1797.0,--,--,--,10526
Minto,563.0,1500.0,1383.0,--,--,--,12642
Rosemeadow,632.0,1570.0,1470.0,--,--,--,13410
Ambarvale,556.0,1375.0,1287.0,--,--,--,10049
Menangle Park,599.0,1583.0,1462.0,--,--,--,12569
Gilead,443.0,949.0,782.0,--,--,--,11617
Glen Alpine,806.0,2345.0,2440.0,--,--,--,11645
Englorie Park,700.0,1625.0,1552.0,--,--,--,11423
Yanderra,667.0,1860.0,1831.0,--,--,--,14461
Douglas Park,732.0,2005.0,1943.0,--,--,--,11283
Razorback,866.0,2257.0,2242.0,--,--,--,13328
Appin (NSW),822.0,2166.0,2104.0,--,--,--,10063
Menangle,616.0,1850.0,1521.0,--,--,--,12568
Picton (NSW),798.0,2173.0,1909.0,--,--,--,13200
Tahmoor,640.0,1569.0,1403.0,--,--,--,13727
Buxton (NSW),722.0,1884.0,1787.0,--,--,--,10726
Thirlmere,658.0,1815.0,1562.0,--,--,--,13847
Couridjah,583.0,2059.0,1928.0,--,--,--,11093
Lakesland,678.0,2305.0,2125.0,--,--,--,12258
The Oaks,731.0,1931.0,1821.0,--,--,--,13831
Werombi,730.0,2052.0,2133.0,--,--,--,14232
Orangeville,834.0,2333.0,2381.0,--,--,--,13094
Belimbla Park,732.0,2012.0,1980.0,--,--,--,10261
Mount Hunter,736.0,2045.0,2009.0,--,--,--,12765
Brownlow Hill,537.0,2468.0,2299.0,--,--,--,10609
Theresa Park,739.0,2140.0,2103.0,--,--,--,13845
Silverdale (NSW),814.0,2264.0,2220.0,--,--,--,13544
Oakdale (NSW),716.0,1984.0,1672.0,--,--,--,13054
Blackheath,606.0,1410.0,1077.0,--,--,--,10393
Mount Victoria,548.0,1286.0,1065.0,--,--,--,12797
Glenbrook,846.0,2429.0,2094.0,--,--,--,11656
Blaxland (NSW),783.0,2093.0,1814.0,--,--,--,10407
Warrimoo,837.0,2288.0,2097.0,--,--,--,14174
Lapstone,837.0,2419.0,2115.0,--,--,--,12276
Mount Riverview,802.0,2134.0,1987.0,--,--,--,12788
Yarramundi,725.0,2230.0,2228.0,--,--,--,14477
Katoomba,555.0,1335.0,976.0,--,--,--,12077
Leura,584.0,1719.0,1164.0,--,--,--,12309
Medlow Bath,636.0,1433.0,1117.0,--,--,--,12553
Linden (NSW),824.0,2250.0,2045.0,--,--,--,12335
Woodford (NSW),688.0,1829.0,1586.0,--,--,--,14383
Hazelbrook,678.0,1799.0,1496.0,--,--,--,11881
Lawson (NSW),636.0,1678.0,1314.0,--,--,--,12289
Bullaburra,618.0,1560.0,1389.0,--,--,--,10656
Faulconbridge,792.0,2036.0,1781.0,--,--,--,11496
Winmalee,745.0,2025.0,1812.0,--,--,--,14334
Hawkesbury Heights,876.0,2456.0,2270.0,--,--,--,11872
Yellow Rock (Blue Mountains - NSW),801.0,2275.0,2206.0,--,--,--,14502
Springwood (NSW),722.0,2023.0,1550.0,--,--,--,13629
Valley Heights,729.0,2054.0,1756.0,--,--,--,14069
Sun Valley (NSW),813.0,2583.0,2062.0,--,--,--,13691
Wentworth Falls,631.0,1570.0,1239.0,--,--,--,14226
Werrington Downs,792.0,1992.0,1898.0,--,--,--,14237
Cambridge Park,680.0,1559.0,1429.0,--,--,--,10768
Werrington County,749.0,1858.0,1799.0,--,--,--,14236
Cambridge Gardens,750.0,1905.0,1766.0,--,--,--,10767
Cranebrook,783.0,2001.0,1874.0,--,--,--,11105
Llandilo,675.0,1838.0,1888.0,--,--,--,12363
Castlereagh,728.0,2066.0,1910.0,--,--,--,10850
Penrith,620.0,1482.0,1142.0,--,--,--,13184
Jordan Springs,963.0,2197.0,2231.0,--,--,--,12042
Emu Plains,719.0,2020.0,1685.0,--,--,--,11418
Leonay,901.0,2311.0,2153.0,--,--,--,12304
Emu Heights (NSW),808.0,2193.0,2080.0,--,--,--,11417
Glenmore Park,883.0,2285.0,2213.0,--,--,--,11670
Regentville,778.0,2050.0,1804.0,--,--,--,13346
Jamisontown,734.0,1714.0,1385.0,--,--,--,12000
South Penrith,712.0,1795.0,1573.0,--,--,--,13596
Kingswood (Penrith - NSW),639.0,1453.0,1229.0,--,--,--,12163
Caddens,645.0,2264.0,2190.0,--,--,--,10743
Werrington,643.0,1420.0,1228.0,--,--,--,14235
Claremont Meadows,802.0,2136.0,2075.0,--,--,--,10918
Wallacia,723.0,1941.0,1729.0,--,--,--,14101
Mulgoa,803.0,2255.0,2217.0,--,--,--,12814
Luddenham,813.0,2270.0,2234.0,--,--,--,12419
Badgerys Creek,571.0,1361.0,1278.0,--,--,--,10132
Orchard Hills,710.0,2005.0,2072.0,--,--,--,13095
Warragamba,698.0,1743.0,1326.0,--,--,--,14158
Richmond (NSW),631.0,1599.0,1146.0,--,--,--,13360
North Richmond,666.0,1676.0,1426.0,--,--,--,13002
Agnes Banks,776.0,2011.0,1910.0,--,--,--,10021
Hobartville (NSW),666.0,1609.0,1411.0,--,--,--,11917
South Windsor,648.0,1533.0,1283.0,--,--,--,13601
Windsor (NSW),612.0,1743.0,1422.0,--,--,--,14325
Bligh Park,794.0,1916.0,1763.0,--,--,--,10411
Windsor Downs,831.0,2374.0,2458.0,--,--,--,14326
Londonderry (NSW),694.0,1800.0,1862.0,--,--,--,12375
Berkshire Park,650.0,1775.0,1716.0,--,--,--,10305
Erskine Park,781.0,2151.0,2104.0,--,--,--,11438
St Clair (Penrith - NSW),748.0,1912.0,1859.0,--,--,--,13632
Colyton,621.0,1534.0,1415.0,--,--,--,10987
Oxley Park,635.0,1424.0,1332.0,--,--,--,13110
St Marys (NSW),630.0,1412.0,1190.0,--,--,--,13643
North St Marys,511.0,1248.0,1097.0,--,--,--,13007
Silverwater (Parramatta - NSW),712.0,1609.0,1536.0,--,--,--,13547
Newington (NSW),996.0,2408.0,2306.0,--,--,--,12953
Lidcombe,524.0,1495.0,1571.0,--,--,--,12316
Wentworth Point,1087.0,2113.0,1877.0,--,--,--,14227
Auburn (NSW),434.0,1151.0,1240.0,--,--,--,10106
Berala,472.0,1317.0,1319.0,--,--,--,10299
Regents Park (NSW),479.0,1336.0,1203.0,--,--,--,13345
Carlingford,648.0,1925.0,1833.0,--,--,--,10818
Beecroft,906.0,2865.0,2598.0,--,--,--,10249
Epping (NSW),712.0,2146.0,1973.0,--,--,--,11428
Rydalmere,645.0,1808.0,1553.0,--,--,--,13453
Parramatta,755.0,1802.0,1739.0,--,--,--,13156
Ermington,647.0,1880.0,1620.0,--,--,--,11435
Dundas (NSW),619.0,1844.0,1701.0,--,--,--,11312
Melrose Park (NSW),789.0,2298.0,2091.0,--,--,--,12563
Telopea,568.0,1562.0,1202.0,--,--,--,13782
Oatlands (NSW),705.0,2110.0,1922.0,--,--,--,13063
Dundas Valley,619.0,1833.0,1551.0,--,--,--,11313
Chester Hill,452.0,1294.0,1125.0,--,--,--,10899
Sefton,475.0,1390.0,1276.0,--,--,--,13516
Carramar (NSW),452.0,1085.0,926.0,--,--,--,10826
Old Guildford,462.0,1265.0,1286.0,--,--,--,13077
Fairfield East,404.0,1162.0,1057.0,--,--,--,11478
Yennora,369.0,1030.0,749.0,--,--,--,14506
Fairfield (NSW),396.0,1067.0,975.0,--,--,--,11477
Merrylands,486.0,1355.0,1267.0,--,--,--,12588
Granville (NSW),504.0,1366.0,1332.0,--,--,--,11738
Guildford (NSW),445.0,1209.0,1120.0,--,--,--,11790
Pemulwuy,1016.0,2485.0,2396.0,--,--,--,13181
Greystanes,650.0,1765.0,1608.0,--,--,--,11781
South Granville,397.0,1139.0,957.0,--,--,--,13583
Merrylands West,483.0,1359.0,1123.0,--,--,--,12589
Guildford West,537.0,1463.0,1388.0,--,--,--,11791
Woodpark,576.0,1660.0,1577.0,--,--,--,14390
South Wentworthville,616.0,1612.0,1469.0,--,--,--,13599
Holroyd,770.0,1836.0,1860.0,--,--,--,11925
Smithfield (NSW),457.0,1324.0,1173.0,--,--,--,13559
North Parramatta,729.0,1817.0,1524.0,--,--,--,13001
North Rocks,771.0,2226.0,2131.0,--,--,--,13003
Northmead,787.0,1975.0,1639.0,--,--,--,13023
Westmead,770.0,2002.0,1866.0,--,--,--,14261
Wentworthville,660.0,1802.0,1693.0,--,--,--,14228
Winston Hills,776.0,2222.0,2011.0,--,--,--,14335
Rosehill (NSW),762.0,1665.0,1573.0,--,--,--,13408
Harris Park,610.0,1520.0,1509.0,--,--,--,11860
Old Toongabbie,731.0,1971.0,1700.0,--,--,--,13081
Constitution Hill,598.0,1623.0,1443.0,--,--,--,11014
Pendle Hill,590.0,1704.0,1504.0,--,--,--,13182
Girraween (NSW),676.0,1934.0,1779.0,--,--,--,11636
Mays Hill,577.0,1678.0,1639.0,--,--,--,12538
North Epping,872.0,2755.0,2539.0,--,--,--,12990
Cheltenham (NSW),926.0,3279.0,3170.0,--,--,--,10896
Pennant Hills,836.0,2580.0,2222.0,--,--,--,13183
Denistone,770.0,2411.0,2333.0,--,--,--,11238
Eastwood (NSW),584.0,1844.0,1648.0,--,--,--,11369
Denistone East,751.0,2163.0,2129.0,--,--,--,11239
Denistone West,795.0,2281.0,2128.0,--,--,--,11240
Gladesville,934.0,2515.0,1922.0,--,--,--,11638
Tennyson Point,934.0,2990.0,2725.0,--,--,--,13790
Huntleys Point,1095.0,3250.0,3250.0,--,--,--,11961
Henley,1114.0,3568.0,3035.0,--,--,--,11891
Huntleys Cove,1095.0,2583.0,2071.0,--,--,--,11960
Hunters Hill,939.0,3535.0,2700.0,--,--,--,11954
Macquarie Park,658.0,1996.0,1631.0,--,--,--,12437
Marsfield,624.0,2011.0,1641.0,--,--,--,12506
North Ryde,706.0,2300.0,2034.0,--,--,--,13005
Ryde,756.0,2040.0,1714.0,--,--,--,13454
East Ryde,900.0,2844.0,2585.0,--,--,--,11361
Meadowbank (NSW),945.0,2026.0,1704.0,--,--,--,12550
West Ryde,742.0,1903.0,1677.0,--,--,--,14251
Putney,863.0,2731.0,2456.0,--,--,--,13277
Busby,427.0,1117.0,1026.0,--,--,--,10720
Heckenberg,426.0,1023.0,968.0,--,--,--,11887
Miller,391.0,936.0,739.0,--,--,--,12617
Ashcroft,405.0,1062.0,887.0,--,--,--,10097
Sadleir,405.0,1054.0,861.0,--,--,--,13461
Austral,517.0,1585.0,1353.0,--,--,--,10109
Rossmore (NSW),573.0,1491.0,1452.0,--,--,--,13420
Kemps Creek,588.0,1601.0,1613.0,--,--,--,12094
Bringelly,610.0,1738.0,1700.0,--,--,--,10575
Greendale (Liverpool - NSW),720.0,1812.0,1666.0,--,--,--,11759
Cecil Park,700.0,1916.0,2011.0,--,--,--,10866
Cecil Hills,672.0,2079.0,2137.0,--,--,--,10865
Catherine Field,613.0,1831.0,1799.0,--,--,--,10856
Leppington,683.0,1854.0,1634.0,--,--,--,12305
Cobbitty,838.0,2230.0,2100.0,--,--,--,10954
Oran Park,968.0,2219.0,2194.0,--,--,--,13091
Green Valley (NSW),506.0,1522.0,1572.0,--,--,--,11756
Elizabeth Hills,759.0,1933.0,2003.0,--,--,--,11397
Hinchinbrook (NSW),591.0,1712.0,1790.0,--,--,--,11915
Hoxton Park,589.0,1707.0,1725.0,--,--,--,11951
Carnes Hill,848.0,2281.0,2309.0,--,--,--,10820
Horningsea Park,690.0,2028.0,2084.0,--,--,--,11935
Middleton Grange,847.0,2129.0,2124.0,--,--,--,12607
West Hoxton,707.0,2111.0,2171.0,--,--,--,14246
Bonnyrigg Heights,508.0,1562.0,1679.0,--,--,--,10472
Bonnyrigg,427.0,1236.0,1196.0,--,--,--,10471
Bossley Park,481.0,1513.0,1511.0,--,--,--,10515
Abbotsbury,721.0,2175.0,2171.0,--,--,--,10002
Cabramatta,397.0,986.0,968.0,--,--,--,10740
Lansvale,488.0,1372.0,1330.0,--,--,--,12275
Canley Vale,396.0,1114.0,1053.0,--,--,--,10792
Mount Pritchard,464.0,1278.0,1191.0,--,--,--,12785
Cabramatta West,409.0,1147.0,1189.0,--,--,--,10741
Canley Heights,426.0,1226.0,1260.0,--,--,--,10791
Edensor Park,488.0,1565.0,1637.0,--,--,--,11377
Fairfield West,435.0,1254.0,1267.0,--,--,--,11480
Fairfield Heights,398.0,1148.0,1116.0,--,--,--,11479
Greenfield Park,446.0,1413.0,1489.0,--,--,--,11761
Prairiewood,444.0,1379.0,1344.0,--,--,--,13258
Horsley Park,627.0,1908.0,1720.0,--,--,--,11943
Mount Vernon,790.0,2459.0,2565.0,--,--,--,12796
Wetherill Park,494.0,1529.0,1525.0,--,--,--,14264
Wakeley,461.0,1418.0,1404.0,--,--,--,14089
St Johns Park,460.0,1444.0,1505.0,--,--,--,13641
Casula,584.0,1714.0,1584.0,--,--,--,10852
Moorebank,746.0,1972.0,1889.0,--,--,--,12712
Chipping Norton,690.0,1929.0,1773.0,--,--,--,10908
Voyager Point,988.0,2762.0,2820.0,--,--,--,14079
Wattle Grove (NSW),848.0,2239.0,2148.0,--,--,--,14192
Hammondville,621.0,1872.0,1580.0,--,--,--,11844
Sandy Point (NSW),940.0,2553.0,2277.0,--,--,--,13487
Pleasure Point,1006.0,2538.0,2607.0,--,--,--,13229
Liverpool,466.0,1188.0,1089.0,--,--,--,12361
Warwick Farm,476.0,1202.0,980.0,--,--,--,14177
Cartwright,406.0,989.0,740.0,--,--,--,10838
Lurnea,437.0,1182.0,1068.0,--,--,--,12422
Prestons,697.0,1961.0,1987.0,--,--,--,13260
Gymea Bay,855.0,2707.0,2523.0,--,--,--,11827
Gymea,825.0,2160.0,1763.0,--,--,--,11826
Grays Point,909.0,2692.0,2557.0,--,--,--,11743
Miranda (NSW),736.0,1972.0,1573.0,--,--,--,12645
Yowie Bay,871.0,2786.0,2488.0,--,--,--,14519
Taren Point,698.0,1796.0,1391.0,--,--,--,13766
Caringbah,815.0,2085.0,1568.0,--,--,--,10815
Sylvania Waters,761.0,2127.0,1973.0,--,--,--,13718
Sylvania,717.0,1990.0,1649.0,--,--,--,13717
Kangaroo Point (NSW),1151.0,3558.0,3422.0,--,--,--,12060
Caringbah South,811.0,2541.0,2180.0,--,--,--,10816
Dolans Bay,900.0,2908.0,2815.0,--,--,--,11266
Kurnell,757.0,2041.0,1898.0,--,--,--,12216
Greenhills Beach,1146.0,3678.0,3731.0,--,--,--,11764
Cronulla,1007.0,2326.0,1794.0,--,--,--,11119
Bundeena,739.0,1908.0,1614.0,--,--,--,10672
Maianbar,894.0,2368.0,2055.0,--,--,--,12443
Woolooware,854.0,2411.0,1978.0,--,--,--,14410
Lilli Pilli (Sutherland Shire - NSW),993.0,3323.0,3297.0,--,--,--,12322
Port Hacking,1060.0,3233.0,2908.0,--,--,--,13244
Burraneer,1014.0,3111.0,2860.0,--,--,--,10705
Heathcote (NSW),763.0,2233.0,1864.0,--,--,--,11883
Waterfall,757.0,1968.0,1837.0,--,--,--,14182
Illawong,848.0,2532.0,2466.0,--,--,--,11974
Alfords Point,841.0,2607.0,2622.0,--,--,--,10031
Barden Ridge,849.0,2775.0,2772.0,--,--,--,10193
Menai,843.0,2388.0,2238.0,--,--,--,12567
Bangor (NSW),848.0,2418.0,2289.0,--,--,--,10177
Woronora,879.0,2401.0,2310.0,--,--,--,14420
Bonnet Bay,959.0,2792.0,2706.0,--,--,--,10469
Jannali,780.0,2213.0,1784.0,--,--,--,12001
Oyster Bay,918.0,2799.0,2594.0,--,--,--,13112
Como (NSW),948.0,2779.0,2543.0,--,--,--,10996
Kareela,791.0,2376.0,2273.0,--,--,--,12073
Kirrawee,751.0,2148.0,1709.0,--,--,--,12172
Sutherland (NSW),909.0,2082.0,1667.0,--,--,--,13701
Loftus,778.0,2269.0,2083.0,--,--,--,12371
Engadine,803.0,2152.0,1962.0,--,--,--,11422
Yarrawarrah,871.0,2408.0,2288.0,--,--,--,14485
Woronora Heights,851.0,2832.0,2843.0,--,--,--,14422
